Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2,CAP_STATUS
2019-08-1210:12:53.9340,-1.33,0.06,1.25,8.89,-0.08,-2.57,-23.44,1.06,-26,13.089,0,1,ON
2019-08-1210:12:54.0230,-2.77,0.33,2.72,8.89,-0.08,-2.57,-23.44,1.06,-26,13.089,0,1,ON
2019-08-1210:12:54.1440,-0.69,-0.98,0.45,8.89,-0.08,-2.57,-23.44,1.06,-26,12.576,0,1,ON
2019-08-1210:12:54.2330,-0.33,-0.05,0.1,8.89,-0.08,-2.57,-23.44,1.06,-26,12.927,0,1,ON
2019-08-1210:12:54.3230,-0.4,0.08,-2.03,8.89,-0.08,-2.57,-23.44,1.06,-26,12.837,0,1,ON
2019-08-1210:12:54.4130,0.19,-1.06,-1.29,8.89,-0.08,-2.57,-23.44,1.06,-26,13.011,0,1,ON
2019-08-1210:12:54.5330,0.02,-2.43,-2.02,8.89,-0.08,-2.57,-23.44,1.06,-26,13.524,0,1,ON
2019-08-1210:12:54.6230,1.03,-7.69,-1.81,8.89,-0.08,-2.57,-23.44,1.06,-26,13.766,0,1,ON
2019-08-1210:12:54.7430,1.03,-7.69,-1.81,-0.57,0.65,-10.8,-23.44,1.06,-26,14.225,0,1,ON
2019-08-1210:12:54.8330,1.03,-7.69,-1.81,-0.57,0.65,-10.8,-7.12,-6.5,-26,14.173,0,1,ON
2019-08-1210:12:54.9230,13.78,9.28,-3.35,-0.57,0.65,-10.8,-7.12,-6.5,12.88,14.296,0,1,ON
2019-08-1210:12:55.0130,13.78,9.28,-3.35,-0.57,0.65,-10.8,-33.5,39.56,12.88,14.259,0,1,ON
2019-08-1210:12:55.1330,-0.69,-0.31,-2.67,-0.57,0.65,-10.8,-33.5,39.56,-10.63,14.262,0,1,ON
2019-08-1210:12:55.2230,-7.42,-8.96,0.58,-0.57,0.65,-10.8,-33.5,39.56,-10.63,14.217,0,1,ON
2019-08-1210:12:55.3130,-6.19,-8.52,0.31,-0.57,0.65,-10.8,-33.5,39.56,-10.63,14.269,0,1,ON
2019-08-1210:12:55.4030,1.49,-6.26,1.06,-0.57,0.65,-10.8,-33.5,39.56,-10.63,14.263,0,1,ON
2019-08-1210:12:55.5230,9.45,0.68,-2.6,-0.57,0.65,-10.8,-33.5,39.56,-10.63,14.114,0,1,ON
2019-08-1210:12:55.6130,8.36,7.29,-8.06,-0.57,0.65,-10.8,-33.5,39.56,-10.63,13.882,0,1,ON
2019-08-1210:12:55.7330,-4.85,6.47,-5.06,-0.57,0.65,-10.8,-33.5,39.56,-10.63,13.82,0,1,ON
2019-08-1210:12:55.8230,-4.85,6.47,-5.06,-0.57,0.65,-10.8,-20.31,4.5,-10.63,13.2,0,1,ON
2019-08-1210:12:55.9130,-4.85,6.47,-5.06,-0.57,0.65,-10.8,-10.81,-15.94,-47.88,12.463,0,1,ON
2019-08-1210:12:56.0030,-4.85,6.47,-5.06,-0.57,0.65,-10.8,2.12,-28.12,-37.25,13.547,0,1,ON
2019-08-1210:12:56.1230,-4.85,6.47,-5.06,-1.42,4.9,-12.11,2.12,-28.12,-26.62,13.923,0,1,ON
2019-08-1210:12:56.2130,5.69,6.41,-0.76,-1.42,4.9,-12.11,2.12,-28.12,-26.62,14.044,0,1,ON
2019-08-1210:12:56.3330,5.69,6.41,-0.76,-1.42,4.9,-12.11,-29.69,26.31,-26.62,14.076,0,1,ON
2019-08-1210:12:56.4230,5.69,6.41,-0.76,5.32,-6.66,-0.65,-29.69,26.31,9.81,13.229,0,1,ON
2019-08-1210:12:56.5130,1.87,-3.71,-6.67,5.32,-6.66,-0.65,-29.69,26.31,9.81,12.848,0,1,ON
2019-08-1210:12:56.6030,1.87,-3.71,-6.67,6.02,7.09,-8.12,-29.69,26.31,9.81,13.269,0,1,ON
2019-08-1210:12:56.7230,-2.06,-7.44,0.15,6.02,7.09,-8.12,-29.69,26.31,9.81,14.033,0,1,ON
2019-08-1210:12:56.8130,-2.06,-7.44,0.15,6.02,7.09,-8.12,1.69,-23.25,9.81,13.681,0,1,ON
2019-08-1210:12:56.9030,6.95,4.29,-1.96,6.02,7.09,-8.12,1.69,-23.25,-8,14.091,0,1,ON
2019-08-1210:12:56.9930,4.91,10.63,-3.83,6.02,7.09,-8.12,1.69,-23.25,-8,14.099,0,1,ON
2019-08-1210:12:57.1130,-4.09,7.57,-1.76,6.02,7.09,-8.12,1.69,-23.25,-8,13.278,0,1,ON
2019-08-1210:12:57.2030,-4.09,7.57,-1.76,9.69,-1.23,0.27,1.69,-23.25,-8,12.554,0,1,ON
2019-08-1210:12:57.3230,-4.09,7.57,-1.76,13.56,3.6,-0.92,1.69,-23.25,-8,12.406,0,1,ON
2019-08-1210:12:57.4130,-3.72,-4.37,-10.18,13.56,3.6,-0.92,1.69,-23.25,-8,12.29,0,1,ON
2019-08-1210:12:57.5030,-0.49,-1.19,-4.42,13.56,3.6,-0.92,1.69,-23.25,-8,12.06,0,1,ON
2019-08-1210:12:57.5930,-0.49,-1.19,-4.42,-2.8,7.24,0.23,1.69,-23.25,-8,12.893,0,1,ON
2019-08-1210:12:57.7130,4.12,3.84,0.11,-2.8,7.24,0.23,1.69,-23.25,-8,13.378,0,1,ON
2019-08-1210:12:57.8080,6.13,7.56,1.5,-2.8,7.24,0.23,1.69,-23.25,-8,14.028,0,1,ON
2019-08-1210:12:57.9040,6.13,7.56,1.5,-2.8,7.24,0.23,-28.94,18.94,-8,13.899,0,1,ON
2019-08-1210:12:58.0030,-3,7.37,-1.7,-2.8,7.24,0.23,-28.94,18.94,14.44,13.122,0,1,ON
2019-08-1210:12:58.1040,-3,7.37,-1.7,-2.8,7.24,0.23,-22.62,13,14.44,12.82,0,1,ON
2019-08-1210:12:58.2080,-3.08,0.63,-6.37,-2.8,7.24,0.23,-22.62,13,-42.81,12.318,0,1,ON
2019-08-1210:12:58.3130,4.05,0.38,-10.1,-2.8,7.24,0.23,-22.62,13,-42.81,13.108,0,1,ON
2019-08-1210:12:58.4180,4.05,0.38,-10.1,-2.84,6.05,-7.39,-22.62,13,-42.81,13.125,0,1,ON
2019-08-1210:12:58.5240,-1.07,8.35,-3.16,-2.84,6.05,-7.39,-22.62,13,-42.81,13.739,0,1,ON
2019-08-1210:12:58.6330,-1.07,8.35,-3.16,-2.84,6.05,-7.39,8.69,-25.31,-42.81,13.801,0,1,ON
2019-08-1210:12:58.7440,-1.07,8.35,-3.16,6.36,6.44,-4.94,8.69,-25.31,-12.94,13.327,0,1,ON
2019-08-1210:12:58.8600,-0.59,1.62,-1.58,6.36,6.44,-4.94,8.69,-25.31,-12.94,13.226,0,1,ON
2019-08-1210:12:58.9740,0.14,0.19,2.6,6.36,6.44,-4.94,8.69,-25.31,-12.94,12.612,0,1,ON
2019-08-1210:12:59.0910,0.27,-1.13,0.6,6.36,6.44,-4.94,8.69,-25.31,-12.94,13.036,0,1,ON
2019-08-1210:12:59.1050,0.27,-1.13,0.6,8.73,3.37,-2.45,8.69,-25.31,-12.94,13.519,0,1,ON
2019-08-1210:12:59.2240,0.27,-1.13,0.6,8.73,3.37,-2.45,-13.38,13.69,-12.94,13.151,0,1,ON
2019-08-1210:12:59.3460,-0.02,0.77,-0.68,8.73,3.37,-2.45,-13.38,13.69,16.31,12.902,0,1,ON
2019-08-1210:12:59.4700,-0.29,0.59,-0.47,8.73,3.37,-2.45,-13.38,13.69,16.31,12.58,0,1,ON
2019-08-1210:12:59.4830,0.48,1.73,0.71,8.73,3.37,-2.45,-13.38,13.69,16.31,12.254,0,1,ON
2019-08-1210:12:59.6060,0.93,0.8,0.42,8.73,3.37,-2.45,-13.38,13.69,16.31,12.119,0,1,ON
2019-08-1210:12:59.7470,0.25,0.77,0.92,8.73,3.37,-2.45,-13.38,13.69,16.31,12.387,0,1,ON
2019-08-1210:12:59.9470,-1.22,-0.42,1.11,8.73,3.37,-2.45,-13.38,13.69,16.31,12.286,0,1,ON
2019-08-1210:12:59.9470,-1.22,-0.42,1.11,8.73,3.37,-2.45,-13.38,13.69,16.31,12.362,0,1,ON
2019-08-1210:12:59.9620,-1.22,-0.42,1.11,10.54,1.84,1.88,-13.38,13.69,16.31,12.362,0,1,ON
2019-08-1210:12:59.9620,-1.22,-0.42,1.11,10.54,1.84,1.88,-13.38,13.69,16.31,12.57,0,1,ON
2019-08-1210:13:00.1550,-1.22,-0.42,1.11,10.54,1.84,1.88,-21.37,-16.81,16.31,12.57,0,1,ON
2019-08-1210:13:00.1550,-1.22,-0.42,1.11,10.54,1.84,1.88,-21.37,-16.81,-8.75,12.423,0,1,ON
2019-08-1210:13:00.1710,-0.72,1.32,0.55,10.54,1.84,1.88,-21.37,-16.81,-8.75,12.423,0,1,ON
2019-08-1210:13:00.1710,-0.72,1.32,0.55,10.54,1.84,1.88,-21.37,-16.81,-8.75,12.636,0,1,ON
2019-08-1210:13:00.1880,-0.72,1.32,0.55,10.54,1.84,1.88,-24.56,-18,-8.75,12.636,0,1,ON
2019-08-1210:13:00.1880,-0.72,1.32,0.55,10.54,1.84,1.88,-24.56,-18,-10.06,12.447,0,1,ON
2019-08-1210:13:00.3810,-0.72,1.32,0.55,10.54,1.84,1.88,-29.69,-12.06,-10.06,12.447,0,1,ON
2019-08-1210:13:00.3810,-0.72,1.32,0.55,10.54,1.84,1.88,-29.69,-12.06,15.19,12.418,0,1,ON
2019-08-1210:13:00.5740,-0.72,1.32,0.55,8.16,1.38,2.61,-29.69,-12.06,15.19,12.418,0,1,ON
2019-08-1210:13:00.5740,-0.72,1.32,0.55,8.16,1.38,2.61,-29.69,-12.06,15.19,12.461,0,1,ON
2019-08-1210:13:00.5900,-0.72,1.32,0.55,8.16,1.38,2.61,-29.12,-21,15.19,12.461,0,1,ON
2019-08-1210:13:00.5900,-0.72,1.32,0.55,8.16,1.38,2.61,-29.12,-21,14.81,12.525,0,1,ON
2019-08-1210:13:00.6040,-0.72,1.32,0.55,7.78,1.76,1.04,-29.12,-21,14.81,12.525,0,1,ON
2019-08-1210:13:00.6040,-0.72,1.32,0.55,7.78,1.76,1.04,-29.12,-21,14.81,12.547,0,1,ON
2019-08-1210:13:00.6830,1.27,-1.84,0.4,7.78,1.76,1.04,-29.12,-21,14.81,12.547,0,1,ON
2019-08-1210:13:00.6830,1.27,-1.84,0.4,7.78,1.76,1.04,-29.12,-21,14.81,12.365,0,1,ON
2019-08-1210:13:00.7730,-0.22,-0.05,-0.12,7.78,1.76,1.04,-29.12,-21,14.81,12.365,0,1,ON
2019-08-1210:13:00.7730,-0.22,-0.05,-0.12,7.78,1.76,1.04,-29.12,-21,14.81,12.311,0,1,ON
2019-08-1210:13:00.9240,0.02,-0.33,-0.31,7.78,1.76,1.04,-29.12,-21,14.81,12.311,0,1,ON
2019-08-1210:13:00.9240,0.02,-0.33,-0.31,7.78,1.76,1.04,-29.12,-21,14.81,12.37,0,1,ON
2019-08-1210:13:00.9830,0.17,0.04,-0.71,7.78,1.76,1.04,-29.12,-21,14.81,12.37,0,1,ON
2019-08-1210:13:00.9830,0.17,0.04,-0.71,7.78,1.76,1.04,-29.12,-21,14.81,12.395,0,1,ON
2019-08-1210:13:01.0730,0.17,0.04,-0.71,7.78,1.76,1.04,-18.87,-11.88,14.81,12.395,0,1,ON
2019-08-1210:13:01.0730,0.17,0.04,-0.71,7.78,1.76,1.04,-18.87,-11.88,55.75,12.381,0,1,ON
2019-08-1210:13:01.1630,0.17,0.04,-0.71,7.78,1.76,1.04,-18.19,-14.38,55.75,12.381,0,1,ON
2019-08-1210:13:01.1630,0.17,0.04,-0.71,7.78,1.76,1.04,-18.19,-14.38,48.13,12.164,0,1,ON
2019-08-1210:13:01.2830,0.17,0.04,-0.71,7.78,1.76,1.04,-18.56,-11.75,48.13,12.164,1,1,ON
2019-08-1210:13:01.2830,0.17,0.04,-0.71,7.78,1.76,1.04,-18.56,-11.75,47.25,11.724,1,1,ON
2019-08-1210:13:01.3730,0.17,0.04,-0.71,8.93,0.42,1.49,-18.56,-11.75,47.25,11.724,1,1,ON
2019-08-1210:13:01.3730,0.17,0.04,-0.71,8.93,0.42,1.49,-18.56,-11.75,47.25,9.44,1,1,ON
2019-08-1210:13:01.4930,0.17,0.04,-0.71,8.93,0.42,1.49,-20.31,-26.37,47.25,9.44,1,1,ON
2019-08-1210:13:01.4930,0.17,0.04,-0.71,8.93,0.42,1.49,-20.31,-26.37,28.44,7.468,1,1,ON
2019-08-1210:13:01.5530,0.17,0.04,-0.71,10.73,-1.15,1.34,-20.31,-26.37,28.44,7.468,1,1,ON
2019-08-1210:13:01.5530,0.17,0.04,-0.71,10.73,-1.15,1.34,-20.31,-26.37,28.44,4.075,1,1,ON
2019-08-1210:13:01.6730,-0.95,-3.63,1.93,10.73,-1.15,1.34,-20.31,-26.37,28.44,4.075,1,1,ON
2019-08-1210:13:01.6730,-0.95,-3.63,1.93,10.73,-1.15,1.34,-20.31,-26.37,28.44,4.069,1,1,ON
2019-08-1210:13:01.7910,-0.53,-1.24,1.19,10.73,-1.15,1.34,-20.31,-26.37,28.44,4.069,1,1,ON
2019-08-1210:13:01.7910,-0.53,-1.24,1.19,10.73,-1.15,1.34,-20.31,-26.37,28.44,4.07,1,1,ON
2019-08-1210:13:01.8830,-0.12,-0.07,1.22,10.73,-1.15,1.34,-20.31,-26.37,28.44,4.07,1,1,ON
2019-08-1210:13:01.8830,-0.12,-0.07,1.22,10.73,-1.15,1.34,-20.31,-26.37,28.44,4.067,1,1,ON
2019-08-1210:13:01.9730,-0.12,-0.07,1.22,8.01,-3.68,-4.21,-20.31,-26.37,28.44,4.067,1,1,ON
2019-08-1210:13:01.9730,-0.12,-0.07,1.22,8.01,-3.68,-4.21,-20.31,-26.37,28.44,4.056,1,1,ON
2019-08-1210:13:02.0630,0.38,0.51,0.61,8.01,-3.68,-4.21,-20.31,-26.37,28.44,4.056,1,0,ON
2019-08-1210:13:02.0630,0.38,0.51,0.61,8.01,-3.68,-4.21,-20.31,-26.37,28.44,4.023,1,0,ON
2019-08-1210:13:02.1530,0.38,0.51,0.61,8.01,-3.68,-4.21,-39.88,-43.5,28.44,4.023,1,0,ON
2019-08-1210:13:02.1530,0.38,0.51,0.61,8.01,-3.68,-4.21,-39.88,-43.5,-0.44,3.927,1,0,ON
2019-08-1210:13:02.2730,0.38,0.51,0.61,8.01,-3.68,-4.21,-46,-43.56,-0.44,3.927,1,0,ON
2019-08-1210:13:02.2730,0.38,0.51,0.61,8.01,-3.68,-4.21,-46,-43.56,4,3.916,1,0,ON
2019-08-1210:13:02.3630,-1.93,-0.9,2.52,8.01,-3.68,-4.21,-46,-43.56,4,3.916,1,0,ON
2019-08-1210:13:02.3630,-1.93,-0.9,2.52,8.01,-3.68,-4.21,-46,-43.56,4,3.914,1,0,ON
2019-08-1210:13:02.4830,-1.93,-0.9,2.52,4.52,-7.85,-3.75,-46,-43.56,4,3.914,1,0,ON
2019-08-1210:13:02.4830,-1.93,-0.9,2.52,4.52,-7.85,-3.75,-46,-43.56,4,3.889,1,0,ON
2019-08-1210:13:02.5730,-2.47,0.19,1.66,4.52,-7.85,-3.75,-46,-43.56,4,3.889,1,1,ON
2019-08-1210:13:02.5730,-2.47,0.19,1.66,4.52,-7.85,-3.75,-46,-43.56,4,3.927,1,1,OFF
2019-08-1210:13:02.6630,-0.09,0.55,0.01,4.52,-7.85,-3.75,-46,-43.56,4,3.927,1,1,OFF
2019-08-1210:13:02.6630,-0.09,0.55,0.01,4.52,-7.85,-3.75,-46,-43.56,4,3.986,1,1,OFF
2019-08-1210:13:02.7530,0.18,0.19,0.64,4.52,-7.85,-3.75,-46,-43.56,4,3.986,1,1,OFF
2019-08-1210:13:02.7530,0.18,0.19,0.64,4.52,-7.85,-3.75,-46,-43.56,4,4.064,1,1,OFF
2019-08-1210:13:02.8730,0.67,0.65,0.81,4.52,-7.85,-3.75,-46,-43.56,4,4.064,1,1,OFF
2019-08-1210:13:02.8730,0.67,0.65,0.81,4.52,-7.85,-3.75,-46,-43.56,4,4.068,1,1,OFF
2019-08-1210:13:02.9630,0.49,0.29,0.82,4.52,-7.85,-3.75,-46,-43.56,4,4.068,1,1,OFF
2019-08-1210:13:02.9630,0.49,0.29,0.82,4.52,-7.85,-3.75,-46,-43.56,4,4.071,1,1,OFF
2019-08-1210:13:03.0530,-0.24,0.36,0.3,4.52,-7.85,-3.75,-46,-43.56,4,4.071,1,1,OFF
2019-08-1210:13:03.0530,-0.24,0.36,0.3,4.52,-7.85,-3.75,-46,-43.56,4,4.074,1,1,OFF
2019-08-1210:13:03.1430,-0.09,0.14,0.04,4.52,-7.85,-3.75,-46,-43.56,4,4.074,1,1,OFF
2019-08-1210:13:03.1430,-0.09,0.14,0.04,4.52,-7.85,-3.75,-46,-43.56,4,4.076,1,1,OFF
2019-08-1210:13:03.2630,-0.09,0.14,0.04,4.52,-7.85,-3.75,-31,-16.06,4,4.076,1,1,OFF
2019-08-1210:13:03.2630,-0.09,0.14,0.04,4.52,-7.85,-3.75,-31,-16.06,-28,4.076,1,1,OFF
2019-08-1210:13:03.3530,-0.09,0.14,0.04,4.52,-7.85,-3.75,-31.12,-19.44,-28,4.076,1,1,OFF
2019-08-1210:13:03.3530,-0.09,0.14,0.04,4.52,-7.85,-3.75,-31.12,-19.44,-28.81,4.077,1,1,OFF
2019-08-1210:13:03.4730,-0.09,0.14,0.04,2.61,-7.32,-6.59,-31.12,-19.44,-28.81,4.077,1,1,OFF
2019-08-1210:13:03.4730,-0.09,0.14,0.04,2.61,-7.32,-6.59,-31.12,-19.44,-28.81,4.08,1,1,OFF
2019-08-1210:13:03.5630,-0.05,-0.07,-0.04,2.61,-7.32,-6.59,-31.12,-19.44,-28.81,4.08,1,1,OFF
2019-08-1210:13:03.5630,-0.05,-0.07,-0.04,2.61,-7.32,-6.59,-31.12,-19.44,-28.81,4.411,1,1,OFF
2019-08-1210:13:03.6530,-0.05,-0.07,-0.04,2.61,-7.32,-6.59,-27.87,-17.94,-28.81,4.411,1,1,OFF
2019-08-1210:13:03.6530,-0.05,-0.07,-0.04,2.61,-7.32,-6.59,-27.87,-17.94,-13.06,5.23,1,1,OFF
2019-08-1210:13:03.7430,-0.23,0.38,-0.23,2.61,-7.32,-6.59,-27.87,-17.94,-13.06,5.23,1,1,OFF
2019-08-1210:13:03.7430,-0.23,0.38,-0.23,2.61,-7.32,-6.59,-27.87,-17.94,-13.06,9.396,1,1,OFF
2019-08-1210:13:03.8630,-0.23,0.38,-0.23,3.07,-7.32,-5.82,-27.87,-17.94,-13.06,9.396,0,1,OFF
2019-08-1210:13:03.8630,-0.23,0.38,-0.23,3.07,-7.32,-5.82,-27.87,-17.94,-13.06,11.892,0,1,ON
2019-08-1210:13:03.9530,-0.18,0.36,-0.44,3.07,-7.32,-5.82,-27.87,-17.94,-13.06,11.892,0,1,ON
2019-08-1210:13:03.9530,-0.18,0.36,-0.44,3.07,-7.32,-5.82,-27.87,-17.94,-13.06,14.102,0,1,ON
2019-08-1210:13:04.0430,-0.17,0.05,-0.12,3.07,-7.32,-5.82,-27.87,-17.94,-13.06,14.102,0,1,ON
2019-08-1210:13:04.0430,-0.17,0.05,-0.12,3.07,-7.32,-5.82,-27.87,-17.94,-13.06,13.721,0,1,ON
2019-08-1210:13:04.1330,-0.17,0.05,-0.12,3.07,-7.32,-5.82,-19.44,-25.94,-13.06,13.721,0,1,ON
2019-08-1210:13:04.1330,-0.17,0.05,-0.12,3.07,-7.32,-5.82,-19.44,-25.94,25.75,13.772,0,1,ON
2019-08-1210:13:04.2530,0.39,-0.15,-0.2,3.07,-7.32,-5.82,-19.44,-25.94,25.75,13.772,0,1,ON
2019-08-1210:13:04.2530,0.39,-0.15,-0.2,3.07,-7.32,-5.82,-19.44,-25.94,25.75,13.756,0,1,ON
2019-08-1210:13:04.3430,0.39,-0.15,-0.2,3.07,-7.32,-5.82,-19.56,-23.31,25.75,13.756,0,1,ON
2019-08-1210:13:04.3430,0.39,-0.15,-0.2,3.07,-7.32,-5.82,-19.56,-23.31,24.81,13.724,0,1,ON
2019-08-1210:13:04.4630,0.39,-0.15,-0.2,3.07,-7.32,-5.82,-19.56,-21.75,24.81,13.724,0,1,ON
2019-08-1210:13:04.4630,0.39,-0.15,-0.2,3.07,-7.32,-5.82,-19.56,-21.75,31.19,13.704,0,1,ON
2019-08-1210:13:04.5530,0.39,-0.15,-0.2,3.07,-7.32,-5.82,-19.06,-22.56,31.19,13.704,0,1,ON
2019-08-1210:13:04.5530,0.39,-0.15,-0.2,3.07,-7.32,-5.82,-19.06,-22.56,28.12,13.694,0,1,ON
2019-08-1210:13:04.6430,0.39,-0.15,-0.2,3.07,-7.32,-5.82,-18.81,-19.12,28.12,13.694,0,1,ON
2019-08-1210:13:04.6430,0.39,-0.15,-0.2,3.07,-7.32,-5.82,-18.81,-19.12,31,13.692,0,1,ON
2019-08-1210:13:04.7330,-0.07,-0.02,0.02,3.07,-7.32,-5.82,-18.81,-19.12,31,13.692,0,1,ON
2019-08-1210:13:04.7330,-0.07,-0.02,0.02,3.07,-7.32,-5.82,-18.81,-19.12,31,13.687,0,1,ON
2019-08-1210:13:04.8530,-0.11,-0.01,0.08,3.07,-7.32,-5.82,-18.81,-19.12,31,13.687,0,1,ON
2019-08-1210:13:04.8530,-0.11,-0.01,0.08,3.07,-7.32,-5.82,-18.81,-19.12,31,13.681,0,1,ON
2019-08-1210:13:04.9430,0.04,-0.03,0.1,3.07,-7.32,-5.82,-18.81,-19.12,31,13.681,0,1,ON
2019-08-1210:13:04.9430,0.04,-0.03,0.1,3.07,-7.32,-5.82,-18.81,-19.12,31,13.672,0,1,ON
2019-08-1210:13:05.0630,0.1,0.07,-0.03,3.07,-7.32,-5.82,-18.81,-19.12,31,13.672,0,1,ON
2019-08-1210:13:05.0630,0.1,0.07,-0.03,3.07,-7.32,-5.82,-18.81,-19.12,31,13.668,0,1,ON
2019-08-1210:13:05.1530,0.1,0.07,-0.03,3.48,-7.39,-5.21,-18.81,-19.12,31,13.668,0,1,ON
2019-08-1210:13:05.1530,0.1,0.07,-0.03,3.48,-7.39,-5.21,-18.81,-19.12,31,13.684,0,1,ON
2019-08-1210:13:05.2430,-0.05,0.01,-0.19,3.48,-7.39,-5.21,-18.81,-19.12,31,13.684,0,1,ON
2019-08-1210:13:05.2430,-0.05,0.01,-0.19,3.48,-7.39,-5.21,-18.81,-19.12,31,13.66,0,1,ON
2019-08-1210:13:05.3330,-0.05,0.01,-0.19,3.48,-7.39,-5.21,-21.44,-21.69,31,13.66,0,1,ON
2019-08-1210:13:05.3330,-0.05,0.01,-0.19,3.48,-7.39,-5.21,-21.44,-21.69,30.44,13.458,0,1,ON
2019-08-1210:13:05.4530,-0.12,0.12,-0.74,3.48,-7.39,-5.21,-21.44,-21.69,30.44,13.458,0,1,ON
2019-08-1210:13:05.4530,-0.12,0.12,-0.74,3.48,-7.39,-5.21,-21.44,-21.69,30.44,13.509,0,1,ON
2019-08-1210:13:05.5430,-0.12,0.12,-0.74,3.48,-7.39,-5.21,-23.69,-27.31,30.44,13.509,0,1,ON
2019-08-1210:13:05.5430,-0.12,0.12,-0.74,3.48,-7.39,-5.21,-23.69,-27.31,31.06,13.722,0,1,ON
2019-08-1210:13:05.6330,-0.12,0.12,-0.74,3.48,-7.39,-5.21,-28.31,-17,31.06,13.722,0,1,ON
2019-08-1210:13:05.6330,-0.12,0.12,-0.74,3.48,-7.39,-5.21,-28.31,-17,26.87,13.633,0,1,ON
2019-08-1210:13:05.7230,-0.12,0.12,-0.74,5.86,-3.18,-5.02,-28.31,-17,26.87,13.633,0,1,ON
2019-08-1210:13:05.7230,-0.12,0.12,-0.74,5.86,-3.18,-5.02,-28.31,-17,26.87,13.786,0,1,ON
2019-08-1210:13:05.8430,0.98,2.3,0.66,5.86,-3.18,-5.02,-28.31,-17,26.87,13.786,0,1,ON
2019-08-1210:13:05.8430,0.98,2.3,0.66,5.86,-3.18,-5.02,-28.31,-17,26.87,13.587,0,1,ON
2019-08-1210:13:05.9330,-0.32,0.81,1.48,5.86,-3.18,-5.02,-28.31,-17,26.87,13.587,0,1,ON
2019-08-1210:13:05.9330,-0.32,0.81,1.48,5.86,-3.18,-5.02,-28.31,-17,26.87,13.72,0,1,ON
2019-08-1210:13:06.0530,0.44,-3.6,-3.04,5.86,-3.18,-5.02,-28.31,-17,26.87,13.72,0,1,ON
2019-08-1210:13:06.0530,0.44,-3.6,-3.04,5.86,-3.18,-5.02,-28.31,-17,26.87,13.796,0,1,ON
2019-08-1210:13:06.1430,0.44,-3.6,-3.04,4.18,-2.95,-8.08,-28.31,-17,26.87,13.796,0,1,ON
2019-08-1210:13:06.1430,0.44,-3.6,-3.04,4.18,-2.95,-8.08,-28.31,-17,26.87,14.217,0,1,ON
2019-08-1210:13:06.2330,-3.4,-3.06,-0.57,4.18,-2.95,-8.08,-28.31,-17,26.87,14.217,0,1,ON
2019-08-1210:13:06.2330,-3.4,-3.06,-0.57,4.18,-2.95,-8.08,-28.31,-17,26.87,14.177,0,1,ON
2019-08-1210:13:06.3230,-3.4,-3.06,-0.57,-0.42,5.4,-11.45,-28.31,-17,26.87,14.177,0,1,ON
2019-08-1210:13:06.3230,-3.4,-3.06,-0.57,-0.42,5.4,-11.45,-28.31,-17,26.87,14.065,0,1,ON
2019-08-1210:13:06.4430,-0.1,-1.12,0.46,-0.42,5.4,-11.45,-28.31,-17,26.87,14.065,0,1,ON
2019-08-1210:13:06.4430,-0.1,-1.12,0.46,-0.42,5.4,-11.45,-28.31,-17,26.87,14.248,0,1,ON
2019-08-1210:13:06.5330,11.76,9.59,4.46,-0.42,5.4,-11.45,-28.31,-17,26.87,14.248,0,1,ON
2019-08-1210:13:06.5330,11.76,9.59,4.46,-0.42,5.4,-11.45,-28.31,-17,26.87,13.931,0,1,ON
2019-08-1210:13:06.6230,11.76,9.59,4.46,-0.42,5.4,-11.45,-20.69,37.94,26.87,13.931,0,1,ON
2019-08-1210:13:06.6230,11.76,9.59,4.46,-0.42,5.4,-11.45,-20.69,37.94,-16.87,12.805,0,1,ON
2019-08-1210:13:06.7130,-5.65,-5.56,0.05,-0.42,5.4,-11.45,-20.69,37.94,-16.87,12.805,0,1,ON
2019-08-1210:13:06.7130,-5.65,-5.56,0.05,-0.42,5.4,-11.45,-20.69,37.94,-16.87,13.596,0,1,ON
2019-08-1210:13:06.8330,-5.65,-5.56,0.05,3.37,6.86,-15.4,-20.69,37.94,-16.87,13.596,0,1,ON
2019-08-1210:13:06.8330,-5.65,-5.56,0.05,3.37,6.86,-15.4,-20.69,37.94,-16.87,14.341,0,1,ON
2019-08-1210:13:06.9230,-4.03,2.87,-0.15,3.37,6.86,-15.4,-20.69,37.94,-16.87,14.341,0,1,ON
2019-08-1210:13:06.9230,-4.03,2.87,-0.15,3.37,6.86,-15.4,-20.69,37.94,-16.87,14.156,0,1,ON
2019-08-1210:13:07.0430,4.34,8.83,7.48,3.37,6.86,-15.4,-20.69,37.94,-16.87,14.156,0,1,ON
2019-08-1210:13:07.0430,4.34,8.83,7.48,3.37,6.86,-15.4,-20.69,37.94,-16.87,13.816,0,1,ON
2019-08-1210:13:07.1330,8.82,-0.22,10.25,3.37,6.86,-15.4,-20.69,37.94,-16.87,13.816,0,1,ON
2019-08-1210:13:07.1330,8.82,-0.22,10.25,3.37,6.86,-15.4,-20.69,37.94,-16.87,13.093,0,1,ON
2019-08-1210:13:07.2230,8.82,-0.22,10.25,5.75,-7.43,-7.2,-20.69,37.94,-16.87,13.093,0,1,ON
