Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2
2019-08-1213:09:00.9870,0,0,0,0,0,0,0,0,0,10.827,0,1
2019-08-1213:09:01.1060,0,0,0,0,0,0,0,0,0,10.716,0,1
2019-08-1213:09:01.1960,0,0,0,0,0,0,0,0,0,12.131,0,1
2019-08-1213:09:01.2860,0,0,0,0,0,0,0,0,0,12.323,0,1
2019-08-1213:09:01.4060,0,0,0,0,0,0,0,0,0,12.243,0,1
2019-08-1213:09:01.4960,0,0,0,0,0,0,0,0,0,11.839,0,1
2019-08-1213:09:01.5860,0,0,0,0,0,0,0,0,0,11.494,0,1
2019-08-1213:09:01.7060,0,0,0,0,0,0,0,0,0,11.497,0,1
2019-08-1213:09:01.7960,0,0,0,0,0,0,0,0,0,12.138,0,1
2019-08-1213:09:01.8860,0,0,0,0,0,0,0,0,0,12.122,0,1
2019-08-1213:09:01.9760,0,0,0,0,0,0,0,0,0,12.256,0,1
2019-08-1213:09:02.0960,0,0,0,0,0,0,0,0,0,12.164,0,1
2019-08-1213:09:02.1860,0,0,0,0,0,0,0,0,0,12.049,0,1
2019-08-1213:09:02.2760,0,0,0,0,0,0,0,0,0,12.226,0,1
2019-08-1213:09:02.3960,0,0,0,0,0,0,0,0,0,12.388,0,1
2019-08-1213:09:02.4870,0,0,0,0,0,0,0,0,0,12.079,0,1
2019-08-1213:09:02.5790,0,0,0,0,0,0,0,0,0,12.295,0,1
2019-08-1213:09:02.6960,0,0,0,0,0,0,0,0,0,12.262,0,1
2019-08-1213:09:02.7930,0,0,0,0,0,0,0,0,0,12.017,0,1
2019-08-1213:09:02.8920,0,0,0,0,0,0,0,0,0,11.895,0,1
2019-08-1213:09:02.9960,0,0,0,0,0,0,0,0,0,11.929,0,1
2019-08-1213:09:03.1020,0,0,0,0,0,0,0,0,0,11.987,0,1
2019-08-1213:09:03.2100,0,0,0,0,0,0,0,0,0,12.111,0,1
2019-08-1213:09:03.3180,0,0,0,0,0,0,0,0,0,12.104,0,1
2019-08-1213:09:03.4290,0,0,0,0,0,0,0,0,0,12.069,0,1
2019-08-1213:09:03.5440,0,0,0,0,0,0,0,0,0,11.975,0,1
2019-08-1213:09:03.6650,0,0,0,0,0,0,0,0,0,11.877,0,1
2019-08-1213:09:03.6870,0,0,0,0,0,0,0,0,0,11.75,0,1
2019-08-1213:09:03.8110,0,0,0,0,0,0,0,0,0,11.751,0,1
2019-08-1213:09:03.9390,0,0,0,0,0,0,0,0,0,11.806,0,1
2019-08-1213:09:07.7480,0,0,0,0,0,0,-38.69,-53.94,22.5,12.179,0,1
2019-08-1213:09:07.9280,0,0,0,0,0,0,31.62,-84.69,18.25,11.026,0,1
2019-08-1213:09:08.0720,0,0,0,0,0,0,31.62,-84.69,18.25,11.688,0,1
2019-08-1213:09:08.0940,0,0,0,3.68,2.72,-6.86,31.62,-84.69,18.25,12.046,0,1
2019-08-1213:09:08.2410,0,0,0,3.68,2.72,-6.86,31.62,-84.69,18.25,11.972,0,1
2019-08-1213:09:08.2650,0,0,0,3.03,-0.84,-10.23,31.62,-84.69,18.25,12.281,0,1
2019-08-1213:09:08.4160,-10.37,2.48,-3.74,3.03,-0.84,-10.23,31.62,-84.69,18.25,12.104,0,1
2019-08-1213:09:08.4400,-10.52,3.24,-3.65,3.03,-0.84,-10.23,31.62,-84.69,18.25,11.391,0,1
2019-08-1213:09:08.5870,1.31,4.16,8.21,3.03,-0.84,-10.23,31.62,-84.69,18.25,11.641,0,1
2019-08-1213:09:08.7380,1.31,4.16,8.21,12.6,1.23,-8.66,31.62,-84.69,18.25,11.726,0,1
2019-08-1213:09:08.7610,2.12,-10.04,-1.45,12.6,1.23,-8.66,31.62,-84.69,18.25,12.133,0,1
2019-08-1213:09:08.9150,2.12,-10.04,-1.45,12.6,1.23,-8.66,8.75,-4.75,32.75,11.892,0,1
2019-08-1213:09:09.0650,-9.4,3.74,0.71,12.6,1.23,-8.66,8.75,-4.75,32.75,11.006,0,1
2019-08-1213:09:09.0880,-9.4,3.74,0.71,12.6,1.23,-8.66,-6.31,-25.81,-10.88,11.462,0,1
2019-08-1213:09:09.2390,-9.4,3.74,0.71,7.55,8.23,-5.52,-6.31,-25.81,-10.88,11.73,0,1
2019-08-1213:09:09.2620,6.61,-5.27,-2.21,7.55,8.23,-5.52,-6.31,-25.81,-10.88,12.092,0,1
2019-08-1213:09:09.4140,6.61,-5.27,-2.21,5.48,-0.5,-8.96,-6.31,-25.81,-10.88,12.251,0,1
2019-08-1213:09:09.4380,6.61,-5.27,-2.21,3.26,3.75,-10.07,-6.31,-25.81,-10.88,11.889,0,1
2019-08-1213:09:09.5860,-1.85,-2.84,-2.64,3.26,3.75,-10.07,-6.31,-25.81,-10.88,11.728,0,1
2019-08-1213:09:09.7410,-0.62,-4.46,-3.04,3.26,3.75,-10.07,-6.31,-25.81,-10.88,11.498,0,1
2019-08-1213:09:09.7640,0.15,-5.36,-2.66,3.26,3.75,-10.07,-6.31,-25.81,-10.88,10.879,0,1
2019-08-1213:09:09.9120,0.15,-5.36,-2.66,-6.28,4.29,-2.49,-6.31,-25.81,-10.88,11.814,0,1
2019-08-1213:09:10.0630,0.34,15.06,2.97,-6.28,4.29,-2.49,-6.31,-25.81,-10.88,11.972,0,1
2019-08-1213:09:10.0860,2.35,4.7,6.59,-6.28,4.29,-2.49,-6.31,-25.81,-10.88,11.777,0,1
2019-08-1213:09:10.2410,2.35,4.7,6.59,-6.28,4.29,-2.49,-34.63,3.25,-7.87,11.93,0,1
2019-08-1213:09:10.2640,2.35,4.7,6.59,2.45,3.64,-13.41,-34.63,3.25,-7.87,12.244,0,1
2019-08-1213:09:10.4120,2.35,4.7,6.59,-3.71,4.56,-7.55,-34.63,3.25,-7.87,11.711,0,1
2019-08-1213:09:10.5720,-0.7,1.14,1.07,-3.71,4.56,-7.55,-34.63,3.25,-7.87,10.723,0,1
2019-08-1213:09:10.5950,1.12,11.88,6.4,-3.71,4.56,-7.55,-34.63,3.25,-7.87,12.033,0,1
2019-08-1213:09:10.7460,2.15,2.05,4.94,-3.71,4.56,-7.55,-34.63,3.25,-7.87,11.97,0,1
2019-08-1213:09:10.7690,4.21,-5.58,0.16,-3.71,4.56,-7.55,-34.63,3.25,-7.87,12.297,0,1
2019-08-1213:09:10.9200,-1.14,-9.92,-1.15,-3.71,4.56,-7.55,-34.63,3.25,-7.87,11.73,0,1
2019-08-1213:09:10.9440,-1.14,-9.92,-1.15,-5.59,7.47,-7.66,-34.63,3.25,-7.87,10.782,0,1
2019-08-1213:09:11.0920,-1.14,-9.92,-1.15,-8.31,5.05,0.04,-34.63,3.25,-7.87,10.683,0,1
2019-08-1213:09:11.1150,-1.14,-9.92,-1.15,-8.31,5.05,0.04,-6.56,-33.81,-20.12,11.582,0,1
2019-08-1213:09:11.2690,3.94,-0.22,2.96,-8.31,5.05,0.04,-6.56,-33.81,-20.12,11.979,0,1
2019-08-1213:09:11.4210,4.86,-1.83,-0.15,-8.31,5.05,0.04,-6.56,-33.81,-20.12,12.067,0,1
2019-08-1213:09:11.4440,2.62,-0.93,-2.09,-8.31,5.05,0.04,-6.56,-33.81,-20.12,12.123,0,1
2019-08-1213:09:11.5980,0.03,-0.96,-0.53,-8.31,5.05,0.04,-6.56,-33.81,-20.12,12.152,0,1
2019-08-1213:09:11.6200,-0.15,-0.56,-0.13,-8.31,5.05,0.04,-6.56,-33.81,-20.12,12.15,0,1
2019-08-1213:09:11.7720,-0.15,-0.56,-0.13,5.29,-0.04,-7.7,-6.56,-33.81,-20.12,12.158,0,1
2019-08-1213:09:11.9220,0.48,-0.67,-0.74,5.29,-0.04,-7.7,-6.56,-33.81,-20.12,12.164,0,1
2019-08-1213:09:11.9470,0.48,-0.67,-0.74,5.29,-0.04,-7.7,-26.81,-15.31,21.94,12.166,0,1
2019-08-1213:09:12.0990,0.48,-0.67,-0.74,5.29,-0.04,-7.7,-23.37,-14.88,26.94,12.177,0,1
2019-08-1213:09:12.1220,0.48,-0.67,-0.74,5.29,-0.04,-7.7,-23.75,-16.62,24.44,12.192,0,1
2019-08-1213:09:12.2740,0.48,-0.67,-0.74,5.29,-0.04,-7.7,-22.25,-13.81,27.62,12.211,0,1
2019-08-1213:09:12.4230,-0.03,0.42,0.7,5.29,-0.04,-7.7,-22.25,-13.81,27.62,12.265,0,1
2019-08-1213:09:12.4460,-0.03,0.42,0.7,5.98,3.33,-11.22,-22.25,-13.81,27.62,11.944,0,1
2019-08-1213:09:12.6010,-13.96,0.82,-4.6,5.98,3.33,-11.22,-22.25,-13.81,27.62,12.262,0,1
2019-08-1213:09:12.6250,-5.97,1.02,-0.92,5.98,3.33,-11.22,-22.25,-13.81,27.62,11.738,0,1
2019-08-1213:09:12.7740,-5.97,1.02,-0.92,1.04,5.4,6.4,-22.25,-13.81,27.62,11.404,0,1
2019-08-1213:09:12.9340,-0.33,0.17,-0.7,1.04,5.4,6.4,-22.25,-13.81,27.62,11.187,0,1
2019-08-1213:09:12.9570,-0.33,0.17,-0.7,1.04,5.4,6.4,-6.94,13.69,-52.88,11.153,0,1
2019-08-1213:09:13.1030,-0.33,0.17,-0.7,1.04,5.4,6.4,-4.81,16.12,-49.31,11.182,0,1
2019-08-1213:09:13.1260,-0.33,0.17,-0.7,1.04,5.4,6.4,-7.19,17.69,-50.56,11.274,0,1
2019-08-1213:09:13.2790,-0.33,0.17,-0.7,1.04,5.4,6.4,-3.81,30.5,-51.31,11.384,0,1
2019-08-1213:09:13.3030,-0.16,-0.23,0.17,1.04,5.4,6.4,-3.81,30.5,-51.31,11.334,0,1
2019-08-1213:09:13.4560,-0.01,0.05,-0.07,1.04,5.4,6.4,-3.81,30.5,-51.31,11.334,0,1
2019-08-1213:09:13.6070,-0.04,-0.01,0.04,1.04,5.4,6.4,-3.81,30.5,-51.31,11.329,0,1
2019-08-1213:09:13.6290,-0.04,-0.01,0.04,1.34,1.23,9.31,-3.81,30.5,-51.31,11.334,0,1
2019-08-1213:09:13.7860,-0.04,-0.01,0.04,1.34,1.23,9.31,-5,34.5,-52.44,11.345,0,1
2019-08-1213:09:13.8100,-0.04,-0.01,0.04,1.27,1.11,9.54,-5,34.5,-52.44,11.329,0,1
2019-08-1213:09:13.9630,-0.04,-0.01,0.04,1.27,1.11,9.54,-4.25,36.44,-52.63,11.326,0,1
2019-08-1213:09:14.1200,-0.04,-0.01,0.04,1.27,1.11,9.54,-4.31,35.63,-47.94,11.328,0,1
2019-08-1213:09:14.1450,-0.03,0.05,-0.05,1.27,1.11,9.54,-4.31,35.63,-47.94,11.358,0,1
2019-08-1213:09:14.3000,-0.01,-0.02,0.01,1.27,1.11,9.54,-4.31,35.63,-47.94,11.347,0,1
2019-08-1213:09:14.3230,-0.04,-0.03,0.06,1.27,1.11,9.54,-4.31,35.63,-47.94,11.348,0,1
2019-08-1213:09:14.4780,0.02,-0.1,0.03,1.27,1.11,9.54,-4.31,35.63,-47.94,11.347,0,1
2019-08-1213:09:14.5010,-0.03,0.06,-0.02,1.27,1.11,9.54,-4.31,35.63,-47.94,11.348,0,1
2019-08-1213:09:14.6550,-0.14,0.06,0.02,1.27,1.11,9.54,-4.31,35.63,-47.94,11.352,0,1
2019-08-1213:09:14.6780,-0.09,0,0.05,1.27,1.11,9.54,-4.31,35.63,-47.94,11.349,0,1
2019-08-1213:09:14.8330,0.03,-0.02,0,1.27,1.11,9.54,-4.31,35.63,-47.94,11.352,0,1
2019-08-1213:09:14.9900,0.03,-0.02,0,1.27,1.11,9.54,-4.56,38,-51.94,11.355,0,1
2019-08-1213:09:15.0130,0.03,-0.02,0,1.27,1.11,9.54,-3.94,38.38,-48.13,11.351,0,1
2019-08-1213:09:15.1590,0.03,-0.02,0,1.57,0.96,9.2,-3.94,38.38,-48.13,11.352,0,1
2019-08-1213:09:15.3140,0.03,-0.02,0,1.72,0.57,9.35,-3.94,38.38,-48.13,11.329,0,1
2019-08-1213:09:15.3370,1.76,-3.61,-0.61,1.72,0.57,9.35,-3.94,38.38,-48.13,11.194,0,1
2019-08-1213:09:15.4940,6.58,-5.57,-0.42,1.72,0.57,9.35,-3.94,38.38,-48.13,11.224,0,1
2019-08-1213:09:15.5170,6.58,-5.57,-0.42,6.32,1.3,-6.13,-3.94,38.38,-48.13,11.847,0,1
2019-08-1213:09:15.6750,6.58,-5.57,-0.42,5.9,-2.14,-10.88,-3.94,38.38,-48.13,11.899,0,1
2019-08-1213:09:15.6980,2.5,0.04,3.08,5.9,-2.14,-10.88,-3.94,38.38,-48.13,11.858,0,1
2019-08-1213:09:15.8500,-0.89,-2.87,-2.61,5.9,-2.14,-10.88,-3.94,38.38,-48.13,11.868,0,1
2019-08-1213:09:16.0060,-0.89,-2.87,-2.61,5.9,-2.14,-10.88,-14.13,2.12,23.37,12.272,0,1
2019-08-1213:09:16.0290,-0.89,-2.87,-2.61,5.9,-2.14,-10.88,9.81,-16.12,46.19,11.987,0,1
2019-08-1213:09:16.1820,-0.89,-2.87,-2.61,5.9,-2.14,-10.88,27.25,-31.06,21.31,11.397,0,1
2019-08-1213:09:16.2050,1.93,7.64,0.13,5.9,-2.14,-10.88,27.25,-31.06,21.31,12.188,0,1
2019-08-1213:09:16.3590,2.57,10.53,3.17,5.9,-2.14,-10.88,27.25,-31.06,21.31,12.097,0,1
2019-08-1213:09:16.5170,1.55,5.06,3.63,5.9,-2.14,-10.88,27.25,-31.06,21.31,11.762,0,1
2019-08-1213:09:16.5400,1.55,5.06,3.63,8.12,-6.47,-3.29,27.25,-31.06,21.31,11.243,0,1
2019-08-1213:09:16.6950,-0.13,-3.31,0.07,8.12,-6.47,-3.29,27.25,-31.06,21.31,11.618,0,1
2019-08-1213:09:16.7180,-3.71,-2.87,0.72,8.12,-6.47,-3.29,27.25,-31.06,21.31,12.087,0,1
2019-08-1213:09:16.8720,-5.63,-1.43,-2.18,8.12,-6.47,-3.29,27.25,-31.06,21.31,12.333,0,1
2019-08-1213:09:16.8960,-4.54,0.42,-3.29,8.12,-6.47,-3.29,27.25,-31.06,21.31,11.854,0,1
2019-08-1213:09:17.0520,-3.54,0.8,-3.12,8.12,-6.47,-3.29,27.25,-31.06,21.31,12.013,0,1
2019-08-1213:09:17.0750,-3.54,0.8,-3.12,8.12,-6.47,-3.29,-21.12,-39.88,13.5,11.836,0,1
2019-08-1213:09:17.2300,-3.54,0.8,-3.12,2.26,5.32,-8.81,-21.12,-39.88,13.5,12.242,0,1
2019-08-1213:09:17.3850,-3.54,0.8,-3.12,2.26,5.32,-8.81,-39.63,-8.56,24.56,12.061,0,1
2019-08-1213:09:17.4080,-3.54,0.8,-3.12,6.51,-5.75,-9.23,-39.63,-8.56,24.56,11.984,0,1
2019-08-1213:09:17.5620,-0.04,-1.96,1.35,6.51,-5.75,-9.23,-39.63,-8.56,24.56,11.945,0,1
2019-08-1213:09:17.5850,-3.89,-2.77,-3.87,6.51,-5.75,-9.23,-39.63,-8.56,24.56,12.242,0,1
2019-08-1213:09:17.7410,-5.83,-4.35,-4.7,6.51,-5.75,-9.23,-39.63,-8.56,24.56,12.212,0,1
2019-08-1213:09:17.8990,-5.83,-4.35,-4.7,0.27,3.07,-11.3,-39.63,-8.56,24.56,12.247,0,1
2019-08-1213:09:17.9220,1.31,3.46,3.16,0.27,3.07,-11.3,-39.63,-8.56,24.56,12.364,0,1
2019-08-1213:09:18.0770,2,2.25,3.9,0.27,3.07,-11.3,-39.63,-8.56,24.56,12.066,0,1
2019-08-1213:09:18.1000,2,2.25,3.9,0.27,3.07,-11.3,-40.19,2.87,20.62,12.107,0,1
2019-08-1213:09:18.2540,2,2.25,3.9,0.27,3.07,-11.3,-39.88,2.56,23.37,12.092,0,1
2019-08-1213:09:18.2770,0.52,0.01,0.17,0.27,3.07,-11.3,-39.88,2.56,23.37,12.079,0,1
2019-08-1213:09:18.4310,-0.19,-0.38,-1.21,0.27,3.07,-11.3,-39.88,2.56,23.37,12.088,0,1
2019-08-1213:09:18.5880,-0.43,-0.3,-1.3,0.27,3.07,-11.3,-39.88,2.56,23.37,12.108,0,1
2019-08-1213:09:18.6120,-0.22,0.68,0.06,0.27,3.07,-11.3,-39.88,2.56,23.37,12.179,0,1
2019-08-1213:09:18.7670,0.11,-1.16,-1.9,0.27,3.07,-11.3,-39.88,2.56,23.37,12.317,0,1
2019-08-1213:09:18.7900,-0.71,-3.78,-6.44,0.27,3.07,-11.3,-39.88,2.56,23.37,12.267,0,1
2019-08-1213:09:18.9450,-0.71,-3.78,-6.44,0.27,3.07,-11.3,-6.5,-32.25,31.5,12.394,0,1
2019-08-1213:09:18.9680,-0.71,-3.78,-6.44,3.48,3.45,-11.45,-6.5,-32.25,31.5,12.444,0,1
2019-08-1213:09:19.1270,-0.71,-3.78,-6.44,3.48,3.45,-11.45,-17.75,-22.37,36.13,12.326,0,1
2019-08-1213:09:19.1510,-0.71,-3.78,-6.44,3.48,3.45,-11.45,-29.37,-15.5,33.38,12.183,0,1
2019-08-1213:09:19.3070,-0.71,-3.78,-6.44,7.28,1.42,-12.38,-29.37,-15.5,33.38,12.205,0,1
2019-08-1213:09:19.4660,-0.71,-3.78,-6.44,7.28,1.42,-12.38,-32.19,-9.63,33.44,12.226,0,1
2019-08-1213:09:19.4900,0.13,-1.89,-1.23,7.28,1.42,-12.38,-32.19,-9.63,33.44,12.264,0,1
2019-08-1213:09:19.6480,0.32,0.64,0.24,7.28,1.42,-12.38,-32.19,-9.63,33.44,12.299,0,1
2019-08-1213:09:19.6720,-0.45,-1.42,-0.42,7.28,1.42,-12.38,-32.19,-9.63,33.44,12.179,0,1
2019-08-1213:09:19.8340,-0.45,-1.42,-0.42,3.95,6.32,-18.81,-32.19,-9.63,33.44,12.285,0,1
2019-08-1213:09:19.8570,0.63,0.22,-1.24,3.95,6.32,-18.81,-32.19,-9.63,33.44,11.402,0,1
2019-08-1213:09:20.0140,0.63,0.22,-1.24,3.95,6.32,-18.81,-6.69,-13.63,44.13,12.254,0,1
2019-08-1213:09:20.1710,0.63,0.22,-1.24,3.95,6.32,-18.81,-9.94,-16.37,38.94,12.269,0,1
2019-08-1213:09:20.1950,0.63,0.22,-1.24,3.95,6.32,-18.81,-6.62,-11.19,43.44,12.249,0,1
2019-08-1213:09:20.3500,0.63,0.22,-1.24,-0.96,-2.72,-7.2,-6.62,-11.19,43.44,12.188,0,1
2019-08-1213:09:20.3730,0.63,0.22,-1.24,-0.92,-1.49,-7.97,-6.62,-11.19,43.44,12.255,0,1
2019-08-1213:09:20.5280,0.96,-1.06,-0.49,-0.92,-1.49,-7.97,-6.62,-11.19,43.44,12.147,0,1
2019-08-1213:09:20.5510,0.96,-1.06,-0.49,-2.84,-2.57,-6.97,-6.62,-11.19,43.44,11.422,0,1
2019-08-1213:09:20.7090,-2.97,1.03,-1.46,-2.84,-2.57,-6.97,-6.62,-11.19,43.44,12.108,0,1
2019-08-1213:09:20.8770,1.01,-0.05,-0.54,-2.84,-2.57,-6.97,-6.62,-11.19,43.44,12.285,0,1
2019-08-1213:09:20.9000,-3.39,2.94,-0.23,-2.84,-2.57,-6.97,-6.62,-11.19,43.44,12.308,0,1
2019-08-1213:09:21.0560,-1.46,-0.33,0.04,-2.84,-2.57,-6.97,-6.62,-11.19,43.44,12.146,0,1
2019-08-1213:09:21.0810,-1.46,-0.33,0.04,-2.84,-2.57,-6.97,-2.62,-18.81,37,12.291,0,1
2019-08-1213:09:21.2390,-1.46,-0.33,0.04,-2.84,-2.57,-6.97,2,-10.94,45.13,11.689,0,1
2019-08-1213:09:21.2620,-1.46,-0.33,0.04,-2.07,0,-2.53,2,-10.94,45.13,12.288,0,1
2019-08-1213:09:21.4190,-1.46,-0.33,0.04,1.15,1.91,-8.73,2,-10.94,45.13,12.294,0,1
2019-08-1213:09:21.4420,-1.66,-0.38,-0.14,1.15,1.91,-8.73,2,-10.94,45.13,12.199,0,1
2019-08-1213:09:21.5980,-1.66,-0.38,-0.14,1.15,1.91,-8.73,-6.12,-23.12,34.31,12.269,0,1
2019-08-1213:09:21.6220,-0.15,0.23,0.18,1.15,1.91,-8.73,-6.12,-23.12,34.31,12.274,0,1
2019-08-1213:09:21.7780,-0.21,0.41,0.37,1.15,1.91,-8.73,-6.12,-23.12,34.31,12.285,0,1
2019-08-1213:09:21.9360,-1.35,1,2.1,1.15,1.91,-8.73,-6.12,-23.12,34.31,12.222,0,1
2019-08-1213:09:21.9590,-0.1,1,1.61,1.15,1.91,-8.73,-6.12,-23.12,34.31,12.209,0,1
2019-08-1213:09:22.1190,-0.89,1.48,3.04,1.15,1.91,-8.73,-6.12,-23.12,34.31,12.095,0,1
2019-08-1213:09:22.1400,-0.92,1.03,3.11,1.15,1.91,-8.73,-6.12,-23.12,34.31,12.023,0,1
2019-08-1213:09:22.2960,-0.92,1.03,3.11,1.15,1.91,-8.73,-44.5,1.81,8,11.96,0,1
2019-08-1213:09:22.4530,-0.92,1.03,3.11,10.61,1.3,-9.54,-44.5,1.81,8,12.125,0,1
2019-08-1213:09:22.4760,-0.6,-2.76,3.49,10.61,1.3,-9.54,-44.5,1.81,8,12.293,0,1
2019-08-1213:09:22.6320,-0.17,-1.82,3.73,10.61,1.3,-9.54,-44.5,1.81,8,12.111,0,1
2019-08-1213:09:22.6570,1.08,0.81,1.13,10.61,1.3,-9.54,-44.5,1.81,8,12.202,0,1
2019-08-1213:09:22.8130,1.08,0.81,1.13,10.61,1.3,-9.54,-12.13,40.75,23.06,12.272,0,1
2019-08-1213:09:22.8360,1.08,0.81,1.13,23.45,-6.63,-6.32,-12.13,40.75,23.06,12.099,0,1
2019-08-1213:09:22.9880,1.08,0.81,1.13,12.53,-3.37,-6.97,-12.13,40.75,23.06,11.907,0,1
2019-08-1213:09:23.1460,-0.05,-2.19,0.32,12.53,-3.37,-6.97,-12.13,40.75,23.06,11.909,0,1
2019-08-1213:09:23.1690,-0.08,0.03,-0.6,12.53,-3.37,-6.97,-12.13,40.75,23.06,11.941,0,1
2019-08-1213:09:23.3240,-0.08,0.03,-0.6,12.53,-3.37,-6.97,-26.87,36.06,10,11.936,0,1
2019-08-1213:09:23.3480,-0.08,0.03,-0.6,12.53,-3.37,-6.97,-28.06,34.13,15.44,11.947,0,1
2019-08-1213:09:23.4270,0.4,-0.28,-0.46,12.53,-3.37,-6.97,-28.06,34.13,15.44,11.94,0,1
2019-08-1213:09:23.5280,0.58,-0.13,-0.52,12.53,-3.37,-6.97,-28.06,34.13,15.44,11.927,0,1
2019-08-1213:09:23.5890,0.51,-0.32,-0.76,12.53,-3.37,-6.97,-28.06,34.13,15.44,11.913,0,1
2019-08-1213:09:23.7370,0.24,-0.23,-0.79,12.53,-3.37,-6.97,-28.06,34.13,15.44,11.905,0,1
2019-08-1213:09:23.8020,0.24,-0.23,-0.79,6.86,-1.72,-5.29,-28.06,34.13,15.44,11.994,0,1
2019-08-1213:09:23.9170,0.24,-0.23,-0.79,6.82,2.11,-6.78,-28.06,34.13,15.44,11.966,0,1
2019-08-1213:09:24.0070,0.24,-0.23,-0.79,13.83,-0.34,-10.54,-28.06,34.13,15.44,12.045,0,1
2019-08-1213:09:24.0970,0.24,-0.23,-0.79,4.56,-0.57,-6.05,-28.06,34.13,15.44,12.311,0,1
2019-08-1213:09:24.1870,0.24,-0.23,-0.79,4.56,-0.57,-6.05,-10.13,38.63,22.37,12.254,0,1
2019-08-1213:09:24.3070,0.24,-0.23,-0.79,4.56,-0.57,-6.05,-23.12,34.13,22.37,11.873,0,1
2019-08-1213:09:24.3970,0.24,-0.23,-0.79,8.04,-6.82,-7.16,-23.12,34.13,22.37,11.928,0,1
2019-08-1213:09:24.5170,0.41,-0.69,-0.38,8.04,-6.82,-7.16,-23.12,34.13,22.37,11.896,0,1
2019-08-1213:09:24.6070,-0.07,-0.74,-0.72,8.04,-6.82,-7.16,-23.12,34.13,22.37,11.93,0,1
2019-08-1213:09:24.6970,-0.28,-0.82,-0.75,8.04,-6.82,-7.16,-23.12,34.13,22.37,12.047,0,1
2019-08-1213:09:24.7870,-0.28,-0.82,-0.75,3.98,-2.57,-6.93,-23.12,34.13,22.37,12.119,0,1
2019-08-1213:09:25.0560,-0.28,-0.82,-0.75,5.09,-1.11,-7.59,-23.12,34.13,22.37,12.045,0,1
2019-08-1213:09:25.0860,-0.28,-0.82,-0.75,5.09,-1.11,-7.59,-44.5,-7.87,19.31,12.073,0,1
2019-08-1213:09:25.1100,-0.28,-0.82,-0.75,5.09,-1.11,-7.59,-44.56,-14.13,15.63,12.129,0,1
2019-08-1213:09:25.2850,-0.28,-0.82,-0.75,5.09,-1.11,-7.59,-41.63,-22.56,15.56,12.142,0,1
2019-08-1213:09:25.3110,-0.28,-0.82,-0.75,5.09,-1.11,-7.59,-38.06,-18.87,23.37,12.275,0,1
2019-08-1213:09:25.4690,-0.28,-0.82,-0.75,5.9,1.61,-9.69,-38.06,-18.87,23.37,12.022,0,1
2019-08-1213:09:25.6380,1.97,2.28,0.76,5.9,1.61,-9.69,-38.06,-18.87,23.37,11.949,0,1
2019-08-1213:09:25.6630,0.83,2.01,0.41,5.9,1.61,-9.69,-38.06,-18.87,23.37,11.868,0,1
2019-08-1213:09:25.8130,0.39,1.3,0.22,5.9,1.61,-9.69,-38.06,-18.87,23.37,11.849,0,1
2019-08-1213:09:25.8380,0.32,-0.46,0.3,5.9,1.61,-9.69,-38.06,-18.87,23.37,11.825,0,1
2019-08-1213:09:25.9910,0.42,-0.43,0.32,5.9,1.61,-9.69,-38.06,-18.87,23.37,11.84,0,1
2019-08-1213:09:26.0140,0.42,-0.43,0.32,5.9,1.61,-9.69,-46.69,5.69,-6.06,11.872,0,1
2019-08-1213:09:26.1640,0.32,-0.52,-2.29,5.9,1.61,-9.69,-46.69,5.69,-6.06,11.952,0,1
2019-08-1213:09:26.1880,0.32,-0.52,-2.29,5.9,1.61,-9.69,-46.63,-11.44,2.5,11.944,0,1
2019-08-1213:09:26.3400,0.32,-0.52,-2.29,5.9,1.61,-9.69,-44.81,-11.19,10.69,12.027,0,1
2019-08-1213:09:26.5010,0.32,-0.52,-2.29,8.7,0.23,-6.7,-44.81,-11.19,10.69,12.103,0,1
2019-08-1213:09:26.5240,0.32,-0.52,-2.29,4.21,-4.37,-3.29,-44.81,-11.19,10.69,11.271,0,1
2019-08-1213:09:26.6750,0.32,-0.52,-2.29,11.15,-7.51,-1.23,-44.81,-11.19,10.69,11.044,0,1
2019-08-1213:09:26.6980,-0.68,-2.08,2.68,11.15,-7.51,-1.23,-44.81,-11.19,10.69,11.712,0,1
2019-08-1213:09:26.8520,-0.28,-0.72,1.89,11.15,-7.51,-1.23,-44.81,-11.19,10.69,11.706,0,1
2019-08-1213:09:27.0030,-0.12,0.58,-0.89,11.15,-7.51,-1.23,-44.81,-11.19,10.69,11.302,0,1
2019-08-1213:09:27.0270,0.6,0,1.46,11.15,-7.51,-1.23,-44.81,-11.19,10.69,11.394,0,1
2019-08-1213:09:27.1770,-0.55,0.83,2.71,11.15,-7.51,-1.23,-44.81,-11.19,10.69,11.434,0,1
2019-08-1213:09:27.2000,-0.78,0.01,2.35,11.15,-7.51,-1.23,-44.81,-11.19,10.69,11.664,0,1
2019-08-1213:09:27.3530,-0.78,0.01,2.35,11.15,-7.51,-1.23,-1.19,45.5,3.44,11.802,0,1
2019-08-1213:09:27.3770,-0.78,0.01,2.35,-4.6,-5.52,-3.26,-1.19,45.5,3.44,11.185,0,1
2019-08-1213:09:27.5300,-0.78,0.01,2.35,-2.26,-9.77,-4.29,-1.19,45.5,3.44,11.21,0,1
