Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2,CAP_STATUS
2019-08-1413:15:10.7390,1.05,4.16,6.19,2.72,-3.0,-9.25,-70.25,-24.5,79.37,11.97,1,0,ON,
2019-08-1413:15:10.8300,1.05,4.16,6.19,2.72,-3.0,-9.25,-73.69,-19.69,101.06,11.948,1,0,ON,
2019-08-1413:15:10.9260,1.05,4.16,6.19,2.72,-3.0,-9.25,-73.56,-5.5,93.94,11.937,1,0,ON,
2019-08-1413:15:11.0210,1.05,4.16,6.19,2.72,-3.0,-9.25,-73.12,-0.81,92.56,11.87,1,0,ON,
2019-08-1413:15:11.1360,1.05,4.16,6.19,2.72,-3.0,-9.25,-69.44,9.31,88.94,11.774,1,0,ON,
2019-08-1413:15:11.2280,3.37,-2.39,1.2,2.72,-3.0,-9.25,-69.44,9.31,87.62,11.546,1,0,ON,
2019-08-1413:15:11.3230,3.37,-2.39,1.2,5.67,-4.88,-5.23,-69.44,9.31,87.62,11.41,1,0,ON,
2019-08-1413:15:11.4220,0.53,0.77,0.6,5.67,-4.88,-5.23,-69.44,9.31,87.62,11.544,1,0,ON,
2019-08-1413:15:11.5260,0.53,0.77,0.6,6.74,-7.49,-3.96,-69.44,9.31,87.62,11.509,1,0,ON,
2019-08-1413:15:11.6300,0.53,0.77,0.6,6.74,-7.49,-3.96,-53.5,30.87,87.62,11.122,1,0,ON,
2019-08-1413:15:11.7330,-0.18,-0.14,1.38,6.74,-7.49,-3.96,-53.5,30.87,66.37,10.981,1,0,ON,
2019-08-1413:15:11.8370,-0.18,-0.14,1.38,6.74,-7.49,-3.96,-55.31,27.06,66.37,11.27,1,0,ON,
2019-08-1413:15:11.9430,-0.18,-0.14,1.38,6.74,-7.49,-3.96,-49.38,22.5,73.0,11.742,1,0,ON,
2019-08-1413:15:12.0530,0.05,-0.97,-0.98,6.74,-7.49,-3.96,-49.38,22.5,88.56,12.049,1,0,ON,
2019-08-1413:15:12.1620,0.42,0.36,0.07,6.74,-7.49,-3.96,-49.38,22.5,88.56,12.015,1,0,ON,
2019-08-1413:15:12.2750,1.04,1.34,1.16,6.74,-7.49,-3.96,-49.38,22.5,88.56,11.978,1,0,ON,
2019-08-1413:15:12.3880,0.6,0.79,0.5,6.74,-7.49,-3.96,-49.38,22.5,88.56,11.871,1,0,ON,
2019-08-1413:15:12.4000,0.27,0.43,0.04,6.74,-7.49,-3.96,-49.38,22.5,88.56,11.799,1,0,ON,
2019-08-1413:15:12.5200,0.47,1.22,-0.81,6.74,-7.49,-3.96,-49.38,22.5,88.56,11.711,1,0,ON,
2019-08-1413:15:12.6390,-0.1,0.3,-1.46,6.74,-7.49,-3.96,-49.38,22.5,88.56,11.621,1,0,ON,
2019-08-1413:15:12.7590,-1.23,-0.15,-1.66,6.74,-7.49,-3.96,-49.38,22.5,88.56,11.574,1,0,ON,
2019-08-1413:15:12.8810,-1.23,-0.15,-1.66,6.74,-7.49,-3.96,-72.06,5.19,88.56,11.706,1,0,ON,
2019-08-1413:15:13.0090,-1.93,-6.4,-3.26,6.74,-7.49,-3.96,-72.06,5.19,81.87,12.222,1,0,ON,
2019-08-1413:15:13.0200,-2.31,-5.46,-2.33,6.74,-7.49,-3.96,-72.06,5.19,81.87,12.179,1,0,ON,
2019-08-1413:15:13.1480,-4.71,-6.41,-1.03,6.74,-7.49,-3.96,-72.06,5.19,81.87,11.617,1,0,ON,
2019-08-1413:15:13.2770,-1.6,-1.95,-0.41,6.74,-7.49,-3.96,-72.06,5.19,81.87,10.26,1,0,ON,
2019-08-1413:15:13.4120,2.17,0.57,-1.82,6.74,-7.49,-3.96,-72.06,5.19,81.87,10.622,1,0,ON,
2019-08-1413:15:13.4250,6.92,6.6,-4.47,6.74,-7.49,-3.96,-72.06,5.19,81.87,10.567,1,0,ON,
2019-08-1413:15:13.5560,3.1,5.79,-1.93,6.74,-7.49,-3.96,-72.06,5.19,81.87,11.794,1,0,ON,
2019-08-1413:15:13.6890,4.56,6.08,-1.65,6.74,-7.49,-3.96,-72.06,5.19,81.87,11.797,1,0,ON,
2019-08-1413:15:13.8180,1.07,0.44,-0.25,6.74,-7.49,-3.96,-72.06,5.19,81.87,11.166,1,0,ON,
2019-08-1413:15:13.8300,-5.15,-3.82,0.89,6.74,-7.49,-3.96,-72.06,5.19,81.87,11.066,1,0,ON,
2019-08-1413:15:13.9650,-9.06,-7.26,-0.55,6.74,-7.49,-3.96,-72.06,5.19,81.87,12.01,1,0,ON,
2019-08-1413:15:14.1080,-8.15,-3.76,0.43,6.74,-7.49,-3.96,-72.06,5.19,81.87,11.894,1,0,ON,
2019-08-1413:15:14.1210,-8.15,-3.76,0.43,-7.62,7.8,-2.97,-72.06,5.19,81.87,10.439,1,0,ON,
2019-08-1413:15:14.2610,1.46,3.49,5.92,-7.62,7.8,-2.97,-72.06,5.19,81.87,10.471,1,0,ON,
2019-08-1413:15:14.3990,5.08,3.61,5.47,-7.62,7.8,-2.97,-72.06,5.19,81.87,11.476,1,0,ON,
2019-08-1413:15:14.4130,5.08,3.61,5.47,7.59,1.25,-8.6,-72.06,5.19,81.87,11.924,1,0,ON,
2019-08-1413:15:14.5490,5.08,3.61,5.47,7.16,-4.84,-2.51,-72.06,5.19,81.87,11.421,1,0,ON,
2019-08-1413:15:14.6950,5.08,3.61,5.47,6.32,-5.23,0.48,-72.06,5.19,81.87,10.025,1,0,ON,
2019-08-1413:15:14.7090,-6.73,-6.92,-2.15,6.32,-5.23,0.48,-72.06,5.19,81.87,11.013,1,0,ON,
2019-08-1413:15:14.8550,-7.15,-8.43,-1.84,6.32,-5.23,0.48,-72.06,5.19,81.87,12.127,1,0,ON,
2019-08-1413:15:14.9960,-3.18,-4.0,-1.69,6.32,-5.23,0.48,-72.06,5.19,81.87,11.766,1,0,ON,
2019-08-1413:15:15.0110,-0.36,-1.97,-0.68,6.32,-5.23,0.48,-72.06,5.19,81.87,11.651,1,0,ON,
2019-08-1413:15:15.1520,-0.36,-1.97,-0.68,6.32,-5.23,0.48,6.62,-26.56,81.87,11.595,1,0,ON,
2019-08-1413:15:15.2960,-0.36,-1.97,-0.68,6.32,-5.23,0.48,2.56,-20.37,94.87,11.979,1,0,ON,
2019-08-1413:15:15.3100,-0.36,-1.97,-0.68,-1.8,0.82,-12.43,2.56,-20.37,99.69,12.684,1,0,ON,
2019-08-1413:15:15.4510,2.47,3.59,0.68,-1.8,0.82,-12.43,2.56,-20.37,99.69,12.364,1,0,ON,
2019-08-1413:15:15.6010,0.4,1.04,1.11,-1.8,0.82,-12.43,2.56,-20.37,99.69,12.052,1,0,ON,
2019-08-1413:15:15.6150,0.4,1.04,1.11,4.18,-5.61,-8.03,2.56,-20.37,99.69,11.949,1,0,ON,
2019-08-1413:15:15.7610,0.4,1.04,1.11,7.28,-6.84,-10.48,2.56,-20.37,99.69,12.011,1,0,ON,
2019-08-1413:15:15.9030,1.06,1.44,2.02,7.28,-6.84,-10.48,2.56,-20.37,99.69,12.131,1,0,ON,
2019-08-1413:15:15.9150,-0.49,0.14,-1.33,7.28,-6.84,-10.48,2.56,-20.37,99.69,11.664,1,0,ON,
2019-08-1413:15:16.0500,-0.49,0.14,-1.33,7.28,-6.84,-10.48,-47.88,26.56,99.69,11.785,1,0,ON,
2019-08-1413:15:16.1970,-0.49,0.14,-1.33,7.28,-6.84,-10.48,-47.06,18.75,84.06,12.081,1,0,ON,
2019-08-1413:15:16.2110,-0.15,-0.61,0.49,7.28,-6.84,-10.48,-47.06,18.75,96.56,12.154,1,0,ON,
2019-08-1413:15:16.3560,-1.86,-1.06,-0.21,7.28,-6.84,-10.48,-47.06,18.75,96.56,12.165,1,0,ON,
2019-08-1413:15:16.3680,-3.85,-2.02,-0.79,7.28,-6.84,-10.48,-47.06,18.75,96.56,12.298,1,0,ON,
2019-08-1413:15:16.5020,-3.74,-0.59,-0.4,7.28,-6.84,-10.48,-47.06,18.75,96.56,12.147,1,0,ON,
2019-08-1413:15:16.6450,-2.8,1.64,-0.37,7.28,-6.84,-10.48,-47.06,18.75,96.56,11.788,1,0,ON,
2019-08-1413:15:16.7810,-2.8,1.64,-0.37,1.34,7.11,-9.9,-47.06,18.75,96.56,11.783,1,0,ON,
2019-08-1413:15:16.7950,7.28,-0.4,2.9,1.34,7.11,-9.9,-47.06,18.75,96.56,11.81,1,0,ON,
2019-08-1413:15:16.9410,2.3,-0.22,-2.01,1.34,7.11,-9.9,-47.06,18.75,96.56,12.317,1,0,ON,
2019-08-1413:15:17.0920,2.3,-0.22,-2.01,1.34,7.11,-9.9,-39.25,14.19,96.56,12.069,1,0,ON,
2019-08-1413:15:17.1040,2.3,-0.22,-2.01,1.34,7.11,-9.9,-39.56,18.25,97.12,12.176,1,0,ON,
2019-08-1413:15:17.2500,2.3,-0.22,-2.01,1.69,-4.77,-8.1,-39.56,18.25,96.12,12.038,1,0,ON,
2019-08-1413:15:17.2640,2.3,-0.22,-2.01,-0.15,-2.39,-8.79,-39.56,18.25,96.12,12.152,1,0,ON,
2019-08-1413:15:17.4040,1.0,1.49,0.15,-0.15,-2.39,-8.79,-39.56,18.25,96.12,12.228,1,0,ON,
2019-08-1413:15:17.5470,1.5,3.14,-1.8,-0.15,-2.39,-8.79,-39.56,18.25,96.12,12.262,1,0,ON,
2019-08-1413:15:17.5610,-1.45,-1.39,-2.27,-0.15,-2.39,-8.79,-39.56,18.25,96.12,11.72,1,0,ON,
2019-08-1413:15:17.7000,-0.74,-0.61,-0.24,-0.15,-2.39,-8.79,-39.56,18.25,96.12,12.114,1,0,ON,
2019-08-1413:15:17.8380,0.31,-0.21,-0.31,-0.15,-2.39,-8.79,-39.56,18.25,96.12,12.312,1,0,ON,
2019-08-1413:15:17.9770,-0.26,0.2,-1.34,-0.15,-2.39,-8.79,-39.56,18.25,96.12,12.126,1,0,ON,
2019-08-1413:15:17.9900,-0.26,0.2,-1.34,-0.15,-2.39,-8.79,-62.75,1.69,96.12,12.193,1,0,ON,
2019-08-1413:15:18.1310,-0.26,0.2,-1.34,-0.15,-2.39,-8.79,-62.31,-0.81,95.5,12.19,1,0,ON,
2019-08-1413:15:18.2680,-0.26,0.2,-1.34,5.32,0.37,-8.06,-62.31,-0.81,100.19,12.18,1,0,ON,
2019-08-1413:15:18.2820,-0.26,0.2,-1.34,4.98,0.82,-8.6,-62.31,-0.81,100.19,12.168,1,0,ON,
2019-08-1413:15:18.4270,-0.24,0.77,-1.73,4.98,0.82,-8.6,-62.31,-0.81,100.19,12.199,1,0,ON,
2019-08-1413:15:18.5760,-0.05,-0.15,-0.04,4.98,0.82,-8.6,-62.31,-0.81,100.19,12.205,1,0,ON,
2019-08-1413:15:18.5890,0.38,1.29,2.84,4.98,0.82,-8.6,-62.31,-0.81,100.19,12.139,1,0,ON,
2019-08-1413:15:18.7360,0.38,1.29,2.84,6.25,0.6,-8.91,-62.31,-0.81,100.19,12.102,1,0,ON,
2019-08-1413:15:18.8830,0.16,-0.27,1.03,6.25,0.6,-8.91,-62.31,-0.81,100.19,12.174,1,0,ON,
2019-08-1413:15:18.8970,0.47,-3.23,0.77,6.25,0.6,-8.91,-62.31,-0.81,100.19,12.206,1,0,ON,
2019-08-1413:15:19.0440,0.47,-3.23,0.77,6.25,0.6,-8.91,-34.5,5.44,100.19,12.348,1,0,ON,
2019-08-1413:15:19.0580,-1.73,-6.31,-0.66,6.25,0.6,-8.91,-34.5,5.44,103.25,12.328,1,0,ON,
2019-08-1413:15:19.1950,-1.16,-5.37,-0.67,6.25,0.6,-8.91,-34.5,5.44,103.25,12.169,1,0,ON,
2019-08-1413:15:19.3320,-0.55,-4.44,-0.85,6.25,0.6,-8.91,-34.5,5.44,103.25,11.829,1,0,ON,
2019-08-1413:15:19.4730,-0.38,-3.29,-0.32,6.25,0.6,-8.91,-34.5,5.44,103.25,11.397,1,0,ON,
2019-08-1413:15:19.4850,0.01,-0.14,0.04,6.25,0.6,-8.91,-34.5,5.44,103.25,11.725,1,0,ON,
2019-08-1413:15:19.6320,-0.32,0.2,0.07,6.25,0.6,-8.91,-34.5,5.44,103.25,11.383,1,0,ON,
2019-08-1413:15:19.7800,-0.06,0.16,0.01,6.25,0.6,-8.91,-34.5,5.44,103.25,11.295,1,0,ON,
2019-08-1413:15:19.7930,0.11,0.09,-0.02,6.25,0.6,-8.91,-34.5,5.44,103.25,11.276,1,0,ON,
2019-08-1413:15:19.9380,0.02,0.2,-0.1,6.25,0.6,-8.91,-34.5,5.44,103.25,11.269,1,0,ON,
2019-08-1413:15:19.9500,0.12,0.26,-0.11,6.25,0.6,-8.91,-34.5,5.44,103.25,11.196,1,0,ON,
2019-08-1413:15:20.0970,0.19,0.16,-0.07,6.25,0.6,-8.91,-34.5,5.44,103.25,11.088,1,0,ON,
2019-08-1413:15:20.2460,0.19,0.16,-0.07,6.25,0.6,-8.91,35.75,29.75,103.25,11.066,1,0,ON,
2019-08-1413:15:20.2600,0.19,0.16,-0.07,6.25,0.6,-8.91,37.38,31.56,-17.37,11.052,1,0,ON,
2019-08-1413:15:20.4050,-0.46,-0.29,-0.15,6.25,0.6,-8.91,37.38,31.56,-14.56,11.039,1,0,ON,
2019-08-1413:15:20.5480,-0.96,-1.71,0.54,6.25,0.6,-8.91,37.38,31.56,-14.56,11.026,1,0,ON,
2019-08-1413:15:20.5610,-0.96,-1.71,0.54,-7.09,-1.47,5.5,37.38,31.56,-14.56,11.023,1,0,ON,
2019-08-1413:15:20.6950,-0.16,-0.59,-0.25,-7.09,-1.47,5.5,37.38,31.56,-14.56,11.044,1,0,ON,
2019-08-1413:15:20.8460,-0.12,-0.34,-0.15,-7.09,-1.47,5.5,37.38,31.56,-14.56,11.141,1,0,ON,
2019-08-1413:15:20.8600,-0.12,-0.34,-0.15,-5.48,-2.85,7.87,37.38,31.56,-14.56,11.074,1,0,ON,
2019-08-1413:15:21.0020,-0.12,-0.34,-0.15,-5.29,-2.24,6.99,37.38,31.56,-14.56,11.076,1,0,ON,
2019-08-1413:15:21.1550,-0.12,-0.34,-0.15,-5.55,-2.43,3.7,37.38,31.56,-14.56,11.07,1,0,ON,
2019-08-1413:15:21.1680,-0.12,-0.34,-0.15,-5.55,-2.43,3.7,30.75,33.06,-14.56,11.133,1,0,ON,
2019-08-1413:15:21.3110,-0.12,-0.34,-0.15,-5.55,-2.43,3.7,21.0,40.06,6.06,11.557,1,0,ON,
2019-08-1413:15:21.4600,0.94,4.99,1.56,-5.55,-2.43,3.7,21.0,40.06,19.62,11.54,1,0,ON,
2019-08-1413:15:21.4730,0.94,4.99,1.56,-2.3,-5.42,-3.28,21.0,40.06,19.62,11.302,1,0,ON,
2019-08-1413:15:21.6170,0.94,4.99,1.56,-2.3,-5.42,-3.28,-18.06,38.75,19.62,11.497,1,0,ON,
2019-08-1413:15:21.7660,-1.93,0.93,-0.27,-2.3,-5.42,-3.28,-18.06,38.75,14.44,11.839,1,0,ON,
2019-08-1413:15:21.7790,-1.93,0.93,-0.27,16.16,-0.94,-12.13,-18.06,38.75,14.44,12.008,1,0,ON,
2019-08-1413:15:21.9200,-0.84,-1.59,2.14,16.16,-0.94,-12.13,-18.06,38.75,14.44,12.222,1,0,ON,
2019-08-1413:15:21.9320,-3.81,1.62,-7.02,16.16,-0.94,-12.13,-18.06,38.75,14.44,11.863,1,0,ON,
2019-08-1413:15:22.0780,-3.81,1.62,-7.02,16.16,-0.94,-12.13,-19.5,8.06,14.44,12.205,1,0,ON,
2019-08-1413:15:22.2270,-3.81,1.62,-7.02,16.16,-0.94,-12.13,-26.37,12.13,37.75,12.091,1,0,ON,
2019-08-1413:15:22.2410,1.51,-0.13,-0.16,16.16,-0.94,-12.13,-26.37,12.13,30.81,12.154,1,0,ON,
2019-08-1413:15:22.3880,1.51,-0.13,-0.16,12.76,-5.46,-9.02,-26.37,12.13,30.81,11.654,1,0,ON,
2019-08-1413:15:22.5350,0.54,-0.08,3.67,12.76,-5.46,-9.02,-26.37,12.13,30.81,12.229,1,0,ON,
2019-08-1413:15:22.5490,0.54,-0.08,3.67,-0.5,1.94,-0.17,-26.37,12.13,30.81,12.153,1,0,ON,
2019-08-1413:15:22.6950,0.54,-0.08,3.67,16.01,1.71,-13.77,-26.37,12.13,30.81,12.227,1,0,ON,
2019-08-1413:15:22.8400,0.08,-0.12,2.19,16.01,1.71,-13.77,-26.37,12.13,30.81,12.24,1,0,ON,
2019-08-1413:15:22.8520,0.08,-0.12,2.19,4.86,2.97,-7.45,-26.37,12.13,30.81,12.08,1,0,ON,
2019-08-1413:15:22.9980,0.74,-0.5,-1.78,4.86,2.97,-7.45,-26.37,12.13,30.81,12.002,1,0,ON,
2019-08-1413:15:23.1400,0.74,-0.5,-1.78,4.86,2.97,-7.45,-15.63,1.94,30.81,12.109,1,0,ON,
2019-08-1413:15:23.1530,0.74,-0.5,-1.78,4.86,2.97,-7.45,-14.25,1.69,43.94,12.121,1,0,ON,
2019-08-1413:15:23.3010,0.74,-0.5,-1.78,4.86,2.97,-7.45,-9.63,0.88,43.13,12.152,1,0,ON,
2019-08-1413:15:23.4430,0.74,-0.5,-1.78,3.18,3.36,-9.37,-9.63,0.88,46.0,12.126,1,0,ON,
2019-08-1413:15:23.4560,0.74,-0.5,-1.78,5.36,3.28,-8.25,-9.63,0.88,46.0,12.046,1,0,ON,
2019-08-1413:15:23.5910,0.74,-0.5,-1.78,5.52,0.82,-7.49,-9.63,0.88,46.0,12.08,1,0,ON,
2019-08-1413:15:23.7320,-0.13,-1.06,1.22,5.52,0.82,-7.49,-9.63,0.88,46.0,12.263,1,0,ON,
2019-08-1413:15:23.7450,-0.13,-1.06,1.22,11.11,-2.01,-10.09,-9.63,0.88,46.0,12.133,1,0,ON,
2019-08-1413:15:23.8910,-0.93,-3.02,1.6,11.11,-2.01,-10.09,-9.63,0.88,46.0,12.34,1,0,ON,
2019-08-1413:15:23.9040,-1.75,-2.15,-0.35,11.11,-2.01,-10.09,-9.63,0.88,46.0,12.388,1,0,ON,
2019-08-1413:15:24.0500,-1.75,-2.15,-0.35,11.11,-2.01,-10.09,20.44,11.19,46.0,12.323,1,0,ON,
2019-08-1413:15:24.1960,1.38,0.65,0.29,11.11,-2.01,-10.09,20.44,11.19,39.44,12.131,1,0,ON,
2019-08-1413:15:24.3450,0.19,0.19,0.0,11.11,-2.01,-10.09,20.44,11.19,39.44,12.428,1,0,ON,
2019-08-1413:15:24.3580,0.19,0.19,0.0,1.61,1.02,-10.32,20.44,11.19,39.44,12.458,1,0,ON,
2019-08-1413:15:24.5040,0.19,0.19,0.0,4.41,-3.12,-14.46,20.44,11.19,39.44,12.233,1,0,ON,
2019-08-1413:15:24.5160,-1.07,-2.24,0.03,4.41,-3.12,-14.46,20.44,11.19,39.44,12.389,1,0,ON,
2019-08-1413:15:24.6630,-0.64,-0.95,-0.11,4.41,-3.12,-14.46,20.44,11.19,39.44,12.287,1,0,ON,
2019-08-1413:15:24.8050,-0.03,0.37,0.31,4.41,-3.12,-14.46,20.44,11.19,39.44,12.42,1,0,ON,
2019-08-1413:15:24.8170,-0.01,-0.11,0.09,4.41,-3.12,-14.46,20.44,11.19,39.44,12.375,1,0,ON,
2019-08-1413:15:24.9660,-0.11,-0.11,0.03,4.41,-3.12,-14.46,20.44,11.19,39.44,12.344,1,0,ON,
2019-08-1413:15:25.1150,-0.11,-0.11,0.03,4.41,-3.12,-14.46,24.25,7.81,39.44,12.345,1,0,ON,
2019-08-1413:15:25.1280,-0.11,-0.11,0.03,-1.68,1.52,-9.9,24.25,7.81,34.88,12.339,1,0,ON,
2019-08-1413:15:25.2680,-0.11,-0.11,0.03,-2.57,2.01,-9.1,24.25,7.81,34.88,12.32,1,0,ON,
2019-08-1413:15:25.4140,-0.11,-0.11,0.03,-2.57,2.01,-9.1,27.62,4.12,34.88,11.967,1,0,ON,
2019-08-1413:15:25.4270,-0.11,-0.11,0.03,-2.57,2.01,-9.1,13.5,9.56,27.12,12.216,1,0,ON,
2019-08-1413:15:25.5600,1.01,-0.82,1.57,-2.57,2.01,-9.1,13.5,9.56,39.31,12.378,1,0,ON,
2019-08-1413:15:25.7080,1.01,-0.82,1.57,4.48,-0.05,-9.45,13.5,9.56,39.31,12.384,1,0,ON,
2019-08-1413:15:25.8550,-0.33,0.04,0.17,4.48,-0.05,-9.45,13.5,9.56,39.31,12.254,1,0,ON,
2019-08-1413:15:25.8670,-0.18,0.08,0.08,4.48,-0.05,-9.45,13.5,9.56,39.31,12.243,1,0,ON,
2019-08-1413:15:26.0170,-0.01,0.03,-0.02,4.48,-0.05,-9.45,13.5,9.56,39.31,12.28,1,0,ON,
2019-08-1413:15:26.0310,-0.01,0.03,-0.02,4.48,-0.05,-9.45,-0.5,6.06,39.31,12.27,1,0,ON,
2019-08-1413:15:26.1650,-0.01,0.03,-0.02,4.48,-0.05,-9.45,-2.81,4.75,42.19,12.27,1,0,ON,
2019-08-1413:15:26.3020,-0.01,0.03,-0.02,4.48,-0.05,-9.45,-0.13,8.06,37.5,12.27,1,0,ON,
2019-08-1413:15:26.3160,-0.01,0.03,-0.02,4.48,-0.05,-9.45,-1.0,6.56,43.56,12.271,1,0,ON,
2019-08-1413:15:26.4490,-0.01,0.03,-0.02,4.48,-0.05,-9.45,-0.81,8.0,39.88,12.269,1,0,ON,
2019-08-1413:15:26.5920,0.33,-0.18,0.21,4.48,-0.05,-9.45,-0.81,8.0,43.56,12.258,1,0,ON,
2019-08-1413:15:26.6050,1.51,-2.08,0.76,4.48,-0.05,-9.45,-0.81,8.0,43.56,12.179,1,0,ON,
2019-08-1413:15:26.7430,1.39,-4.13,1.71,4.48,-0.05,-9.45,-0.81,8.0,43.56,12.133,1,0,ON,
2019-08-1413:15:26.8900,1.39,-4.13,1.71,4.48,-0.05,-9.45,35.0,15.88,43.56,12.012,1,0,ON,
2019-08-1413:15:26.9020,-2.11,-0.84,4.28,4.48,-0.05,-9.45,35.0,15.88,25.5,12.297,1,0,ON,
2019-08-1413:15:27.0500,-0.75,6.31,-0.4,4.48,-0.05,-9.45,35.0,15.88,25.5,12.362,1,0,ON,
2019-08-1413:15:27.1970,-0.75,6.31,-0.4,4.48,-0.05,-9.45,5.25,-26.06,25.5,12.24,1,0,ON,
2019-08-1413:15:27.2110,-0.75,6.31,-0.4,4.48,-0.05,-9.45,8.69,-13.13,20.81,12.399,1,0,ON,
2019-08-1413:15:27.3530,-0.75,6.31,-0.4,4.48,-0.05,-9.45,13.56,-11.63,27.62,12.191,1,0,ON,
2019-08-1413:15:27.3660,-0.75,6.31,-0.4,4.48,-0.05,-9.45,12.19,-9.88,24.5,12.28,1,0,ON,
2019-08-1413:15:27.5090,-0.75,6.31,-0.4,-0.84,2.59,-8.45,12.19,-9.88,29.19,12.255,1,0,ON,
2019-08-1413:15:27.6550,0.27,-0.09,0.12,-0.84,2.59,-8.45,12.19,-9.88,29.19,12.287,1,0,ON,
2019-08-1413:15:27.6680,0.27,-0.09,0.12,-0.5,2.24,-10.32,12.19,-9.88,29.19,12.3,1,0,ON,
