Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2,CAP_STATUS
2019-08-1413:17:13.5060,-0.03,-0.07,0.15,-4.45,4.43,-8.06,30.56,-45.0,-64.75,10.933,1,1,ON,
2019-08-1413:17:13.6260,0.12,-0.13,0.42,-4.45,4.43,-8.06,30.56,-45.0,-64.75,10.924,1,1,ON,
2019-08-1413:17:13.7160,0.06,-0.05,0.47,-4.45,4.43,-8.06,30.56,-45.0,-64.75,10.923,1,1,ON,
2019-08-1413:17:13.8360,0.18,0.1,0.21,-4.45,4.43,-8.06,30.56,-45.0,-64.75,10.928,1,1,ON,
2019-08-1413:17:13.9260,0.11,-0.07,0.03,-4.45,4.43,-8.06,30.56,-45.0,-64.75,10.932,1,1,ON,
2019-08-1413:17:14.0160,0.11,-0.07,0.03,-4.45,4.43,-8.06,27.06,-48.13,-64.75,10.956,1,1,ON,
2019-08-1413:17:14.1070,0.11,-0.07,0.03,-4.45,4.43,-8.06,24.31,-52.19,-63.69,10.883,1,1,ON,
2019-08-1413:17:14.2270,0.11,-0.07,0.03,-4.45,4.43,-8.06,22.25,-55.75,-73.0,10.725,1,1,ON,
2019-08-1413:17:14.3160,0.11,-0.07,0.03,-4.45,4.43,-8.06,18.19,-56.63,-77.37,10.475,1,1,ON,
2019-08-1413:17:14.4360,0.11,-0.07,0.03,-4.45,4.43,-8.06,22.75,-53.31,-80.37,10.662,1,1,ON,
2019-08-1413:17:14.4960,0.69,0.28,-0.66,-4.45,4.43,-8.06,22.75,-53.31,-74.56,10.959,1,1,ON,
2019-08-1413:17:14.6160,0.16,0.17,-0.18,-4.45,4.43,-8.06,22.75,-53.31,-74.56,10.877,1,1,ON,
2019-08-1413:17:14.7060,0.17,0.24,-0.22,-4.45,4.43,-8.06,22.75,-53.31,-74.56,10.881,1,1,ON,
2019-08-1413:17:14.8270,0.17,0.24,-0.22,-4.9,4.5,-7.95,22.75,-53.31,-74.56,10.897,1,1,ON,
2019-08-1413:17:14.9160,-0.01,-0.19,0.56,-4.9,4.5,-7.95,22.75,-53.31,-74.56,10.9,1,1,ON,
2019-08-1413:17:15.0070,-0.19,-0.29,0.86,-4.9,4.5,-7.95,22.75,-53.31,-74.56,10.901,1,1,ON,
2019-08-1413:17:15.0960,-0.19,-0.29,0.86,-4.9,4.5,-7.95,20.94,-51.81,-74.56,10.852,1,1,ON,
2019-08-1413:17:15.2160,-0.19,-0.29,0.86,-4.9,4.5,-7.95,23.25,-51.88,-70.94,10.858,1,1,ON,
2019-08-1413:17:15.3060,-0.19,-0.29,0.86,-4.9,4.5,-7.95,21.62,-53.06,-68.31,10.882,1,1,ON,
2019-08-1413:17:15.4260,-0.1,-0.13,0.12,-4.9,4.5,-7.95,21.62,-53.06,-69.87,10.889,1,1,ON,
2019-08-1413:17:15.5170,-0.17,-0.48,0.43,-4.9,4.5,-7.95,21.62,-53.06,-69.87,10.883,1,1,ON,
2019-08-1413:17:15.6060,-0.06,-0.5,0.42,-4.9,4.5,-7.95,21.62,-53.06,-69.87,10.881,1,1,ON,
2019-08-1413:17:15.6960,0.07,-0.84,0.8,-4.9,4.5,-7.95,21.62,-53.06,-69.87,10.84,1,1,ON,
2019-08-1413:17:15.8190,0.07,-0.84,0.8,-3.98,5.92,-6.87,21.62,-53.06,-69.87,10.779,1,1,ON,
2019-08-1413:17:15.9060,0.07,-0.84,0.8,-3.98,5.92,-6.87,17.06,-55.25,-69.87,10.753,1,1,ON,
2019-08-1413:17:15.9960,0.21,0.17,0.27,-3.98,5.92,-6.87,17.06,-55.25,-73.62,10.789,1,1,ON,
2019-08-1413:17:16.0860,0.21,0.17,0.27,-3.98,5.92,-6.87,19.12,-53.56,-73.62,10.815,1,1,ON,
2019-08-1413:17:16.2060,0.21,0.17,0.27,-3.98,5.92,-6.87,23.12,-52.0,-71.44,10.826,1,1,ON,
2019-08-1413:17:16.2960,0.21,0.17,0.27,-3.98,5.92,-6.87,23.37,-52.94,-69.19,10.824,1,1,ON,
2019-08-1413:17:16.4160,1.24,1.87,-0.76,-3.98,5.92,-6.87,23.37,-52.94,-72.44,10.79,1,1,ON,
2019-08-1413:17:16.5060,0.39,-0.94,0.48,-3.98,5.92,-6.87,23.37,-52.94,-72.44,10.871,1,1,ON,
2019-08-1413:17:16.5960,-0.44,0.58,-0.78,-3.98,5.92,-6.87,23.37,-52.94,-72.44,10.844,1,1,ON,
2019-08-1413:17:16.6860,-0.16,-0.18,-0.02,-3.98,5.92,-6.87,23.37,-52.94,-72.44,10.825,1,1,ON,
2019-08-1413:17:16.8070,-0.3,-0.23,-0.41,-3.98,5.92,-6.87,23.37,-52.94,-72.44,10.785,1,1,ON,
2019-08-1413:17:16.8960,-0.35,-0.05,-0.15,-3.98,5.92,-6.87,23.37,-52.94,-72.44,10.814,1,1,ON,
2019-08-1413:17:16.9860,-0.18,-0.23,0.14,-3.98,5.92,-6.87,23.37,-52.94,-72.44,10.74,1,1,ON,
2019-08-1413:17:17.0760,-0.18,-0.23,0.14,-3.98,5.92,-6.87,25.5,-53.88,-72.44,10.718,1,1,ON,
2019-08-1413:17:17.1960,-0.18,-0.23,0.14,-3.98,5.92,-6.87,24.31,-52.06,-79.37,10.719,1,1,ON,
2019-08-1413:17:17.2860,-0.06,-0.01,0.26,-3.98,5.92,-6.87,24.31,-52.06,-76.5,10.717,1,1,ON,
2019-08-1413:17:17.4060,-0.17,-0.04,0.25,-3.98,5.92,-6.87,24.31,-52.06,-76.5,10.736,1,1,ON,
2019-08-1413:17:17.4960,-0.18,-0.05,0.44,-3.98,5.92,-6.87,24.31,-52.06,-76.5,10.672,1,1,ON,
2019-08-1413:17:17.5860,0.36,0.18,0.89,-3.98,5.92,-6.87,24.31,-52.06,-76.5,10.621,1,1,ON,
2019-08-1413:17:17.6760,-0.13,0.52,0.77,-3.98,5.92,-6.87,24.31,-52.06,-76.5,10.602,1,1,ON,
2019-08-1413:17:17.7960,0.02,0.11,-0.3,-3.98,5.92,-6.87,24.31,-52.06,-76.5,10.727,1,1,ON,
2019-08-1413:17:17.8860,-0.17,-0.61,0.21,-3.98,5.92,-6.87,24.31,-52.06,-76.5,10.801,1,1,ON,
2019-08-1413:17:17.9770,4.52,2.17,-1.27,-3.98,5.92,-6.87,24.31,-52.06,-76.5,10.606,1,1,ON,
2019-08-1413:17:18.0660,2.24,1.52,-0.11,-3.98,5.92,-6.87,24.31,-52.06,-76.5,10.998,1,1,ON,
2019-08-1413:17:18.1860,2.24,1.52,-0.11,-3.98,5.92,-6.87,23.31,-44.88,-76.5,11.002,1,1,ON,
2019-08-1413:17:18.2760,-0.99,0.41,-0.91,-3.98,5.92,-6.87,23.31,-44.88,-55.38,11.012,1,1,ON,
2019-08-1413:17:18.3960,-0.99,0.41,-0.91,-2.91,4.31,-7.91,23.31,-44.88,-55.38,10.968,1,1,ON,
2019-08-1413:17:18.4860,-0.99,0.41,-0.91,-2.49,4.23,-8.22,23.31,-44.88,-55.38,10.963,1,1,ON,
2019-08-1413:17:18.5770,-0.2,0.0,-0.08,-2.49,4.23,-8.22,23.31,-44.88,-55.38,10.965,1,1,ON,
2019-08-1413:17:18.6660,-0.22,0.13,-0.02,-2.49,4.23,-8.22,23.31,-44.88,-55.38,10.965,1,1,ON,
2019-08-1413:17:18.7870,0.14,0.21,-0.28,-2.49,4.23,-8.22,23.31,-44.88,-55.38,10.947,1,1,ON,
2019-08-1413:17:18.8760,0.67,-0.37,0.22,-2.49,4.23,-8.22,23.31,-44.88,-55.38,10.95,1,1,ON,
2019-08-1413:17:18.9670,1.97,-0.45,0.72,-2.49,4.23,-8.22,23.31,-44.88,-55.38,10.964,1,1,ON,
2019-08-1413:17:19.0560,1.23,-1.1,0.35,-2.49,4.23,-8.22,23.31,-44.88,-55.38,11.009,1,1,ON,
2019-08-1413:17:19.1770,1.23,-1.1,0.35,-2.49,4.23,-8.22,28.75,-35.94,-55.38,11.018,1,1,ON,
2019-08-1413:17:19.2660,1.23,-1.1,0.35,-2.49,4.23,-8.22,28.12,-38.75,-49.25,11.021,1,1,ON,
2019-08-1413:17:19.3860,1.23,-1.1,0.35,-2.49,4.23,-8.22,29.69,-34.88,-52.56,11.022,1,1,ON,
2019-08-1413:17:19.4770,1.23,-1.1,0.35,-2.49,4.23,-8.22,29.06,-38.06,-47.81,11.023,1,1,ON,
2019-08-1413:17:19.5660,1.23,-1.1,0.35,-2.49,4.23,-8.22,29.37,-34.5,-51.13,11.021,1,1,ON,
2019-08-1413:17:19.6560,-0.16,0.07,0.16,-2.49,4.23,-8.22,29.37,-34.5,-47.75,11.024,1,1,ON,
2019-08-1413:17:19.7770,0.12,-0.01,0.08,-2.49,4.23,-8.22,29.37,-34.5,-47.75,11.018,1,1,ON,
2019-08-1413:17:19.8660,0.04,-0.03,0.06,-2.49,4.23,-8.22,29.37,-34.5,-47.75,11.02,1,1,ON,
2019-08-1413:17:19.9860,0.04,-0.03,0.06,-3.29,1.36,-9.06,29.37,-34.5,-47.75,11.02,1,1,ON,
2019-08-1413:17:20.0760,-0.35,0.23,0.01,-3.29,1.36,-9.06,29.37,-34.5,-47.75,11.017,1,1,ON,
2019-08-1413:17:20.1660,0.23,0.06,-0.03,-3.29,1.36,-9.06,29.37,-34.5,-47.75,11.016,1,1,ON,
2019-08-1413:17:20.2570,0.23,0.06,-0.03,-3.29,1.36,-9.06,24.94,-40.0,-47.75,11.015,1,1,ON,
2019-08-1413:17:20.3770,0.23,0.06,-0.03,-3.29,1.36,-9.06,26.19,-37.75,-53.56,11.016,1,1,ON,
2019-08-1413:17:20.4960,0.23,0.06,-0.03,-3.29,1.36,-9.06,23.87,-39.75,-47.5,11.018,1,1,ON,
2019-08-1413:17:20.5560,0.23,0.06,-0.03,-3.29,1.36,-9.06,24.25,-39.25,-51.69,11.017,1,1,ON,
2019-08-1413:17:20.6460,0.02,-0.04,0.41,-3.29,1.36,-9.06,24.25,-39.25,-48.81,11.017,1,1,ON,
2019-08-1413:17:20.7660,0.02,-0.04,0.41,-2.53,1.52,-9.29,24.25,-39.25,-48.81,11.018,1,1,ON,
2019-08-1413:17:20.8560,0.02,-0.04,0.41,-2.8,1.4,-9.18,24.25,-39.25,-48.81,11.017,1,1,ON,
2019-08-1413:17:20.9760,0.02,-0.04,0.41,-3.22,1.29,-9.41,24.25,-39.25,-48.81,11.017,1,1,ON,
2019-08-1413:17:21.0660,0.02,-0.04,0.41,-3.33,1.21,-9.14,24.25,-39.25,-48.81,11.02,1,1,ON,
2019-08-1413:17:21.1560,0.02,-0.04,0.41,-2.84,1.44,-8.87,24.25,-39.25,-48.81,11.017,1,1,ON,
2019-08-1413:17:21.2470,0.02,-0.04,0.41,-2.84,1.44,-8.87,20.69,-41.56,-48.81,11.019,1,1,ON,
2019-08-1413:17:21.3670,0.01,-0.02,0.04,-2.84,1.44,-8.87,20.69,-41.56,-52.0,11.019,1,1,ON,
2019-08-1413:17:21.4580,0.01,-0.02,0.04,-2.84,1.44,-8.87,23.56,-38.06,-52.0,11.021,1,1,ON,
2019-08-1413:17:21.5460,0.01,-0.02,0.04,-2.84,1.44,-8.87,26.5,-35.38,-50.25,11.019,1,1,ON,
2019-08-1413:17:21.6360,0.01,-0.02,0.04,-3.29,1.48,-9.48,26.5,-35.38,-46.69,11.021,1,1,ON,
2019-08-1413:17:21.7560,-0.03,0.32,-0.77,-3.29,1.48,-9.48,26.5,-35.38,-46.69,11.019,1,1,ON,
2019-08-1413:17:21.8460,-0.26,-0.29,0.37,-3.29,1.48,-9.48,26.5,-35.38,-46.69,11.022,1,1,ON,
2019-08-1413:17:21.9660,-0.06,0.45,1.23,-3.29,1.48,-9.48,26.5,-35.38,-46.69,11.059,1,1,ON,
2019-08-1413:17:22.0560,-0.06,0.45,1.23,-2.72,3.2,-12.16,26.5,-35.38,-46.69,11.104,1,1,ON,
2019-08-1413:17:22.1460,-1.74,-0.26,0.98,-2.72,3.2,-12.16,26.5,-35.38,-46.69,11.076,1,1,ON,
2019-08-1413:17:22.2360,-1.74,-0.26,0.98,-2.72,3.2,-12.16,12.06,-49.31,-46.69,11.003,1,1,ON,
2019-08-1413:17:22.3560,-1.74,-0.26,0.98,-1.68,6.57,-5.23,12.06,-49.31,-64.12,10.836,1,1,ON,
2019-08-1413:17:22.4630,0.14,-0.93,-1.15,-1.68,6.57,-5.23,12.06,-49.31,-64.12,10.788,1,1,ON,
2019-08-1413:17:22.5360,1.62,0.18,-3.04,-1.68,6.57,-5.23,12.06,-49.31,-64.12,10.828,1,1,ON,
2019-08-1413:17:22.6260,1.62,0.18,-3.04,-7.51,4.31,-8.14,12.06,-49.31,-64.12,10.913,1,1,ON,
2019-08-1413:17:22.7460,1.62,0.18,-3.04,-5.71,3.58,-7.3,12.06,-49.31,-64.12,10.937,1,1,ON,
2019-08-1413:17:22.8360,-0.26,-0.22,0.29,-5.71,3.58,-7.3,12.06,-49.31,-64.12,10.941,1,1,ON,
2019-08-1413:17:22.9560,-0.49,-0.64,1.1,-5.71,3.58,-7.3,12.06,-49.31,-64.12,10.927,1,1,ON,
2019-08-1413:17:23.0460,-0.88,-0.23,0.94,-5.71,3.58,-7.3,12.06,-49.31,-64.12,10.845,1,1,ON,
2019-08-1413:17:23.1360,-0.91,0.2,0.3,-5.71,3.58,-7.3,12.06,-49.31,-64.12,10.792,1,1,ON,
2019-08-1413:17:23.2260,-0.47,0.24,0.39,-5.71,3.58,-7.3,12.06,-49.31,-64.12,10.794,1,1,ON,
2019-08-1413:17:23.4060,-0.47,0.24,0.39,-5.71,3.58,-7.3,17.75,-51.63,-64.12,10.881,1,1,ON,
2019-08-1413:17:23.4360,-2.49,1.46,0.84,-5.71,3.58,-7.3,17.75,-51.63,-70.12,10.842,1,1,ON,
2019-08-1413:17:23.5260,0.93,0.62,-0.34,-5.71,3.58,-7.3,17.75,-51.63,-70.12,10.192,1,1,ON,
2019-08-1413:17:23.6160,0.93,0.62,-0.34,-5.71,3.58,-7.3,12.0,-57.75,-70.12,10.278,1,1,ON,
2019-08-1413:17:23.7370,1.4,0.4,-0.32,-5.71,3.58,-7.3,12.0,-57.75,-87.56,10.33,1,1,ON,
2019-08-1413:17:23.8260,-0.2,0.75,-2.0,-5.71,3.58,-7.3,12.0,-57.75,-87.56,10.698,1,1,ON,
2019-08-1413:17:23.9460,-0.58,-0.02,0.38,-5.71,3.58,-7.3,12.0,-57.75,-87.56,10.824,1,1,ON,
2019-08-1413:17:24.0360,-0.58,-0.02,0.38,-5.71,3.58,-7.3,18.62,-57.56,-87.56,10.721,1,1,ON,
2019-08-1413:17:24.1270,-0.72,-0.21,0.19,-5.71,3.58,-7.3,18.62,-57.56,-81.62,10.562,1,1,ON,
2019-08-1413:17:24.2160,-0.65,-0.35,-0.23,-5.71,3.58,-7.3,18.62,-57.56,-81.62,10.37,1,1,ON,
2019-08-1413:17:24.3360,-0.65,-0.35,-0.23,-5.71,3.58,-7.3,17.81,-56.31,-81.62,10.288,1,1,ON,
2019-08-1413:17:24.4260,-0.65,-0.35,-0.23,-3.87,8.6,-2.32,17.81,-56.31,-87.0,10.28,1,1,ON,
2019-08-1413:17:24.5460,0.22,0.0,0.1,-3.87,8.6,-2.32,17.81,-56.31,-87.0,9.821,1,1,ON,
2019-08-1413:17:24.6070,0.22,0.0,0.1,-3.87,8.6,-2.32,14.81,-58.13,-87.0,10.329,1,1,ON,
2019-08-1413:17:24.7270,-0.52,0.2,0.67,-3.87,8.6,-2.32,14.81,-58.13,-91.62,10.32,1,1,ON,
2019-08-1413:17:24.8160,-0.38,0.16,0.06,-3.87,8.6,-2.32,14.81,-58.13,-91.62,9.841,1,1,ON,
2019-08-1413:17:24.9360,0.67,0.04,-0.33,-3.87,8.6,-2.32,14.81,-58.13,-91.62,9.238,1,1,ON,
2019-08-1413:17:25.0280,0.71,-0.17,-0.23,-3.87,8.6,-2.32,14.81,-58.13,-91.62,9.687,1,1,ON,
2019-08-1413:17:25.1170,0.49,0.36,-0.61,-3.87,8.6,-2.32,14.81,-58.13,-91.62,10.146,1,1,ON,
2019-08-1413:17:25.2060,0.49,0.36,-0.61,-3.79,7.91,-3.16,14.81,-58.13,-91.62,10.189,1,1,ON,
2019-08-1413:17:25.3260,0.31,-0.75,-0.13,-3.79,7.91,-3.16,14.81,-58.13,-91.62,10.281,1,1,ON,
2019-08-1413:17:25.4160,0.31,-0.75,-0.13,-5.05,7.3,-4.27,14.81,-58.13,-91.62,10.536,1,1,ON,
2019-08-1413:17:25.5360,0.31,-0.75,-0.13,-5.05,7.3,-4.27,20.56,-54.56,-91.62,10.414,1,1,ON,
2019-08-1413:17:25.6260,0.31,-0.75,-0.13,-6.32,8.14,-3.89,20.56,-54.56,-84.44,10.309,1,1,ON,
2019-08-1413:17:25.7170,0.31,-0.75,-0.13,-6.32,8.14,-3.89,17.5,-54.38,-84.44,10.257,1,1,ON,
2019-08-1413:17:25.8060,-0.61,-0.2,0.61,-6.32,8.14,-3.89,17.5,-54.38,-88.31,9.902,1,1,ON,
2019-08-1413:17:25.9260,-0.31,-0.17,0.56,-6.32,8.14,-3.89,17.5,-54.38,-88.31,9.097,1,1,ON,
2019-08-1413:17:26.0160,-0.1,0.03,0.34,-6.32,8.14,-3.89,17.5,-54.38,-88.31,8.824,1,1,ON,
2019-08-1413:17:26.1060,-0.06,0.1,0.27,-6.32,8.14,-3.89,17.5,-54.38,-88.31,8.805,1,1,ON,
2019-08-1413:17:26.1970,-0.06,0.1,0.27,-3.41,9.6,-0.86,17.5,-54.38,-88.31,8.853,1,1,ON,
2019-08-1413:17:26.3160,-0.04,0.02,0.05,-3.41,9.6,-0.86,17.5,-54.38,-88.31,8.859,1,1,ON,
2019-08-1413:17:26.4060,-0.04,0.02,0.05,-3.41,9.6,-0.86,9.94,-58.56,-88.31,9.017,1,1,ON,
2019-08-1413:17:26.5260,-0.5,0.03,0.42,-3.41,9.6,-0.86,9.94,-58.56,-100.12,9.046,1,1,ON,
2019-08-1413:17:26.6160,-0.5,0.03,0.42,-3.41,9.6,-0.86,7.5,-56.69,-100.12,8.681,1,1,ON,
2019-08-1413:17:26.7060,-0.5,0.02,0.45,-3.41,9.6,-0.86,7.5,-56.69,-102.5,8.672,1,1,ON,
2019-08-1413:17:26.7960,-0.5,0.02,0.45,-2.45,9.14,0.36,7.5,-56.69,-102.5,8.639,1,1,ON,
2019-08-1413:17:26.9160,-0.5,0.02,0.45,-1.34,8.91,1.21,7.5,-56.69,-102.5,8.794,1,1,ON,
2019-08-1413:17:27.0360,-0.5,0.02,0.45,-0.19,8.87,1.97,7.5,-56.69,-102.5,8.841,1,1,ON,
2019-08-1413:17:27.0960,-0.5,0.02,0.45,-0.46,9.29,2.05,7.5,-56.69,-102.5,8.853,1,1,ON,
2019-08-1413:17:27.1870,-0.13,0.29,0.54,-0.46,9.29,2.05,7.5,-56.69,-102.5,8.87,1,1,ON,
2019-08-1413:17:27.3060,-0.13,0.29,0.54,1.23,9.41,1.74,7.5,-56.69,-102.5,8.862,1,1,ON,
2019-08-1413:17:27.3960,-0.13,0.29,0.54,1.23,9.41,1.74,-2.0,-50.19,-102.5,8.91,1,1,ON,
2019-08-1413:17:27.5160,-0.18,0.23,0.26,1.23,9.41,1.74,-2.0,-50.19,-113.19,8.91,1,1,ON,
2019-08-1413:17:27.6060,-0.18,0.23,0.26,1.23,9.41,1.74,-2.81,-49.81,-113.19,8.954,1,1,ON,
2019-08-1413:17:27.6960,-0.14,-0.04,0.12,1.23,9.41,1.74,-2.81,-49.81,-114.75,8.954,1,1,ON,
2019-08-1413:17:27.7860,-0.14,-0.04,0.12,1.65,9.14,2.97,-2.81,-49.81,-114.75,8.973,1,1,ON,
2019-08-1413:17:27.9060,-0.14,-0.04,0.12,1.57,8.98,2.93,-2.81,-49.81,-114.75,8.987,1,1,ON,
2019-08-1413:17:27.9960,-0.14,-0.04,0.12,1.72,8.91,3.12,-2.81,-49.81,-114.75,8.995,1,1,ON,
2019-08-1413:17:28.0860,-0.08,0.01,0.05,1.72,8.91,3.12,-2.81,-49.81,-114.75,8.994,1,1,ON,
2019-08-1413:17:28.1760,-0.07,0.02,0.15,1.72,8.91,3.12,-2.81,-49.81,-114.75,8.999,1,1,ON,
2019-08-1413:17:28.2960,-0.08,0.16,0.12,1.72,8.91,3.12,-2.81,-49.81,-114.75,9.01,1,1,ON,
2019-08-1413:17:28.3860,-0.09,0.02,0.13,1.72,8.91,3.12,-2.81,-49.81,-114.75,9.016,1,1,ON,
2019-08-1413:17:28.5360,-0.02,0.02,0.08,1.72,8.91,3.12,-2.81,-49.81,-114.75,9.03,1,1,ON,
2019-08-1413:17:28.5960,-0.02,0.02,0.08,1.72,8.91,3.12,-2.44,-47.75,-114.75,9.023,1,1,ON,
2019-08-1413:17:28.6860,-0.02,0.02,0.08,1.72,8.91,3.12,-1.12,-46.13,-115.94,9.053,1,1,ON,
2019-08-1413:17:28.7760,-0.02,0.02,0.08,2.18,9.02,3.46,-1.12,-46.13,-111.56,9.022,1,1,ON,
2019-08-1413:17:28.8960,-0.02,0.02,0.08,2.03,8.95,3.46,-1.12,-46.13,-111.56,8.987,1,1,ON,
2019-08-1413:17:28.9860,0.03,-0.06,0.04,2.03,8.95,3.46,-1.12,-46.13,-111.56,8.983,1,1,ON,
2019-08-1413:17:29.0760,0.03,-0.06,0.04,2.03,8.95,3.46,0.63,-44.88,-111.56,8.956,1,1,ON,
2019-08-1413:17:29.1660,-0.07,-0.05,0.06,2.03,8.95,3.46,0.63,-44.88,-111.5,8.952,1,1,ON,
2019-08-1413:17:29.2860,0.02,0.06,0.03,2.03,8.95,3.46,0.63,-44.88,-111.5,8.948,1,1,ON,
2019-08-1413:17:29.3760,0.02,0.03,0.06,2.03,8.95,3.46,0.63,-44.88,-111.5,8.951,1,1,ON,
2019-08-1413:17:29.4960,0.02,0.03,0.06,2.53,8.75,2.89,0.63,-44.88,-111.5,8.959,1,1,ON,
2019-08-1413:17:29.5860,0.05,0.02,0.0,2.53,8.75,2.89,0.63,-44.88,-111.5,8.954,1,1,ON,
2019-08-1413:17:29.6760,-0.04,-0.08,0.03,2.53,8.75,2.89,0.63,-44.88,-111.5,8.95,1,1,ON,
2019-08-1413:17:29.7660,-0.04,-0.08,0.03,2.53,8.75,2.89,-4.19,-44.94,-111.5,8.945,1,1,ON,
2019-08-1413:17:29.8860,-0.04,-0.08,0.03,2.34,8.83,2.32,-4.19,-44.94,-113.37,8.95,1,1,ON,
2019-08-1413:17:29.9770,-0.09,0.05,-0.01,2.34,8.83,2.32,-4.19,-44.94,-113.37,8.948,1,1,ON,
2019-08-1413:17:30.0970,-0.01,0.01,0.05,2.34,8.83,2.32,-4.19,-44.94,-113.37,8.938,1,1,ON,
2019-08-1413:17:30.1570,-0.09,0.07,0.01,2.34,8.83,2.32,-4.19,-44.94,-113.37,8.93,1,1,ON,
2019-08-1413:17:30.2770,-0.04,-0.07,0.12,2.34,8.83,2.32,-4.19,-44.94,-113.37,8.971,1,1,ON,
2019-08-1413:17:30.3660,-0.04,-0.07,0.12,2.72,8.6,2.97,-4.19,-44.94,-113.37,8.983,1,1,ON,
2019-08-1413:17:30.4860,-0.04,-0.07,0.12,2.8,8.56,2.85,-4.19,-44.94,-113.37,8.983,1,1,ON,
2019-08-1413:17:30.5760,0.07,-0.06,0.19,2.8,8.56,2.85,-4.19,-44.94,-113.37,6.761,1,1,ON,
2019-08-1413:17:30.6660,0.08,0.01,0.06,2.8,8.56,2.85,-4.19,-44.94,-113.37,9.011,1,1,ON,
2019-08-1413:17:30.7560,0.08,0.01,0.06,2.8,8.56,2.85,-6.0,-43.0,-113.37,6.862,1,1,ON,
2019-08-1413:17:30.8760,0.08,0.01,0.06,2.8,8.56,2.85,-3.31,-40.19,-115.94,6.924,1,1,ON,
2019-08-1413:17:30.9660,0.18,0.04,-0.09,2.8,8.56,2.85,-3.31,-40.19,-112.0,9.036,1,1,ON,
2019-08-1413:17:31.0860,0.85,0.19,-0.55,2.8,8.56,2.85,-3.31,-40.19,-112.0,9.054,1,1,ON,
2019-08-1413:17:31.1770,1.85,0.49,-0.56,2.8,8.56,2.85,-3.31,-40.19,-112.0,8.934,1,1,ON,
2019-08-1413:17:31.2660,1.51,-0.97,1.01,2.8,8.56,2.85,-3.31,-40.19,-112.0,8.72,1,1,ON,
2019-08-1413:17:31.3560,1.51,-0.97,1.01,2.99,8.95,-0.29,-3.31,-40.19,-112.0,8.558,1,1,ON,
2019-08-1413:17:31.4760,1.51,-0.97,1.01,4.86,7.72,-4.16,-3.31,-40.19,-112.0,9.663,1,1,ON,
2019-08-1413:17:31.5660,1.51,-0.97,1.01,1.07,8.49,-0.55,-3.31,-40.19,-112.0,9.609,1,1,ON,
2019-08-1413:17:31.6560,1.51,-0.97,1.01,0.77,9.18,0.06,-3.31,-40.19,-112.0,9.471,1,1,ON,
2019-08-1413:17:31.7460,1.51,-0.97,1.01,0.77,9.18,0.06,0.44,-57.81,-112.0,9.805,1,1,ON,
2019-08-1413:17:31.8960,1.51,-0.97,1.01,0.77,9.18,0.06,7.5,-55.25,-102.75,9.198,1,1,ON,
2019-08-1413:17:31.9560,1.51,-0.97,1.01,-2.84,9.02,-2.51,7.5,-55.25,-100.69,9.6,1,1,ON,
2019-08-1413:17:32.0760,1.51,-0.97,1.01,-3.18,9.14,-0.4,7.5,-55.25,-100.69,8.825,1,1,ON,
2019-08-1413:17:32.1660,-0.49,0.67,-1.37,-3.18,9.14,-0.4,7.5,-55.25,-100.69,8.484,1,1,ON,
2019-08-1413:17:32.2560,-0.05,0.26,-0.32,-3.18,9.14,-0.4,7.5,-55.25,-100.69,8.372,1,1,ON,
2019-08-1413:17:32.3460,-0.29,0.34,-0.27,-3.18,9.14,-0.4,7.5,-55.25,-100.69,8.486,1,1,ON,
2019-08-1413:17:32.4680,-0.29,0.34,-0.27,-3.45,9.06,1.17,7.5,-55.25,-100.69,8.47,1,1,ON,
2019-08-1413:17:32.5560,-0.33,-0.13,0.23,-3.45,9.06,1.17,7.5,-55.25,-100.69,8.356,1,1,ON,
2019-08-1413:17:32.6460,-0.33,-0.13,0.23,-3.45,9.06,1.17,23.5,-45.19,-100.69,8.753,1,1,ON,
2019-08-1413:17:32.7360,-0.33,-0.13,0.23,-3.45,9.06,1.17,22.62,-48.69,-107.25,8.665,1,1,ON,
2019-08-1413:17:32.8560,-0.33,-0.13,0.23,-3.45,9.06,1.17,23.5,-45.63,-112.25,8.708,1,1,ON,
2019-08-1413:17:32.9460,-0.33,-0.13,0.23,-3.64,8.72,2.12,23.5,-45.63,-110.06,8.698,1,1,ON,
2019-08-1413:17:33.0660,-0.33,-0.13,0.23,-3.26,8.64,1.55,23.5,-45.63,-110.06,8.916,1,1,ON,
2019-08-1413:17:33.1560,-0.08,-0.06,-0.0,-3.26,8.64,1.55,23.5,-45.63,-110.06,8.892,1,1,ON,
2019-08-1413:17:33.2460,-0.11,-0.09,0.11,-3.26,8.64,1.55,23.5,-45.63,-110.06,8.912,1,1,ON,
2019-08-1413:17:33.3360,-0.14,-0.04,0.1,-3.26,8.64,1.55,23.5,-45.63,-110.06,8.927,1,1,ON,
2019-08-1413:17:33.4560,-0.15,-0.04,0.07,-3.26,8.64,1.55,23.5,-45.63,-110.06,8.95,1,1,ON,
2019-08-1413:17:33.5460,-0.15,-0.04,0.07,-3.26,8.64,1.55,20.19,-45.06,-110.06,8.926,1,1,ON,
2019-08-1413:17:33.6370,-0.15,-0.04,0.07,-3.26,8.64,1.55,22.94,-40.88,-115.87,8.941,1,1,ON,
