Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2,CAP_STATUS
2019-08-1210:56:04.4240,0.04,-0.01,-0.05,0.53,-2.86,-9.03,-18.37,23.44,60,14.201,1,0,ON
2019-08-1210:56:04.5140,0,0.01,0.05,0.53,-2.86,-9.03,-18.37,23.44,57.25,14.199,1,0,ON
2019-08-1210:56:04.6040,0,0.01,0.05,0.53,-2.86,-9.03,-19.87,19.75,60.5,14.191,1,0,ON
2019-08-1210:56:04.7250,0,0.01,0.05,0.53,-2.86,-9.03,-17.62,22.75,60.5,14.166,1,0,ON
2019-08-1210:56:04.8140,-0.02,0.03,0.07,0.53,-2.86,-9.03,-17.62,22.75,60.5,14.172,1,0,ON
2019-08-1210:56:04.9340,0,0.01,0.02,0.11,-3.07,-8.95,-17.62,22.75,60.5,14.169,1,0,ON
2019-08-1210:56:05.0540,0,0.01,0.02,0.11,-3.07,-8.95,-17.62,22.75,60.5,14.173,1,0,ON
2019-08-1210:56:05.1140,0,0.01,0.02,0.11,-3.07,-8.95,-17.62,22.75,60.5,14.173,1,0,ON
2019-08-1210:56:05.2040,0.02,-0.07,-0.04,0.11,-3.07,-8.95,-17.62,22.75,60.5,14.173,1,0,ON
2019-08-1210:56:05.3240,0.02,-0.07,-0.04,-0.08,-2.84,-9.06,-17.62,22.75,60.5,14.168,1,0,ON
2019-08-1210:56:05.4140,-0.01,0.02,0.04,-0.08,-2.84,-9.06,-17.62,22.75,60.5,14.164,1,0,ON
2019-08-1210:56:05.5340,0,-0.04,0.01,-0.08,-2.84,-9.06,-17.62,22.75,60.5,14.211,1,0,ON
2019-08-1210:56:05.6240,0.01,0,0.03,-0.08,-2.84,-9.06,-17.62,22.75,60.5,14.213,1,0,ON
2019-08-1210:56:05.7140,0.01,0,0.03,-0.08,-2.84,-9.06,-17.62,22.75,58.75,14.262,1,0,ON
2019-08-1210:56:05.8040,-0.04,-0.04,-0.02,-0.08,-2.84,-9.06,-18,24.19,58.75,14.265,1,0,ON
2019-08-1210:56:05.9240,-0.08,-0.11,-0.08,-0.08,-2.84,-9.06,-18,24.19,58.75,14.263,1,0,ON
2019-08-1210:56:06.0140,-0.13,0.24,0.69,-0.08,-2.84,-9.06,-18,24.19,58.81,14.264,1,0,ON
2019-08-1210:56:06.1040,-0.2,0.24,0.72,-0.08,-2.84,-9.06,-18.19,28.12,58.81,14.263,1,0,ON
2019-08-1210:56:06.1940,-0.2,0.24,0.72,-0.08,-2.84,-9.06,-18.19,28.12,58.81,14.265,1,0,ON
2019-08-1210:56:06.3140,-0.13,0.09,0.28,-0.08,-2.84,-9.06,-18.19,28.12,58.81,14.256,1,0,ON
2019-08-1210:56:06.4340,-0.03,0.03,0.13,-0.08,-2.84,-9.06,-18.19,28.12,58.81,14.191,1,0,ON
2019-08-1210:56:06.5240,-0.03,0.03,0.13,-0.08,-2.84,-9.06,-18.19,28.12,56.56,14.115,1,0,ON
2019-08-1210:56:06.6140,0.06,-0.03,-0.17,-0.08,-2.84,-9.06,-18.12,20.5,56.56,14.178,1,0,ON
2019-08-1210:56:06.8240,0.13,-0.06,-0.38,-0.08,-2.84,-9.06,-18.12,20.5,56.56,14.168,1,0,ON
2019-08-1210:56:06.8750,0.16,-0.19,-0.59,-0.08,-2.84,-9.06,-18.12,20.5,60.31,14.211,1,0,ON
2019-08-1210:56:06.9250,0.19,-0.23,-0.84,-0.08,-2.84,-9.06,-18.62,24.25,60.31,14.21,1,0,ON
2019-08-1210:56:07.1540,0.19,-0.23,-0.84,0.15,-2.88,-9.03,-17.69,23.06,60.31,14.21,1,0,ON
2019-08-1210:56:07.1770,-0.01,0,-0.42,0.15,-2.88,-9.03,-17.69,23.06,60.31,14.205,1,0,ON
2019-08-1210:56:07.3770,0.02,0.04,0.04,0.15,-2.88,-9.03,-17.69,23.06,60.31,14.21,1,0,ON
2019-08-1210:56:07.5600,0.02,0.04,0.04,0.15,-2.88,-9.03,-17.69,23.06,60.31,14.209,1,0,ON
2019-08-1210:56:07.5640,0.02,0.04,0.04,0.15,-2.88,-9.03,-17.69,23.06,57,14.212,1,0,ON
2019-08-1210:56:07.6050,-0.04,0.23,0.27,0.15,-2.88,-9.03,-17.69,23.06,59.81,14.208,1,0,ON
2019-08-1210:56:07.6940,0,0.05,0.18,0.3,-2.38,-9.14,-18.37,22.44,59.81,14.204,1,0,ON
2019-08-1210:56:07.7980,-0.02,0.03,0.12,0.3,-2.38,-9.14,-18.19,22.25,58.81,14.204,1,0,ON
2019-08-1210:56:07.9050,0.02,0.03,0.03,0.3,-2.38,-9.14,-18.19,22.25,58.81,14.2,1,0,ON
2019-08-1210:56:07.9940,0.06,0,-0.05,0.27,-2.84,-8.99,-18.31,21.06,58.81,14.199,1,0,ON
2019-08-1210:56:08.1140,0.06,0,-0.05,0.27,-2.84,-8.99,-18.31,21.06,58.81,14.197,1,0,ON
2019-08-1210:56:08.2040,0.06,0,-0.05,0.27,-2.84,-8.99,-18.31,21.06,58.81,14.199,1,0,ON
2019-08-1210:56:08.2940,0.06,0,-0.05,0.27,-2.84,-8.99,-18.31,21.06,58.81,14.199,1,0,ON
2019-08-1210:56:08.3980,0.06,0,-0.05,0.07,-2.92,-8.95,-18.31,21.06,58.81,14.198,1,0,ON
2019-08-1210:56:08.5040,0.06,0,-0.05,0.07,-2.92,-8.95,-18.31,21.06,58.81,14.2,1,0,ON
2019-08-1210:56:08.6110,0.03,-0.04,-0.02,0.07,-2.92,-8.95,-18.31,21.06,62.19,14.199,1,0,ON
2019-08-1210:56:08.6840,0.02,-0.03,-0.02,0.11,-2.8,-9.03,-18.31,21.06,62.19,14.199,1,0,ON
2019-08-1210:56:08.7740,0.02,-0.03,-0.02,0.07,-2.69,-9.06,-17.69,25.25,62.19,14.199,1,0,ON
2019-08-1210:56:08.9240,0.01,0.01,0.05,0.07,-2.69,-9.06,-17.69,25.25,62.19,14.196,1,0,ON
2019-08-1210:56:09.0150,-0.03,0.01,0.1,0.07,-2.69,-9.06,-17.69,25.25,62.19,14.2,1,0,ON
2019-08-1210:56:09.1040,-0.03,0.01,0.1,0.07,-2.69,-9.06,-17.69,25.25,62.19,14.202,1,0,ON
2019-08-1210:56:09.2080,-0.03,0.01,0.1,0.07,-2.69,-9.06,-17.69,25.25,62.19,14.201,1,0,ON
2019-08-1210:56:09.2850,-0.03,0.01,0.1,0.07,-2.69,-9.06,-17.69,25.25,62.19,14.2,1,0,ON
2019-08-1210:56:09.3740,-0.03,-0.02,0.01,0.07,-2.69,-9.06,-17.69,25.25,62.19,14.201,1,0,ON
2019-08-1210:56:09.4940,-0.03,-0.02,0.01,0.04,-2.57,-9.14,-17.69,25.25,62.19,14.201,1,0,ON
2019-08-1210:56:09.5840,-0.01,-0.03,0.01,0.04,-2.57,-9.14,-17.69,25.25,62.19,14.201,1,0,ON
2019-08-1210:56:09.7340,0.02,-0.01,-0.02,0.04,-2.57,-9.14,-17.69,25.25,57.31,14.198,1,0,ON
2019-08-1210:56:09.8250,0.03,-0.04,-0.08,0.04,-2.57,-9.14,-17.69,25.25,57.31,14.239,1,0,ON
2019-08-1210:56:09.8840,0.03,-0.04,-0.08,0.07,-2.69,-9.1,-18.37,22.12,61.19,14.189,1,0,ON
2019-08-1210:56:10.0040,0.04,-0.04,-0.11,0.07,-2.69,-9.1,-18.37,22.12,61.19,14.194,1,0,ON
2019-08-1210:56:10.0940,0,0.01,0.05,0.07,-2.69,-9.1,-16.75,20.56,61.19,14.193,1,0,ON
2019-08-1210:56:10.1840,0,0.01,0,0.07,-2.69,-9.1,-17.06,23.87,61.19,14.194,1,0,ON
2019-08-1210:56:10.2750,0,0.01,0,0.07,-2.69,-9.1,-17.06,23.87,61.19,14.195,1,0,ON
2019-08-1210:56:10.4540,0,0.01,0,0.07,-2.69,-9.1,-17.06,23.87,61.19,14.193,1,0,ON
2019-08-1210:56:10.6040,0.02,0.05,0.15,0.07,-2.69,-9.1,-17.06,23.87,61.19,14.196,1,0,ON
2019-08-1210:56:10.6210,0.02,0.05,0.15,0.07,-2.69,-9.1,-17.06,23.87,60.56,14.191,1,0,ON
2019-08-1210:56:10.7840,0.02,0.05,0.15,0.07,-2.69,-9.1,-17.06,23.87,58.75,14.168,1,0,ON
2019-08-1210:56:10.8010,0.01,-0.02,-0.02,0.07,-2.69,-9.1,-17.06,23.87,62.06,14.141,1,0,ON
2019-08-1210:56:10.9340,0,-0.02,-0.05,0.07,-2.69,-9.1,-16.19,22.94,62.06,14.138,1,0,ON
2019-08-1210:56:10.9780,0.01,-0.01,0.05,0.07,-2.69,-9.1,-15.94,19.25,62.06,14.14,1,0,ON
2019-08-1210:56:11.0840,0,0,-0.03,0.07,-2.69,-9.1,-15.25,19.87,62.06,14.139,1,0,ON
2019-08-1210:56:11.2940,0.03,-0.02,-0.05,0.07,-2.69,-9.1,-15.25,19.87,62.06,14.138,1,0,ON
2019-08-1210:56:11.4050,0.03,-0.01,-0.07,0.07,-2.69,-9.1,-15.25,19.87,62.06,14.143,1,0,ON
2019-08-1210:56:11.4240,0.03,-0.01,-0.07,0.07,-2.69,-9.1,-15.25,19.87,62.06,14.155,1,0,ON
2019-08-1210:56:11.4740,0.03,-0.01,-0.07,0.07,-2.69,-9.1,-15.25,19.87,62.06,14.165,1,0,ON
2019-08-1210:56:11.5640,0.03,-0.01,-0.07,0.07,-2.69,-9.1,-15.25,19.87,61.5,14.171,1,0,ON
2019-08-1210:56:11.6850,0.03,-0.01,-0.07,0.07,-2.69,-9.1,-15.25,19.87,61.5,14.186,1,0,ON
2019-08-1210:56:11.7740,0.13,-0.04,-0.54,0.72,-3.34,-8.8,-15.25,19.87,61.5,14.196,1,0,ON
2019-08-1210:56:11.8640,0,0.03,-0.17,0.72,-3.34,-8.8,-18.62,21.69,58.56,14.197,1,0,ON
2019-08-1210:56:11.9540,-0.06,0.11,0.12,0.72,-3.34,-8.8,-18.62,21.69,58.56,14.201,1,0,ON
2019-08-1210:56:12.0740,-0.1,0.1,0.25,0.72,-3.34,-8.8,-20,21.06,58.56,14.201,1,0,ON
2019-08-1210:56:12.1940,-0.1,0.1,0.25,0.72,-3.34,-8.8,-19.19,19.25,58.56,14.202,1,0,ON
2019-08-1210:56:12.2540,-0.13,0.16,0.51,0.72,-3.34,-8.8,-19.19,19.25,58.56,14.198,1,0,ON
2019-08-1210:56:12.3440,-0.13,0.14,0.51,0.72,-3.34,-8.8,-19.19,19.25,58.56,14.193,1,0,ON
2019-08-1210:56:12.5840,-0.13,0.14,0.51,0.61,-2.3,-9.22,-19.19,19.25,57.13,14.195,1,0,ON
2019-08-1210:56:12.6090,-0.12,0.1,0.36,0.61,-2.3,-9.22,-19.19,19.25,57.13,14.283,1,0,ON
2019-08-1210:56:12.6840,-0.12,0.1,0.36,0.61,-2.3,-9.22,-19.19,19.25,56.38,14.212,1,0,ON
2019-08-1210:56:12.7640,-0.12,0.1,0.36,0.61,-2.3,-9.22,-13.13,21.06,56.38,14.345,1,0,ON
2019-08-1210:56:12.8840,-0.12,0.1,0.36,0,-3.03,-8.8,-13.13,21.06,53.81,14.357,1,0,ON
2019-08-1210:56:12.9740,0.08,-0.21,-0.22,0,-3.03,-8.8,-4.25,13.38,51.5,14.254,1,0,ON
2019-08-1210:56:13.2140,0.08,-0.17,-0.05,0,-3.03,-8.8,-4.25,13.38,51.5,14.275,1,0,ON
2019-08-1210:56:13.2350,0.15,-0.23,-0.06,0,-3.03,-8.8,-9.19,-3.37,51.5,14.218,1,0,ON
2019-08-1210:56:13.2850,0.15,-0.23,-0.06,0,-3.03,-8.8,-15,-9.94,51.5,14.341,1,0,ON
2019-08-1210:56:13.3640,0.15,-0.23,-0.06,0,-3.03,-8.8,-15,-9.94,51.5,13.802,1,0,ON
2019-08-1210:56:13.4540,-0.16,-0.53,0.28,0,-3.03,-8.8,-15,-9.94,51.5,14.32,1,0,ON
2019-08-1210:56:13.5450,-0.16,-0.53,0.28,0,-3.03,-8.8,-15,-9.94,51.5,14.192,1,0,ON
2019-08-1210:56:13.7840,-0.77,0.95,-0.09,0,-3.03,-8.8,-15,-9.94,36.56,14.287,1,0,ON
2019-08-1210:56:13.8000,-0.77,0.95,-0.09,0,-3.03,-8.8,-15,-9.94,39.75,14.315,1,0,ON
2019-08-1210:56:13.8750,-0.77,0.95,-0.09,0,-3.03,-8.8,-15,-9.94,35.69,14.058,1,0,ON
2019-08-1210:56:13.9340,-0.28,0.47,-0.22,0.65,-2.61,-9.52,-10.13,-22.37,35.69,14.19,1,0,ON
2019-08-1210:56:14.0540,-0.25,-0.14,-1.17,0.65,-2.61,-9.52,-7.56,-15.94,35.69,14.233,1,0,ON
2019-08-1210:56:14.1440,0.68,0.3,-0.07,0.65,-2.61,-9.52,-7.87,-16.81,35.69,14.218,1,0,ON
2019-08-1210:56:14.2640,0.17,-0.62,-0.23,0.65,-2.61,-9.52,-5.62,-14.19,35.69,14.377,1,0,ON
2019-08-1210:56:14.3540,0.17,-0.62,-0.23,0.65,-2.61,-9.52,-5.62,-14.19,35.69,13.705,1,0,ON
2019-08-1210:56:14.4440,0.88,0.41,-0.33,0.65,-2.61,-9.52,-5.62,-14.19,35.69,13.789,1,0,ON
2019-08-1210:56:14.5650,0.88,0.41,-0.33,-0.27,-3.15,-10.6,-5.62,-14.19,35.69,14.327,1,0,ON
2019-08-1210:56:14.6550,0.88,0.41,-0.33,-0.77,-1.62,-7.72,-5.62,-14.19,35.69,14.176,1,0,ON
2019-08-1210:56:14.7440,0.88,0.41,-0.33,-0.77,-1.62,-7.72,-5.62,-14.19,35.69,14.411,1,0,ON
2019-08-1210:56:14.8940,0.88,0.41,-0.33,-0.77,-1.62,-7.72,-5.62,-14.19,35.69,14.262,1,0,ON
2019-08-1210:56:14.9700,0.88,0.41,-0.33,-0.77,-1.62,-7.72,-5.62,-14.19,17.69,14.288,1,0,ON
2019-08-1210:56:15.0450,0.88,0.41,-0.33,-0.77,-1.62,-7.72,-5.62,-14.19,17.69,13.834,1,0,ON
2019-08-1210:56:15.2940,-0.65,0.18,0.05,-0.77,-1.62,-7.72,-5.62,-14.19,17.69,14.307,1,0,ON
2019-08-1210:56:15.3150,0.69,-0.13,0.7,1.26,-2.54,-6.88,-7.94,-5,17.69,14.087,1,0,ON
2019-08-1210:56:15.4900,-1.04,0.79,-0.74,1.26,-2.54,-6.88,-7.94,-5,17.69,14.376,1,0,ON
2019-08-1210:56:15.5040,0.44,0.5,-0.18,1.26,-2.54,-6.88,-7.94,-5,17.69,13.949,1,0,ON
2019-08-1210:56:15.6650,0.97,0.55,0.58,1.26,-2.54,-6.88,-7.94,-5,17.69,13.917,1,0,ON
2019-08-1210:56:15.6800,0.97,0.55,0.58,0.61,-3.11,-7.68,-7.94,-5,17.69,14.353,1,0,ON
2019-08-1210:56:15.8320,0.55,-0.16,0.32,0.61,-3.11,-7.68,-7.94,-5,17.69,14.22,1,0,ON
2019-08-1210:56:15.8460,0.55,-0.16,0.32,0.61,-3.11,-7.68,-7.94,-5,17.69,14.164,1,0,ON
2019-08-1210:56:15.9990,0.21,-0.15,-0.37,0.61,-3.11,-7.68,-7.94,-5,17.69,14.258,1,0,ON
2019-08-1210:56:16.1480,0.21,-0.15,-0.37,0.61,-3.11,-7.68,-7.94,-5,17.69,14.388,1,0,ON
2019-08-1210:56:16.1620,-1.58,0.09,1.34,0.61,-3.11,-7.68,-7.94,-5,17.69,14.306,1,0,ON
2019-08-1210:56:16.3120,-0.72,-0.17,0.83,0.61,-3.11,-7.68,-7.94,-5,17.69,14.186,1,0,ON
2019-08-1210:56:16.4050,0.06,0.96,2.13,0.61,-3.11,-7.68,-7.94,-5,17.69,14.107,1,0,ON
2019-08-1210:56:16.5560,0.61,0.05,-0.31,0.61,-3.11,-7.68,-7.94,-5,17.69,13.938,1,0,ON
2019-08-1210:56:16.5700,-1.04,-1.3,0.43,0.61,-3.11,-7.68,-7.94,-5,17.69,14.151,1,0,ON
2019-08-1210:56:16.7230,0.19,0.9,2.49,0.61,-3.11,-7.68,-7.94,-5,14.56,14.329,1,0,ON
2019-08-1210:56:16.7360,-0.07,0.21,2.31,0.84,-1.54,-7.53,-7.94,-5,14.56,14.065,1,0,ON
2019-08-1210:56:16.8860,-0.6,-0.06,2.25,-1.65,0.22,-9.83,-7.94,-5,14.56,14.278,1,0,ON
2019-08-1210:56:17.0390,-1.1,0.07,2.98,-1.65,0.22,-9.83,40.56,7.25,14.56,14.154,1,0,ON
2019-08-1210:56:17.0520,0.03,-0.91,1.81,-1.65,0.22,-9.83,40.56,7.25,14.75,14.379,1,0,ON
2019-08-1210:56:17.2040,0.03,-0.91,1.81,-1.65,0.22,-9.83,40.56,7.25,17.37,14.23,1,0,ON
2019-08-1210:56:17.3580,0.03,-0.91,1.81,-1.65,0.22,-9.83,40.56,7.25,17.37,14.366,1,0,ON
2019-08-1210:56:17.3700,1.01,-0.27,2.1,-1.65,0.22,-9.83,33.94,11,17.37,13.816,1,0,ON
2019-08-1210:56:17.5250,0.33,0.01,1.25,-1.65,0.22,-9.83,34.88,13.56,17.37,14.22,1,0,ON
2019-08-1210:56:17.5380,0.33,0.01,1.25,-1.65,0.22,-9.83,34.88,13.56,16.19,14.199,1,0,ON
2019-08-1210:56:17.6890,-0.73,0.34,0.44,-1.65,0.22,-9.83,34.88,13.56,16.19,14.273,1,0,ON
2019-08-1210:56:17.8430,1.17,0.85,0.37,0.04,-3.11,-10.25,34.88,13.56,16.19,14.085,1,0,ON
2019-08-1210:56:17.8560,0.54,0.56,0.02,-0.04,-0.5,-10.41,35.94,8.19,16.19,13.981,1,0,ON
2019-08-1210:56:18.0090,0.54,0.56,0.02,-0.04,-0.5,-10.41,35.94,8.19,16.19,14.219,1,0,ON
2019-08-1210:56:18.0220,0.54,0.56,0.02,-0.04,-0.5,-10.41,35.94,8.19,22.25,14.348,1,0,ON
2019-08-1210:56:18.1810,0.54,0.56,0.02,-0.04,-0.5,-10.41,35.94,8.19,23.69,14.21,1,0,ON
2019-08-1210:56:18.3330,0.54,0.56,0.02,-0.04,-0.5,-10.41,35.94,8.19,23.69,14.313,1,0,ON
2019-08-1210:56:18.3470,-1.58,-0.09,0.88,-0.04,-0.5,-10.41,31.44,23,17.5,14.321,1,0,ON
2019-08-1210:56:18.4970,-1.58,-0.09,0.88,-0.04,-0.5,-10.41,30.5,29.81,17.5,14.379,1,0,ON
2019-08-1210:56:18.6480,-1.21,0.1,-0.07,-0.04,-0.5,-10.41,30.5,29.81,17.5,14.153,1,0,ON
2019-08-1210:56:18.6620,0.77,1.15,0.12,-0.04,-0.5,-10.41,33.63,32,17.5,14.181,1,0,ON
2019-08-1210:56:18.8150,-2.31,4.12,0.31,0.84,-1.39,-8.18,33.63,32,17.5,14.447,1,0,ON
2019-08-1210:56:18.8300,0.33,-0.24,-2.05,0.84,-1.39,-8.18,33.63,32,17.5,14.269,1,0,ON
2019-08-1210:56:18.9790,0.33,-0.24,-2.05,0.84,-1.39,-8.18,33.63,32,17.5,13.932,1,0,ON
2019-08-1210:56:19.1350,0.33,-0.24,-2.05,-0.35,-2.38,-12.59,33.63,32,37.13,14.278,1,0,ON
2019-08-1210:56:19.1480,0.33,-0.24,-2.05,-0.35,-2.38,-12.59,33.63,32,32.69,14.411,1,0,ON
2019-08-1210:56:19.3030,0.33,-0.24,-2.05,-0.35,-2.38,-12.59,33.63,32,32.69,14.372,1,0,ON
2019-08-1210:56:19.4560,-0.15,-0.43,0.37,-0.35,-2.38,-12.59,33.63,32,32.69,14.252,1,0,ON
2019-08-1210:56:19.4690,-0.15,-0.43,0.37,-0.35,-2.38,-12.59,48.13,-4.06,32.69,14.097,1,0,ON
2019-08-1210:56:19.6170,-1.81,-0.56,0.15,0.61,-2.46,0.17,45.69,-2.25,32.69,14.355,1,0,ON
2019-08-1210:56:19.6340,-0.62,0.12,-0.02,0.61,-2.46,0.17,45.69,-2.25,32.69,14.317,1,0,ON
2019-08-1210:56:19.9440,0.72,-0.32,0.79,0.61,-2.46,0.17,45.69,-2.25,32.69,14.366,1,0,ON
2019-08-1210:56:19.9570,0.18,-0.63,-2.11,-0.23,-0.05,-10.06,45.69,-2.25,32.69,14.394,1,0,ON
2019-08-1210:56:20.1010,0.18,-0.63,-2.11,0.68,-0.89,-10.37,45.69,-2.25,13.5,14.41,1,0,ON
2019-08-1210:56:20.1040,0.18,-0.63,-2.11,0.68,-0.89,-10.37,45.69,-2.25,13.5,14.173,1,0,ON
2019-08-1210:56:20.1170,0.18,-0.63,-2.11,0.68,-0.89,-10.37,45.69,-2.25,7,14.446,1,0,ON
2019-08-1210:56:20.2670,0.18,-0.63,-2.11,0.68,-0.89,-10.37,45.69,-2.25,9.5,14.172,1,0,ON
2019-08-1210:56:20.4170,0.18,-0.63,-2.11,0.68,-0.89,-10.37,46.06,3.81,5.37,14.28,1,0,ON
2019-08-1210:56:20.4310,-0.52,-1.06,-0.48,0.68,-0.89,-10.37,46.06,3.81,9.56,14.282,1,0,ON
2019-08-1210:56:20.5860,-1.96,-0.49,0.57,0.68,-0.89,-10.37,26,16,9.56,14.196,1,0,ON
2019-08-1210:56:20.6010,-1.22,-0.37,-2.43,0.68,-0.89,-10.37,20.56,17.56,9.56,14.284,1,0,ON
2019-08-1210:56:20.7530,-0.67,0.62,-2.85,0.68,-0.89,-10.37,19.62,12.88,9.56,14.156,1,0,ON
2019-08-1210:56:20.9060,0,0.12,-2.49,0.68,-0.89,-10.37,23.12,22.25,9.56,14.157,1,0,ON
2019-08-1210:56:21.0700,0,0.12,-2.49,0.68,-0.89,-10.37,23.12,22.25,9.56,14.443,1,0,ON
2019-08-1210:56:21.0840,0.7,-1.18,-1.23,0.68,-0.89,-10.37,23.12,22.25,9.56,14.182,1,0,ON
2019-08-1210:56:21.0970,0.7,-1.18,-1.23,1.64,-1.77,-11.29,23.12,22.25,9.56,13.731,1,0,ON
2019-08-1210:56:21.2500,0.7,-1.18,-1.23,1.64,-1.77,-11.29,23.12,22.25,59.69,14.292,1,0,ON
2019-08-1210:56:21.3990,0.7,-1.18,-1.23,1.64,-1.77,-11.29,23.12,22.25,54.81,14.046,1,0,ON
2019-08-1210:56:21.4130,0.7,-1.18,-1.23,1.64,-1.77,-11.29,23.12,22.25,58.75,14.379,1,0,ON
2019-08-1210:56:21.5680,0.7,-1.18,-1.23,-0.58,-2.88,-8.22,23.12,22.25,58.75,14.372,1,0,ON
2019-08-1210:56:21.7360,-1.31,-0.77,-0.85,-0.58,-2.88,-8.22,-20.5,23.62,58.75,13.906,1,0,ON
2019-08-1210:56:21.7510,-2,0.05,-2.47,-0.58,-2.88,-8.22,-22.12,22.06,58.75,14.308,1,0,ON
2019-08-1210:56:21.9010,-1.22,0.22,-2.93,-0.58,-2.88,-8.22,-19.62,22.62,58.75,14.315,1,0,ON
2019-08-1210:56:21.9150,-1.22,0.22,-2.93,-0.58,-2.88,-8.22,-19.62,22.62,58.75,14.168,1,0,ON
2019-08-1210:56:22.0650,0.25,0.83,1.01,-0.58,-2.88,-8.22,-19.62,22.62,58.75,14.174,1,0,ON
2019-08-1210:56:22.2140,0.87,-1.66,-2.33,-0.2,-1.69,-9.91,-19.62,22.62,58.75,14.388,1,0,ON
2019-08-1210:56:22.2280,0.87,-1.66,-2.33,1.3,-0.43,-9.29,-19.62,22.62,58.75,14.213,1,0,ON
2019-08-1210:56:22.3730,0.87,-1.66,-2.33,1.3,-0.43,-9.29,-19.62,22.62,58.75,14.344,1,0,ON
2019-08-1210:56:22.5310,0.87,-1.66,-2.33,1.3,-0.43,-9.29,-19.62,22.62,25.87,14.317,1,0,ON
2019-08-1210:56:22.5450,0.87,-1.66,-2.33,-1.04,-1.69,-8.53,-19.62,22.62,22.06,14.3,1,0,ON
2019-08-1210:56:22.6960,0.87,-1.66,-2.33,-1.04,-1.69,-8.53,-19.62,22.62,22.06,14.203,1,0,ON
2019-08-1210:56:22.7100,-1.68,-0.51,0.27,-1.04,-1.69,-8.53,-19.62,22.62,22.06,13.869,1,0,ON
2019-08-1210:56:22.8600,-2.46,-0.11,0.24,-1.04,-1.69,-8.53,0.56,-31.44,22.06,14.306,1,0,ON
2019-08-1210:56:23.0120,-2.46,-0.11,0.24,-1.04,-1.69,-8.53,0.75,-30.44,22.06,14.145,1,0,ON
2019-08-1210:56:23.0250,0.38,0.34,-0.16,-1.04,-1.69,-8.53,0.75,-30.44,22.06,14.261,1,0,ON
2019-08-1210:56:23.1780,-1.05,1,1.26,-1.04,-1.69,-8.53,0.75,-30.44,22.06,13.644,1,0,ON
2019-08-1210:56:23.1910,0.81,-0.03,-1.18,-1.04,-1.69,-8.53,0.75,-30.44,22.06,14.348,1,0,ON
2019-08-1210:56:23.3370,1.32,0.61,0.14,-1.04,-1.69,-8.53,0.75,-30.44,8.88,14.368,1,0,ON
2019-08-1210:56:23.4870,1.32,0.61,0.14,-1.04,-1.69,-8.53,0.75,-30.44,8.88,14.355,1,0,ON
2019-08-1210:56:23.5010,1.32,0.61,0.14,-1.04,-1.69,-8.53,0.75,-30.44,11.75,14.223,1,0,ON
2019-08-1210:56:23.6490,1.19,0.28,0.45,-0.62,-2.8,-5.88,0.75,-30.44,14,14.337,1,0,ON
2019-08-1210:56:23.7960,0.24,-0.53,-0.66,-0.77,-0.2,-6.54,-3.81,-21,14,14.234,1,0,ON
2019-08-1210:56:23.8100,-1.98,-0.07,1.68,-0.77,-0.2,-6.54,-3.81,-21,14,13.95,1,0,ON
2019-08-1210:56:23.9580,-1.98,-0.4,0.65,-0.77,-0.2,-6.54,-8.75,-11.88,14,14.262,1,0,ON
2019-08-1210:56:24.1060,-1.98,-0.4,0.65,-0.77,-0.2,-6.54,-11.19,-5,14,14.114,1,0,ON
2019-08-1210:56:24.1200,-1.98,-0.4,0.65,-0.77,-0.2,-6.54,-11.19,-5,14,14.298,1,0,ON
2019-08-1210:56:24.2810,-1.49,0.73,-0.18,-0.77,-0.2,-6.54,-11.19,-5,14,14.376,1,0,ON
2019-08-1210:56:24.2930,-1.49,0.73,-0.18,1.68,-1.69,-8.57,-11.19,-5,14,14.352,1,0,ON
2019-08-1210:56:24.4450,1.04,1.29,-0.34,1.68,-1.69,-8.57,-11.19,-5,23.25,14.313,1,0,ON
2019-08-1210:56:24.5990,1.04,1.29,-0.34,1.68,-1.69,-8.57,-11.19,-5,20.37,14.193,1,0,ON
2019-08-1210:56:24.7520,1.04,1.29,-0.34,1.68,-1.69,-8.57,-11.19,-5,25,14.32,1,0,ON
2019-08-1210:56:24.7670,1.04,1.29,-0.34,1.68,-1.69,-8.57,-11.19,-5,25,14.304,1,0,ON
2019-08-1210:56:24.7790,0.55,-0.2,0.61,1.68,-1.69,-8.57,-3.06,19.19,25,14.321,1,0,ON
2019-08-1210:56:24.9300,-0.72,-0.14,1.3,1.68,-1.69,-8.57,-2.37,15.31,25,14.335,1,0,ON
2019-08-1210:56:25.0800,-1.39,0.18,2.44,1.68,-1.69,-8.57,2.37,20.69,25,14.242,1,0,ON
2019-08-1210:56:25.0950,-0.53,-0.2,1.45,1.68,-1.69,-8.57,2.37,20.69,25,14.415,1,0,ON
2019-08-1210:56:25.2380,0,0.76,1.91,1.68,-1.69,-8.57,2.37,20.69,25,14.209,1,0,ON
2019-08-1210:56:25.2530,-0.08,1.44,2.14,1.68,-1.69,-8.57,2.37,20.69,25,14.246,1,0,ON
2019-08-1210:56:25.4040,-0.08,1.44,2.14,0.53,0.03,-11.09,2.37,20.69,25,14.302,1,0,ON
2019-08-1210:56:25.5540,-0.08,1.44,2.14,0.53,0.03,-11.09,2.37,20.69,25,14.196,1,0,ON
