Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2,CAP_STATUS
2019-08-1210:55:14.7140,3.91,-2.5,7,5.09,9.5,-3.14,-35.94,-6.44,-28.25,13.723,1,0,ON
2019-08-1210:55:14.8040,3.91,-2.5,7,2.95,4.37,-9.39,-35.94,-6.44,-28.25,14.167,1,0,ON
2019-08-1210:55:14.9250,3.91,-2.5,7,2.95,4.37,-9.39,-32.5,-8,30.94,14.335,1,0,ON
2019-08-1210:55:15.0140,3.91,-2.5,7,-0.54,0.61,-10.42,-32.5,-8,30.94,14.388,1,0,ON
2019-08-1210:55:15.1040,3.91,-2.5,7,-0.54,0.61,-10.42,5.44,-14.63,45.63,13.946,1,0,ON
2019-08-1210:55:15.1940,-9.88,-4.79,-1.3,-0.54,0.61,-10.42,5.44,-14.63,45.63,13.113,1,0,ON
2019-08-1210:55:15.3140,-4.95,-2.21,-0.09,-0.54,0.61,-10.42,5.44,-14.63,45.63,12.811,1,0,ON
2019-08-1210:55:15.4050,-0.92,-0.63,3.88,-0.54,0.61,-10.42,5.44,-14.63,45.63,12.104,1,0,ON
2019-08-1210:55:15.5240,2.21,-0.9,6.65,-0.54,0.61,-10.42,5.44,-14.63,45.63,11.208,1,0,ON
2019-08-1210:55:15.6140,2.21,-0.9,6.65,4.45,11.19,1.65,5.44,-14.63,45.63,12.02,1,0,ON
2019-08-1210:55:15.7040,5.84,-1.99,4.15,4.45,11.19,1.65,5.44,-14.63,45.63,13.989,1,0,ON
2019-08-1210:55:15.7940,5.84,-1.99,4.15,4.45,11.19,1.65,-46,0.69,9.63,13.884,1,0,ON
2019-08-1210:55:15.9140,5.84,-1.99,4.15,4.45,11.19,1.65,-38.63,8.19,26.19,13.853,1,0,ON
2019-08-1210:55:16.0050,5.84,-1.99,4.15,4.45,11.19,1.65,-27.69,11.06,35.38,13.822,1,0,ON
2019-08-1210:55:16.1240,-1.74,-3.37,-0.95,4.45,11.19,1.65,-27.69,11.06,35.38,14.285,1,0,ON
2019-08-1210:55:16.2140,-1.74,-3.37,-0.95,-0.61,-3.07,-10.15,-27.69,11.06,35.38,14.266,1,0,ON
2019-08-1210:55:16.3590,-5.77,-0.74,0.54,-0.61,-3.07,-10.15,-27.69,11.06,35.38,13.729,1,0,ON
2019-08-1210:55:16.4420,-6.99,-0.37,0.24,-0.61,-3.07,-10.15,-27.69,11.06,35.38,12.114,1,0,ON
2019-08-1210:55:16.5290,-5.61,0.38,-0.36,-0.61,-3.07,-10.15,-27.69,11.06,35.38,11.831,1,0,ON
2019-08-1210:55:16.6170,-5.61,0.38,-0.36,-3.29,8.73,1.99,-27.69,11.06,35.38,11.397,1,0,ON
2019-08-1210:55:16.7080,-0.33,1.65,4.64,-3.29,8.73,1.99,-27.69,11.06,35.38,11.505,1,0,ON
2019-08-1210:55:16.8030,0.43,0.5,8.4,-3.29,8.73,1.99,-27.69,11.06,35.38,11.589,1,0,ON
2019-08-1210:55:16.9040,0.43,0.5,8.4,7.66,2.8,-0.34,-27.69,11.06,35.38,12.784,1,0,ON
2019-08-1210:55:17.0010,0.43,0.5,8.4,6.89,0.46,-4.29,-27.69,11.06,35.38,13.777,1,0,ON
2019-08-1210:55:17.1140,0.43,0.5,8.4,6.89,0.46,-4.29,-41.81,13.44,21.87,13.802,1,0,ON
2019-08-1210:55:17.2160,0.92,-2.29,-1.88,6.89,0.46,-4.29,-41.81,13.44,21.87,14.13,1,0,ON
2019-08-1210:55:17.3180,-2.57,-5.64,-2,6.89,0.46,-4.29,-41.81,13.44,21.87,14.289,1,0,ON
2019-08-1210:55:17.4190,-2.57,-5.64,-2,-2.26,0.04,-10.42,-41.81,13.44,21.87,13.984,1,0,ON
2019-08-1210:55:17.5210,-1.26,-3.68,-0.94,-2.26,0.04,-10.42,-41.81,13.44,21.87,13.577,1,0,ON
2019-08-1210:55:17.6240,-1.01,-1.81,0.34,-2.26,0.04,-10.42,-41.81,13.44,21.87,13.478,1,0,ON
2019-08-1210:55:17.7360,-0.86,10.2,4.91,-2.26,0.04,-10.42,-41.81,13.44,21.87,14.236,1,0,ON
2019-08-1210:55:17.8410,0.73,11.82,9.32,-2.26,0.04,-10.42,-41.81,13.44,21.87,13.776,1,0,ON
2019-08-1210:55:17.9530,2.31,2.95,5.61,-2.26,0.04,-10.42,-41.81,13.44,21.87,12.926,1,0,ON
2019-08-1210:55:18.0660,0.55,-1.98,-0.28,-2.26,0.04,-10.42,-41.81,13.44,21.87,13.621,1,0,ON
2019-08-1210:55:18.1780,0.55,-1.98,-0.28,5.79,-1.04,-8.04,-41.81,13.44,21.87,14.221,1,0,ON
2019-08-1210:55:18.2950,-4.37,-9.85,-3.32,5.79,-1.04,-8.04,-41.81,13.44,21.87,14.062,1,0,ON
2019-08-1210:55:18.3070,-3.01,-8.03,0.71,5.79,-1.04,-8.04,-41.81,13.44,21.87,13.395,1,0,ON
2019-08-1210:55:18.4230,-1.06,-0.17,0.62,5.79,-1.04,-8.04,-41.81,13.44,21.87,12.965,1,0,ON
2019-08-1210:55:18.5460,2.79,11.3,-1.72,5.79,-1.04,-8.04,-41.81,13.44,21.87,14.285,1,0,ON
2019-08-1210:55:18.6680,4.14,13.06,4.18,5.79,-1.04,-8.04,-41.81,13.44,21.87,13.532,1,0,ON
2019-08-1210:55:18.7950,0.6,3.92,3.59,5.79,-1.04,-8.04,-41.81,13.44,21.87,12.695,1,0,ON
2019-08-1210:55:18.8080,0.91,2.14,2.35,5.79,-1.04,-8.04,-41.81,13.44,21.87,11.691,1,0,ON
2019-08-1210:55:18.9340,1.53,-1.06,1.77,5.79,-1.04,-8.04,-41.81,13.44,21.87,11.575,1,0,ON
2019-08-1210:55:19.0600,1.53,-1.06,1.77,5.79,-1.04,-8.04,-41.19,22.19,-2.12,13.4,1,0,ON
2019-08-1210:55:19.1250,1.53,-1.06,1.77,5.79,-1.04,-8.04,-27.69,20.06,34.13,13.904,1,0,ON
2019-08-1210:55:19.1920,1.53,-1.06,1.77,5.79,-1.04,-8.04,-7.19,8,45.38,14.07,1,0,ON
2019-08-1210:55:19.2750,1.53,-1.06,1.77,5.79,-1.04,-8.04,7.37,-1.12,47.56,14.065,1,0,ON
2019-08-1210:55:19.3640,0.52,6.11,-1.74,5.79,-1.04,-8.04,7.37,-1.12,47.56,14.104,1,0,ON
2019-08-1210:55:19.4870,-0.11,7.67,0.09,5.79,-1.04,-8.04,7.37,-1.12,47.56,13.897,1,0,ON
2019-08-1210:55:19.5740,-0.54,4.8,2.11,5.79,-1.04,-8.04,7.37,-1.12,47.56,13.266,1,0,ON
2019-08-1210:55:19.6940,-0.98,1.39,1.67,5.79,-1.04,-8.04,7.37,-1.12,47.56,13.215,1,0,ON
2019-08-1210:55:19.7840,-0.98,1.39,1.67,5.67,-5.05,-1.65,7.37,-1.12,47.56,12.759,1,0,ON
2019-08-1210:55:19.8740,0.14,-2.61,-1.04,5.67,-5.05,-1.65,7.37,-1.12,47.56,13.1,1,0,ON
2019-08-1210:55:19.9650,0.14,-2.61,-1.04,5.67,-5.05,-1.65,-43.5,18.31,4.37,13.809,1,0,ON
2019-08-1210:55:20.0840,0.14,-2.61,-1.04,5.67,-5.05,-1.65,-38.88,13.38,23.31,14.135,1,0,ON
2019-08-1210:55:20.1740,0.14,-2.61,-1.04,5.67,-5.05,-1.65,-38.94,14.06,22.5,14.224,1,0,ON
2019-08-1210:55:20.2640,0.14,-2.61,-1.04,5.67,-5.05,-1.65,-37.5,17.62,27.44,14.039,1,0,ON
2019-08-1210:55:20.3540,0.14,-2.61,-1.04,8.01,-3.45,-10.07,-37.5,17.62,27.44,14.319,1,0,ON
2019-08-1210:55:20.4740,0.14,-2.61,-1.04,-0.5,-0.34,-6.78,-37.5,17.62,27.44,14.119,1,0,ON
2019-08-1210:55:20.5640,-2.11,-0.84,-0.57,-0.5,-0.34,-6.78,-37.5,17.62,27.44,13.945,1,0,ON
2019-08-1210:55:20.8080,0.33,-0.65,0.59,-0.5,-0.34,-6.78,-37.5,17.62,27.44,14.288,1,0,ON
2019-08-1210:55:20.8260,0.2,-2.33,1.84,-0.5,-0.34,-6.78,-37.5,17.62,27.44,14.203,1,0,ON
2019-08-1210:55:20.9920,0.2,-2.33,1.84,-3.79,-0.38,-6.24,-37.5,17.62,27.44,13.912,1,0,ON
2019-08-1210:55:21.0050,0.2,-2.33,1.84,-3.79,-0.38,-6.24,-6.94,29.44,36.13,14.125,1,0,ON
2019-08-1210:55:21.1600,-1.69,2.32,-1.32,-3.79,-0.38,-6.24,-6.94,29.44,36.13,14.236,1,0,ON
2019-08-1210:55:21.1730,-1.69,2.32,-1.32,3.22,0.77,-9.27,-6.94,29.44,36.13,14.2,1,0,ON
2019-08-1210:55:21.3230,-1.69,2.32,-1.32,3.22,0.77,-9.27,-39.38,-0.13,28.19,13.995,1,0,ON
2019-08-1210:55:21.4700,1.21,-2.69,-1.91,3.22,0.77,-9.27,-39.38,-0.13,28.19,14.319,1,0,ON
2019-08-1210:55:21.4820,1.21,-2.69,-1.91,0.77,2.22,-8.31,-39.38,-0.13,28.19,14.336,1,0,ON
2019-08-1210:55:21.6320,1.21,-2.69,-1.91,0.73,1.53,-9.88,-39.38,-0.13,28.19,14.14,1,0,ON
2019-08-1210:55:21.7810,1.37,0.04,1.21,0.73,1.53,-9.88,-39.38,-0.13,28.19,14.384,1,0,ON
2019-08-1210:55:21.7950,2.44,0.26,2.12,0.73,1.53,-9.88,-39.38,-0.13,28.19,14.055,1,0,ON
2019-08-1210:55:21.9400,2.44,0.26,2.12,6.59,-3.98,-12.45,-39.38,-0.13,28.19,14.214,1,0,ON
2019-08-1210:55:21.9530,2.33,-1.96,2.01,6.59,-3.98,-12.45,-39.38,-0.13,28.19,13.936,1,0,ON
2019-08-1210:55:22.1020,0.96,-2.79,-0.51,6.59,-3.98,-12.45,-39.38,-0.13,28.19,13.091,1,0,ON
2019-08-1210:55:22.2510,-0.54,-2.29,-2.14,6.59,-3.98,-12.45,-39.38,-0.13,28.19,13.297,1,0,ON
2019-08-1210:55:22.3920,-0.54,-2.29,-2.14,2.37,-9.58,-6.17,-39.38,-0.13,28.19,13.611,1,0,ON
2019-08-1210:55:22.4050,-0.54,-2.29,-2.14,2.37,-9.58,-6.17,-24.37,31.75,26.56,13.917,1,0,ON
2019-08-1210:55:22.5490,-0.72,0.38,0.4,2.37,-9.58,-6.17,-24.37,31.75,26.56,13.712,1,0,ON
2019-08-1210:55:22.5630,-0.59,0.66,0.56,2.37,-9.58,-6.17,-24.37,31.75,26.56,13.996,1,0,ON
2019-08-1210:55:22.7060,-0.59,0.66,0.56,0.46,-4.67,-8.43,-24.37,31.75,26.56,14.018,1,0,ON
2019-08-1210:55:22.8530,-0.63,0.01,0.63,0.46,-4.67,-8.43,-24.37,31.75,26.56,14.01,1,0,ON
2019-08-1210:55:22.8670,-1.05,0.03,0.02,0.46,-4.67,-8.43,-24.37,31.75,26.56,14.11,1,0,ON
2019-08-1210:55:23.0030,-0.54,0.49,0.29,0.46,-4.67,-8.43,-24.37,31.75,26.56,14.152,1,0,ON
2019-08-1210:55:23.1470,-0.38,0.79,-0.14,0.46,-4.67,-8.43,-24.37,31.75,26.56,14.168,1,0,ON
2019-08-1210:55:23.1610,-0.38,0.79,-0.14,0.46,-4.67,-8.43,-25.94,21.44,34.69,14.315,1,0,ON
2019-08-1210:55:23.3020,-0.84,1.53,0.31,0.46,-4.67,-8.43,-25.94,21.44,34.69,14.38,1,0,ON
2019-08-1210:55:23.4420,-0.84,1.53,0.31,0.46,-4.67,-8.43,-34.5,15.88,32.06,14.332,1,0,ON
2019-08-1210:55:23.4550,-0.53,2.46,-0.79,0.46,-4.67,-8.43,-34.5,15.88,32.06,14.087,1,0,ON
2019-08-1210:55:23.6020,-0.53,2.46,-0.79,4.98,-0.73,-7.85,-34.5,15.88,32.06,14.134,1,0,ON
2019-08-1210:55:23.7500,-1.37,-0.1,-0.88,4.98,-0.73,-7.85,-34.5,15.88,32.06,14.006,1,0,ON
2019-08-1210:55:23.7630,-0.75,-1.09,-1.08,4.98,-0.73,-7.85,-34.5,15.88,32.06,13.973,1,0,ON
2019-08-1210:55:23.9100,-0.75,-1.09,-1.08,6.89,3.95,-12.98,-34.5,15.88,32.06,14.134,1,0,ON
2019-08-1210:55:24.0540,3.25,0.06,4.77,6.89,3.95,-12.98,-34.5,15.88,32.06,14.301,1,0,ON
2019-08-1210:55:24.0660,1.41,-0.02,-2.66,6.89,3.95,-12.98,-34.5,15.88,32.06,13.259,1,0,ON
2019-08-1210:55:24.2080,1.42,-2.59,3.01,6.89,3.95,-12.98,-34.5,15.88,32.06,14.152,1,0,ON
2019-08-1210:55:24.3540,-0.4,-4.24,0.38,6.89,3.95,-12.98,-34.5,15.88,32.06,13.339,1,0,ON
2019-08-1210:55:24.3670,-5.87,-6.18,-7.01,6.89,3.95,-12.98,-34.5,15.88,32.06,14.461,1,0,ON
2019-08-1210:55:24.5120,-5.87,-6.18,-7.01,6.89,3.95,-12.98,-3.19,-11.69,48.75,14.05,1,0,ON
2019-08-1210:55:24.5250,-5.87,-6.18,-7.01,-9.92,4.86,-7.59,-3.19,-11.69,48.75,13.694,1,0,ON
2019-08-1210:55:24.6710,-2.73,-2.85,-0.28,-9.92,4.86,-7.59,-3.19,-11.69,48.75,13.099,1,0,ON
2019-08-1210:55:24.8160,-0.44,1.22,1.56,-9.92,4.86,-7.59,-3.19,-11.69,48.75,13.375,1,0,ON
2019-08-1210:55:24.9610,-0.44,1.22,1.56,-5.63,5.36,-9.31,-3.19,-11.69,48.75,13.853,1,0,ON
2019-08-1210:55:24.9750,4.58,8.9,3.96,-5.63,5.36,-9.31,-3.19,-11.69,48.75,14.166,1,0,ON
2019-08-1210:55:25.1200,1.58,2.47,1.73,-5.63,5.36,-9.31,-3.19,-11.69,48.75,13.97,1,0,ON
2019-08-1210:55:25.1330,2.07,-0.78,1.98,-5.63,5.36,-9.31,-3.19,-11.69,48.75,14.089,1,0,ON
2019-08-1210:55:25.2740,-0.44,-4.2,-0.98,-5.63,5.36,-9.31,-3.19,-11.69,48.75,14.001,1,0,ON
2019-08-1210:55:25.4140,-0.44,-4.2,-0.98,-0.69,-1.53,-8.04,-3.19,-11.69,48.75,14.221,1,0,ON
2019-08-1210:55:25.4280,-0.44,-4.2,-0.98,-0.69,-1.53,-8.04,5.75,-12.19,47.63,13.814,1,0,ON
2019-08-1210:55:25.5690,-0.44,-4.2,-0.98,-0.69,-1.53,-8.04,19.75,-18.56,37.88,13.479,1,0,ON
2019-08-1210:55:25.7130,-0.44,-4.2,-0.98,-4.94,2.8,1.49,19.75,-18.56,37.88,12.777,1,0,ON
2019-08-1210:55:25.7280,-1.06,4.18,3.03,-4.94,2.8,1.49,19.75,-18.56,37.88,13.404,1,0,ON
2019-08-1210:55:25.8700,4.83,3.02,2.66,-4.94,2.8,1.49,19.75,-18.56,37.88,13.007,1,0,ON
2019-08-1210:55:26.0170,5.87,2.86,0.38,-4.94,2.8,1.49,19.75,-18.56,37.88,14.266,1,0,ON
2019-08-1210:55:26.0310,5.09,1.13,-0.25,-4.94,2.8,1.49,19.75,-18.56,37.88,14.368,1,0,ON
2019-08-1210:55:26.1790,1.01,-2.85,1.02,-4.94,2.8,1.49,19.75,-18.56,37.88,13.236,1,0,ON
2019-08-1210:55:26.3220,-5.38,-4.81,0.28,-4.94,2.8,1.49,19.75,-18.56,37.88,13.752,1,0,ON
2019-08-1210:55:26.3350,-8.09,-2.54,0.49,-4.94,2.8,1.49,19.75,-18.56,37.88,14.071,1,0,ON
2019-08-1210:55:26.4800,-8.09,-2.54,0.49,-0.73,6.74,-6.21,19.75,-18.56,37.88,13.725,1,0,ON
2019-08-1210:55:26.6270,3.8,4.96,3.15,-0.73,6.74,-6.21,19.75,-18.56,37.88,14.005,1,0,ON
2019-08-1210:55:26.6410,3.8,4.96,3.15,-0.73,6.74,-6.21,-38.13,-14.13,23.19,13.88,1,0,ON
2019-08-1210:55:26.7880,2.27,2.57,2.75,-0.73,6.74,-6.21,-38.13,-14.13,23.19,13.718,1,0,ON
2019-08-1210:55:26.9340,2.27,2.57,2.75,-0.73,6.74,-6.21,-46.63,9.06,5.25,13.676,1,0,ON
2019-08-1210:55:26.9480,0.72,-1.6,-0.55,-0.73,6.74,-6.21,-46.63,9.06,5.25,14.098,1,0,ON
2019-08-1210:55:27.0850,-0.53,-6.18,-1.18,-0.73,6.74,-6.21,-46.63,9.06,5.25,14.278,1,0,ON
2019-08-1210:55:27.2320,-0.53,-6.18,-1.18,-0.73,6.74,-6.21,-31,1.94,37.06,14.353,1,0,ON
2019-08-1210:55:27.2450,1.87,0.92,-0.26,-0.73,6.74,-6.21,-31,1.94,37.06,14.123,1,0,ON
2019-08-1210:55:27.3890,-0.36,2.2,-0.71,-0.73,6.74,-6.21,-31,1.94,37.06,14.278,1,0,ON
2019-08-1210:55:27.5310,-3.25,1.91,-0.43,-0.73,6.74,-6.21,-31,1.94,37.06,14.076,1,0,ON
2019-08-1210:55:27.5440,-3.25,1.91,-0.43,-0.73,6.74,-6.21,-32.63,-12,30.69,14.133,1,0,ON
2019-08-1210:55:27.6820,-7.9,-4.88,-1.07,-0.73,6.74,-6.21,-32.63,-12,30.69,12.837,1,0,ON
2019-08-1210:55:27.8290,-7.9,-4.88,-1.07,-0.73,6.74,-6.21,-2.75,-47.38,10.75,11.401,1,0,ON
2019-08-1210:55:27.8430,-7.9,-4.88,-1.07,-0.73,6.74,-6.21,-7.5,-46.25,4.94,12.418,1,0,ON
2019-08-1210:55:27.9850,1.71,1.8,0.79,-0.73,6.74,-6.21,-7.5,-46.25,4.94,13.214,1,0,ON
2019-08-1210:55:28.1340,1.71,1.8,0.79,-5.13,6.17,-1.23,-7.5,-46.25,4.94,12.947,1,0,ON
2019-08-1210:55:28.1470,-2.52,-0.59,-1.18,-5.13,6.17,-1.23,-7.5,-46.25,4.94,13.178,1,0,ON
2019-08-1210:55:28.2940,0.25,-0.15,1.16,-5.13,6.17,-1.23,-7.5,-46.25,4.94,12.625,1,0,ON
2019-08-1210:55:28.3080,0.25,-0.15,1.16,-0.42,10,-4.1,-7.5,-46.25,4.94,13.613,1,0,ON
2019-08-1210:55:28.4560,4.03,-0.32,2.67,-0.42,10,-4.1,-7.5,-46.25,4.94,13.974,1,0,ON
2019-08-1210:55:28.6020,4.39,-7.29,-0.38,-0.42,10,-4.1,-7.5,-46.25,4.94,14.317,1,0,ON
2019-08-1210:55:28.6160,4.39,-7.29,-0.38,-3.68,0.3,-9.69,-7.5,-46.25,4.94,14.047,1,0,ON
2019-08-1210:55:28.7630,4.39,-7.29,-0.38,-4.94,-0.61,-5.02,-7.5,-46.25,4.94,13.438,1,0,ON
2019-08-1210:55:28.9030,4.39,-7.29,-0.38,-4.94,-0.61,-5.02,42.81,10.56,9.75,14.04,1,0,ON
2019-08-1210:55:28.9170,-0.01,-1.11,0.52,-4.94,-0.61,-5.02,42.81,10.56,9.75,13.37,1,0,ON
2019-08-1210:55:29.0640,-0.01,-1.11,0.52,-7.09,-0.84,7.7,42.81,10.56,9.75,13.088,1,0,ON
2019-08-1210:55:29.2090,-0.01,-1.11,0.52,-7.01,-1.84,4.06,42.81,10.56,9.75,12.822,1,0,ON
2019-08-1210:55:29.2210,-0.17,0.02,0.29,-7.01,-1.84,4.06,42.81,10.56,9.75,12.843,1,0,ON
2019-08-1210:55:29.3610,-0.17,0.02,0.29,-9.08,-1.57,4.48,42.81,10.56,9.75,12.631,1,0,ON
2019-08-1210:55:29.5020,-0.17,0.02,0.29,-7.85,-1.61,4.67,42.81,10.56,9.75,12.593,1,0,ON
2019-08-1210:55:29.5160,-0.17,0.02,0.29,-6.55,-1.49,3.91,42.81,10.56,9.75,12.748,1,0,ON
2019-08-1210:55:29.6630,-0.17,0.02,0.29,-6.55,-1.49,3.91,39.69,11.75,24.44,13.671,1,0,ON
2019-08-1210:55:29.8110,-0.12,6.28,0.15,-6.55,-1.49,3.91,39.69,11.75,24.44,14.099,1,0,ON
2019-08-1210:55:29.8240,-0.12,6.28,0.15,-2.37,-1.53,-8.5,39.69,11.75,24.44,14.233,1,0,ON
2019-08-1210:55:29.9720,-0.12,6.28,0.15,-2.37,-1.53,-8.5,-27.44,3.62,37.13,13.587,1,0,ON
2019-08-1210:55:30.1120,-0.81,4.58,-0.75,-2.37,-1.53,-8.5,-27.44,3.62,37.13,13.544,1,0,ON
2019-08-1210:55:30.1260,-3.07,1.91,-0.17,-2.37,-1.53,-8.5,-27.44,3.62,37.13,13.499,1,0,ON
2019-08-1210:55:30.2690,-2.07,0.74,0.29,-2.37,-1.53,-8.5,-27.44,3.62,37.13,13.381,1,0,ON
2019-08-1210:55:30.4140,-0.91,-1.06,0.13,-2.37,-1.53,-8.5,-27.44,3.62,37.13,13.502,1,0,ON
2019-08-1210:55:30.4280,2.71,-1.12,2.74,-2.37,-1.53,-8.5,-27.44,3.62,37.13,14.034,1,0,ON
2019-08-1210:55:30.5710,5.25,-0.48,3.2,-2.37,-1.53,-8.5,-27.44,3.62,37.13,13.35,1,0,ON
2019-08-1210:55:30.7120,2.95,-0.38,-2.52,-2.37,-1.53,-8.5,-27.44,3.62,37.13,12.459,1,0,ON
2019-08-1210:55:30.7260,2.95,-0.38,-2.52,-2.37,-1.53,-8.5,-44.63,14.63,-6.25,12.945,1,0,ON
2019-08-1210:55:30.8710,-0.11,-0.53,-0.81,-2.37,-1.53,-8.5,-44.63,14.63,-6.25,13.354,1,0,ON
2019-08-1210:55:31.0180,-0.11,-0.53,-0.81,-2.37,-1.53,-8.5,-46.88,7.75,1.94,13.275,1,0,ON
2019-08-1210:55:31.0310,-0.11,-0.53,-0.81,-2.37,-1.53,-8.5,-46.5,11,0.25,13.266,1,0,ON
2019-08-1210:55:31.1720,1.5,-0.97,0.11,-2.37,-1.53,-8.5,-46.5,11,0.25,12.573,1,0,ON
2019-08-1210:55:31.3160,4.22,-0.44,0.65,-2.37,-1.53,-8.5,-46.5,11,0.25,11.863,1,0,ON
2019-08-1210:55:31.3290,4.22,-0.44,0.65,8.46,-6.21,0,-46.5,11,0.25,12.107,1,0,ON
2019-08-1210:55:31.4720,1.67,0,-0.13,8.46,-6.21,0,-46.5,11,0.25,11.86,1,0,ON
2019-08-1210:55:31.4840,1.67,0,-0.13,10.61,-7.47,4.33,-46.5,11,0.25,12.07,1,0,ON
2019-08-1210:55:31.6310,0.07,1.15,-0.94,10.61,-7.47,4.33,-46.5,11,0.25,12.442,1,0,ON
2019-08-1210:55:31.7680,0.07,1.15,-0.94,10.61,-7.47,4.33,-40.25,-4.69,-21.19,12.632,1,0,ON
2019-08-1210:55:31.9080,0.07,1.15,-0.94,10.61,-7.47,4.33,-32,-11.25,-25.44,13.596,1,0,ON
2019-08-1210:55:31.9210,0.07,1.15,-0.94,10.61,-7.47,4.33,-35.13,-27.37,-13.5,12.967,1,0,ON
2019-08-1210:55:32.0580,0.07,1.15,-0.94,10.61,-7.47,4.33,-33,-30.62,-8.63,12.456,1,0,ON
2019-08-1210:55:32.2000,0.07,1.15,-0.94,8.89,1.84,1.68,-33,-30.62,-8.63,11.913,1,0,ON
2019-08-1210:55:32.2130,0.02,-0.16,0.15,8.89,1.84,1.68,-33,-30.62,-8.63,11.97,1,0,ON
2019-08-1210:55:32.3510,0.02,0,0.03,8.89,1.84,1.68,-33,-30.62,-8.63,11.935,1,0,ON
2019-08-1210:55:32.4870,-0.03,-0.01,0.24,8.89,1.84,1.68,-33,-30.62,-8.63,12.001,1,0,ON
2019-08-1210:55:32.5000,-0.03,-0.01,0.24,9.31,1,2.22,-33,-30.62,-8.63,11.969,1,0,ON
2019-08-1210:55:32.6380,0.07,0.1,-0.08,9.31,1,2.22,-33,-30.62,-8.63,11.939,1,0,ON
2019-08-1210:55:32.7780,0.07,0.1,-0.08,9.31,1,2.22,-35.88,-30.5,-8.5,11.947,1,0,ON
2019-08-1210:55:32.7920,0.07,0.1,-0.08,9.31,1,2.22,-35.19,-27.62,-6.06,11.95,1,0,ON
2019-08-1210:55:32.9300,0.07,0.1,-0.08,9,1.91,1.65,-35.19,-27.62,-6.06,11.949,1,0,ON
2019-08-1210:55:33.0690,0.07,0.1,-0.08,9,1.91,1.65,-34.13,-29.75,-6.06,11.949,1,0,ON
2019-08-1210:55:33.0830,-0.04,-0.05,-0.01,9,1.91,1.65,-34.13,-29.75,-6.06,11.951,1,0,ON
2019-08-1210:55:33.2200,-0.04,-0.05,-0.01,9.08,1.8,1.61,-34.13,-29.75,-6.06,11.952,1,0,ON
2019-08-1210:55:33.3630,0.02,-0.03,0.01,9.08,1.8,1.61,-34.13,-29.75,-6.06,11.955,1,0,ON
2019-08-1210:55:33.3770,-0.11,-0.08,0.06,9.08,1.8,1.61,-34.13,-29.75,-6.06,11.955,1,0,ON
2019-08-1210:55:33.5130,-0.13,-0.09,0.08,9.08,1.8,1.61,-34.13,-29.75,-6.06,11.959,1,0,ON
