Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2,CAP_STATUS
2019-08-1411:38:14.2510,0.03,0.05,0.09,0.66,3.62,-12.02,-53.13,32.06,35.75,12.344,1,0,ON,
2019-08-1411:38:14.3410,0.03,0.05,0.09,0.66,3.62,-12.02,-51.69,34.94,12.94,12.369,1,0,ON,
2019-08-1411:38:14.4310,0.03,0.05,0.09,0.66,3.62,-12.02,-53.81,33.81,17.87,12.368,1,0,ON,
2019-08-1411:38:14.5510,0.03,0.05,0.09,0.97,-0.09,-9.69,-53.81,33.81,12.94,12.369,1,0,ON,
2019-08-1411:38:14.6410,-0.0,0.0,0.01,0.97,-0.09,-9.69,-53.81,33.81,12.94,12.37,1,0,ON,
2019-08-1411:38:14.7610,0.0,0.0,0.0,0.97,-0.09,-9.69,-53.81,33.81,12.94,12.37,1,0,ON,
2019-08-1411:38:14.8510,0.0,-0.0,0.0,0.97,-0.09,-9.69,-53.81,33.81,12.94,12.369,1,0,ON,
2019-08-1411:38:14.9410,0.0,-0.0,0.0,0.97,-0.09,-9.69,-53.81,33.81,12.94,12.369,1,0,ON,
2019-08-1411:38:15.0310,0.0,-0.0,0.0,0.97,-0.13,-9.73,-53.81,33.81,12.94,12.37,1,0,ON,
2019-08-1411:38:15.1510,0.0,-0.0,0.0,0.97,-0.13,-9.73,-53.81,33.81,12.94,12.369,1,0,ON,
2019-08-1411:38:15.2700,0.0,0.0,0.0,0.97,-0.13,-9.73,-53.81,33.81,12.94,12.37,1,0,ON,
2019-08-1411:38:15.3310,0.0,0.0,0.0,0.97,-0.13,-9.73,-53.81,33.81,12.94,12.37,1,0,ON,
2019-08-1411:38:15.4210,0.0,0.0,0.0,0.97,-0.13,-9.73,-52.38,32.44,12.94,12.367,1,0,ON,
2019-08-1411:38:15.5410,0.0,0.0,0.0,0.97,-0.13,-9.73,-52.38,32.44,14.25,12.37,1,0,ON,
2019-08-1411:38:15.6310,0.0,0.0,0.0,0.97,-0.13,-9.73,-53.81,33.13,14.25,12.366,1,0,ON,
2019-08-1411:38:15.7510,0.0,0.0,0.0,0.97,-0.13,-9.73,-53.13,34.19,14.25,12.369,1,0,ON,
2019-08-1411:38:15.8410,0.0,0.0,0.0,0.97,-0.13,-9.73,-53.13,34.19,14.25,12.36,1,0,ON,
2019-08-1411:38:15.9310,-3.31,-6.63,1.15,0.97,-0.13,-9.73,-53.13,34.19,14.25,12.039,1,0,ON,
2019-08-1411:38:16.0210,-4.14,1.62,-2.81,0.97,-0.13,-9.73,-53.13,34.19,14.25,11.726,1,0,ON,
2019-08-1411:38:16.1410,-4.14,1.62,-2.81,1.08,9.1,-11.22,-53.13,34.19,14.25,11.851,0,1,ON,
2019-08-1411:38:16.2310,-4.14,1.62,-2.81,1.08,9.1,-11.22,-14.31,-29.94,14.25,11.69,1,0,ON,
2019-08-1411:38:16.3510,-1.02,-0.58,-4.21,1.08,9.1,-11.22,-14.31,-29.94,30.12,12.072,1,0,ON,
2019-08-1411:38:16.4110,-1.02,-0.58,-4.21,-7.84,-4.46,-4.4,-14.31,-29.94,30.12,11.981,0,1,ON,
2019-08-1411:38:16.5310,-1.02,-0.58,-4.21,-7.84,-4.46,-4.4,62.25,23.44,30.12,11.573,0,1,ON,
2019-08-1411:38:16.6210,0.11,-0.38,0.88,-7.84,-4.46,-4.4,62.25,23.44,26.12,11.607,0,1,ON,
2019-08-1411:38:16.7410,1.21,-1.53,10.52,-7.84,-4.46,-4.4,62.25,23.44,26.12,11.754,1,1,ON,
2019-08-1411:38:16.8310,-0.43,-1.26,6.29,-7.84,-4.46,-4.4,62.25,23.44,26.12,11.674,1,1,ON,
2019-08-1411:38:16.9210,-0.43,-1.26,6.29,-5.66,4.85,-3.67,62.25,23.44,26.12,11.092,1,0,ON,
2019-08-1411:38:17.0110,1.28,-0.71,-2.84,-5.66,4.85,-3.67,62.25,23.44,26.12,11.066,1,0,ON,
2019-08-1411:38:17.1310,1.28,-0.71,-2.84,-9.22,-1.47,-3.14,62.25,23.44,26.12,10.847,1,1,ON,
2019-08-1411:38:17.2220,1.28,-0.71,-2.84,-9.22,-1.47,-3.14,65.5,6.56,26.12,11.133,0,1,ON,
2019-08-1411:38:17.3410,-0.29,-0.55,4.39,-9.22,-1.47,-3.14,65.5,6.56,4.5,11.188,1,1,ON,
2019-08-1411:38:17.4310,-0.29,-0.55,4.39,-9.22,-1.47,-3.14,-16.94,-13.94,4.5,11.206,0,1,ON,
2019-08-1411:38:17.5210,-0.29,-0.55,4.39,-9.22,-1.47,-3.14,-18.94,21.19,-20.87,10.16,1,1,ON,
2019-08-1411:38:17.6410,1.03,-1.64,-3.3,-9.22,-1.47,-3.14,-18.94,21.19,-23.62,10.456,1,1,ON,
2019-08-1411:38:17.7310,-0.05,-0.89,-3.68,-9.22,-1.47,-3.14,-18.94,21.19,-23.62,9.83,1,1,ON,
2019-08-1411:38:17.8210,-0.44,-0.26,-1.0,-9.22,-1.47,-3.14,-18.94,21.19,-23.62,9.891,1,1,ON,
2019-08-1411:38:17.9110,-0.44,-0.26,-1.0,-3.59,8.87,-1.57,-18.94,21.19,-23.62,9.96,1,1,ON,
2019-08-1411:38:18.0010,0.16,1.56,7.98,-3.59,8.87,-1.57,-18.94,21.19,-23.62,10.156,1,1,ON,
2019-08-1411:38:18.1210,-2.13,-2.29,-1.13,-3.59,8.87,-1.57,-18.94,21.19,-23.62,10.447,1,1,ON,
2019-08-1411:38:18.2110,-0.4,-2.82,-2.03,-3.59,8.87,-1.57,-18.94,21.19,-23.62,9.874,1,1,ON,
2019-08-1411:38:18.3310,0.01,-1.84,-1.45,-3.59,8.87,-1.57,-18.94,21.19,-23.62,10.864,1,1,ON,
2019-08-1411:38:18.4210,0.01,-1.84,-1.45,-3.59,8.87,-1.57,-23.75,-0.69,-23.62,10.787,1,1,ON,
2019-08-1411:38:18.5110,0.01,-1.84,-1.45,-3.59,8.87,-1.57,-12.56,-1.31,-47.25,10.89,1,1,ON,
2019-08-1411:38:18.6010,0.01,-1.84,-1.45,-2.06,9.02,-3.98,-12.56,-1.31,-37.38,10.892,1,1,ON,
2019-08-1411:38:18.7210,0.87,-0.52,-0.17,-2.06,9.02,-3.98,-12.56,-1.31,-37.38,10.981,1,1,ON,
2019-08-1411:38:18.8110,1.14,-0.37,-0.12,-2.06,9.02,-3.98,-12.56,-1.31,-37.38,11.233,1,1,ON,
2019-08-1411:38:18.9010,3.75,-0.43,-1.18,-2.06,9.02,-3.98,-12.56,-1.31,-37.38,11.464,1,1,ON,
2019-08-1411:38:18.9910,2.71,-2.25,-2.13,-2.06,9.02,-3.98,-12.56,-1.31,-37.38,11.588,1,1,ON,
2019-08-1411:38:19.1110,2.71,-2.25,-2.13,-6.7,2.02,-2.91,-12.56,-1.31,-37.38,11.622,1,1,ON,
2019-08-1411:38:19.2010,-0.84,1.12,0.04,-6.7,2.02,-2.91,-12.56,-1.31,-37.38,11.193,1,1,ON,
2019-08-1411:38:19.3210,-1.14,-0.03,-0.59,-6.7,2.02,-2.91,-12.56,-1.31,-37.38,11.55,1,1,ON,
2019-08-1411:38:19.4110,-1.14,-0.03,-0.59,-6.7,2.02,-2.91,21.0,31.19,-37.38,11.653,1,1,ON,
2019-08-1411:38:19.5020,-1.14,-0.03,-0.59,-6.7,2.02,-2.91,19.62,27.31,-27.5,11.747,1,1,ON,
2019-08-1411:38:19.5910,-1.14,-0.03,-0.59,-12.32,2.32,-13.79,19.62,27.31,-21.81,11.815,1,1,ON,
2019-08-1411:38:19.7110,2.22,4.4,-1.85,-12.32,2.32,-13.79,19.62,27.31,-21.81,11.849,1,1,ON,
2019-08-1411:38:19.8010,2.22,4.4,-1.85,-8.95,2.02,-9.96,19.62,27.31,-21.81,11.858,1,1,ON,
2019-08-1411:38:19.8910,2.22,4.4,-1.85,-1.21,-0.82,-4.9,19.62,27.31,-21.81,11.933,1,1,ON,
2019-08-1411:38:19.9810,3.64,6.42,-2.68,-1.21,-0.82,-4.9,19.62,27.31,-21.81,11.937,1,1,ON,
2019-08-1411:38:20.1010,2.0,3.51,-0.34,-1.21,-0.82,-4.9,19.62,27.31,-21.81,12.175,1,1,ON,
2019-08-1411:38:20.1910,2.0,3.51,-0.34,2.23,3.39,8.85,19.62,27.31,-21.81,12.207,1,1,ON,
2019-08-1411:38:20.3110,0.75,1.97,-0.34,2.23,3.39,8.85,19.62,27.31,-21.81,12.171,1,1,ON,
2019-08-1411:38:20.4010,0.32,1.33,-0.25,2.23,3.39,8.85,19.62,27.31,-21.81,11.26,1,1,ON,
2019-08-1411:38:20.4910,0.32,1.33,-0.25,2.23,3.39,8.85,4.19,-1.87,-21.81,11.143,1,1,ON,
2019-08-1411:38:20.5810,0.32,1.33,-0.25,2.23,3.39,8.85,3.44,-2.62,-117.25,11.126,1,1,ON,
2019-08-1411:38:20.7010,0.32,1.33,-0.25,2.23,3.39,8.85,7.0,-1.12,-119.87,11.11,1,1,ON,
2019-08-1411:38:20.7910,0.32,1.33,-0.25,2.23,3.39,8.85,7.25,-1.87,-116.31,11.107,1,1,ON,
2019-08-1411:38:20.9110,0.32,1.33,-0.25,2.23,3.39,8.85,9.0,-3.25,-119.87,11.107,1,1,ON,
2019-08-1411:38:21.0000,0.06,0.12,-0.06,2.23,3.39,8.85,9.0,-3.25,-115.44,11.116,1,1,ON,
2019-08-1411:38:21.0910,0.11,0.09,-0.03,2.23,3.39,8.85,9.0,-3.25,-115.44,11.094,1,1,ON,
2019-08-1411:38:21.1810,-0.11,-0.04,-0.13,2.23,3.39,8.85,9.0,-3.25,-115.44,11.08,1,1,ON,
2019-08-1411:38:21.3010,-0.11,-0.04,-0.13,0.59,2.59,8.97,9.0,-3.25,-115.44,11.089,1,1,ON,
2019-08-1411:38:21.3910,-0.02,0.03,-0.0,0.59,2.59,8.97,9.0,-3.25,-115.44,11.102,1,1,ON,
2019-08-1411:38:21.4810,0.13,0.06,-0.08,0.59,2.59,8.97,9.0,-3.25,-115.44,11.121,1,1,ON,
2019-08-1411:38:21.5710,0.1,0.13,-0.1,0.59,2.59,8.97,9.0,-3.25,-115.44,11.133,1,1,ON,
2019-08-1411:38:21.7210,0.1,0.13,-0.1,0.59,2.59,8.97,11.44,-1.81,-115.44,11.16,1,1,ON,
2019-08-1411:38:21.8110,0.1,0.13,-0.1,0.59,2.59,8.97,10.06,-1.81,-112.37,11.184,1,1,ON,
2019-08-1411:38:21.9010,0.1,0.13,-0.1,0.59,2.59,8.97,11.81,-1.44,-116.31,11.205,1,1,ON,
2019-08-1411:38:21.9910,-0.05,-0.13,0.06,0.59,2.59,8.97,11.81,-1.44,-113.25,11.21,1,1,ON,
2019-08-1411:38:22.0810,-0.01,0.02,-0.01,0.59,2.59,8.97,11.81,-1.44,-113.25,11.218,1,1,ON,
2019-08-1411:38:22.1710,-0.01,0.02,-0.01,0.13,2.97,9.01,11.81,-1.44,-113.25,11.224,1,1,ON,
2019-08-1411:38:22.2910,-0.01,0.02,-0.01,-0.03,3.09,9.31,11.81,-1.44,-113.25,11.223,1,1,ON,
2019-08-1411:38:22.3810,-0.01,0.02,-0.01,-0.03,3.09,9.31,11.06,-4.69,-113.25,11.233,1,1,ON,
2019-08-1411:38:22.4720,-0.02,0.0,0.0,-0.03,3.09,9.31,11.06,-4.69,-116.31,11.253,1,1,ON,
2019-08-1411:38:22.5610,-0.02,0.0,0.0,-0.03,3.09,9.31,11.06,-4.31,-116.31,11.264,1,1,ON,
2019-08-1411:38:22.6810,-0.02,0.01,0.0,-0.03,3.09,9.31,11.06,-4.31,-117.19,11.268,1,1,ON,
2019-08-1411:38:22.7710,-0.02,0.01,0.0,-0.03,3.09,9.31,10.06,-4.69,-117.19,11.275,1,1,ON,
2019-08-1411:38:22.8920,-0.02,0.01,0.0,-0.03,3.09,9.31,12.13,-1.81,-115.44,11.289,1,1,ON,
2019-08-1411:38:22.9810,0.04,-0.0,-0.02,-0.03,3.09,9.31,12.13,-1.81,-113.69,11.3,1,1,ON,
2019-08-1411:38:23.0700,0.01,-0.14,0.1,-0.03,3.09,9.31,12.13,-1.81,-113.69,11.313,1,1,ON,
2019-08-1411:38:23.1600,-0.05,-0.03,0.06,-0.03,3.09,9.31,12.13,-1.81,-113.69,11.32,1,1,ON,
2019-08-1411:38:23.2810,-0.08,-0.15,0.1,-0.03,3.09,9.31,12.13,-1.81,-113.69,11.355,1,1,ON,
2019-08-1411:38:23.3710,-0.08,-0.15,0.1,0.35,2.42,9.04,12.13,-1.81,-113.69,11.377,1,1,ON,
2019-08-1411:38:23.4610,-0.02,-0.14,0.04,0.35,2.42,9.04,12.13,-1.81,-113.69,11.393,1,1,ON,
2019-08-1411:38:23.5500,-0.04,-0.09,0.05,0.35,2.42,9.04,12.13,-1.81,-113.69,11.398,1,1,ON,
2019-08-1411:38:23.6710,-0.04,-0.09,0.05,0.35,2.42,9.04,9.06,-0.75,-113.69,11.409,1,1,ON,
2019-08-1411:38:23.7610,-0.03,0.05,0.08,0.35,2.42,9.04,9.06,-0.75,-115.0,8.791,1,1,ON,
2019-08-1411:38:23.8810,-0.05,-0.04,-0.04,0.35,2.42,9.04,9.06,-0.75,-115.0,8.798,1,1,ON,
2019-08-1411:38:23.9700,-0.05,-0.04,-0.04,1.23,2.27,9.2,9.06,-0.75,-115.0,8.804,1,1,ON,
2019-08-1411:38:24.0610,-0.05,-0.04,-0.04,0.92,2.34,9.46,9.06,-0.75,-115.0,8.826,1,1,ON,
2019-08-1411:38:24.1510,-0.08,-0.07,-0.06,0.92,2.34,9.46,9.06,-0.75,-115.0,8.831,1,1,ON,
2019-08-1411:38:24.2710,-0.07,-0.09,-0.01,0.92,2.34,9.46,9.06,-0.75,-115.0,11.557,1,1,ON,
2019-08-1411:38:24.3610,-0.05,0.01,-0.08,0.92,2.34,9.46,9.06,-0.75,-115.0,11.575,1,1,ON,
2019-08-1411:38:24.4510,-0.03,-0.07,0.12,0.92,2.34,9.46,9.06,-0.75,-115.0,11.576,1,1,ON,
2019-08-1411:38:24.5410,-0.17,-0.09,0.17,0.92,2.34,9.46,9.06,-0.75,-115.0,11.556,1,1,ON,
2019-08-1411:38:24.6610,-0.17,-0.09,0.17,0.92,2.34,9.46,6.25,2.06,-115.0,11.311,1,1,ON,
2019-08-1411:38:24.7510,-0.95,-0.7,-0.19,0.92,2.34,9.46,6.25,2.06,-119.44,11.058,1,1,ON,
2019-08-1411:38:24.8710,-0.61,-1.09,-0.33,0.92,2.34,9.46,6.25,2.06,-119.44,10.925,1,1,ON,
2019-08-1411:38:24.9610,-0.61,-1.09,-0.33,3.49,-0.18,8.01,6.25,2.06,-119.44,10.907,1,1,ON,
2019-08-1411:38:25.0510,0.1,0.04,-0.06,3.49,-0.18,8.01,6.25,2.06,-119.44,10.881,1,1,ON,
2019-08-1411:38:25.1410,0.09,0.18,-0.0,3.49,-0.18,8.01,6.25,2.06,-119.44,10.872,1,1,ON,
2019-08-1411:38:25.2610,0.21,0.63,-0.09,3.49,-0.18,8.01,6.25,2.06,-119.44,10.896,1,1,ON,
2019-08-1411:38:25.3510,0.08,0.78,-0.19,3.49,-0.18,8.01,6.25,2.06,-119.44,10.92,1,1,ON,
2019-08-1411:38:25.4410,0.14,0.31,-0.08,3.49,-0.18,8.01,6.25,2.06,-119.44,10.916,1,1,ON,
2019-08-1411:38:25.5610,-0.07,0.48,-0.04,3.49,-0.18,8.01,6.25,2.06,-119.44,10.939,1,1,ON,
2019-08-1411:38:25.6510,-0.07,0.48,-0.04,3.49,-0.18,8.01,9.69,12.69,-119.44,10.93,1,1,ON,
2019-08-1411:38:25.7410,-0.07,0.48,-0.04,1.0,-0.45,9.58,9.69,12.69,-123.69,10.933,1,1,ON,
2019-08-1411:38:25.8610,-0.07,0.48,-0.04,0.66,-0.41,9.96,9.69,12.69,-123.69,10.963,1,1,ON,
2019-08-1411:38:25.9510,-0.07,0.48,-0.04,0.66,-0.41,9.96,9.63,9.13,-123.69,10.973,1,1,ON,
2019-08-1411:38:26.0410,0.02,0.01,0.0,0.66,-0.41,9.96,9.63,9.13,-125.0,10.997,1,1,ON,
2019-08-1411:38:26.1310,-0.01,0.18,-0.01,0.66,-0.41,9.96,9.63,9.13,-125.0,11.011,1,1,ON,
2019-08-1411:38:26.2510,0.04,-0.04,0.02,0.66,-0.41,9.96,9.63,9.13,-125.0,11.019,1,1,ON,
2019-08-1411:38:26.3410,0.02,0.0,-0.04,0.66,-0.41,9.96,9.63,9.13,-125.0,11.03,1,1,ON,
2019-08-1411:38:26.4610,0.07,-0.04,0.0,0.66,-0.41,9.96,9.63,9.13,-125.0,11.074,1,1,ON,
2019-08-1411:38:26.5510,0.06,-0.04,-0.04,0.66,-0.41,9.96,9.63,9.13,-125.0,11.12,1,1,ON,
2019-08-1411:38:26.6410,0.02,0.07,0.04,0.66,-0.41,9.96,9.63,9.13,-125.0,11.164,1,1,ON,
2019-08-1411:38:26.7310,0.02,0.07,0.04,0.69,-0.49,9.65,9.63,9.13,-125.0,11.209,1,1,ON,
2019-08-1411:38:26.8510,0.02,0.07,0.04,0.69,-0.49,9.65,13.13,10.19,-125.0,11.222,1,1,ON,
2019-08-1411:38:26.9710,0.02,0.07,0.04,0.69,-0.49,9.65,11.69,8.44,-121.87,11.216,1,1,ON,
2019-08-1411:38:27.0310,0.02,0.07,0.04,0.69,-0.49,9.65,13.81,11.63,-126.75,8.8,1,1,ON,
2019-08-1411:38:27.1210,-0.05,-0.09,-0.01,0.69,-0.49,9.65,13.81,11.63,-123.62,8.92,1,1,ON,
2019-08-1411:38:27.2410,-0.08,-0.22,0.06,0.69,-0.49,9.65,13.81,11.63,-123.62,11.364,1,1,ON,
2019-08-1411:38:27.3310,-0.06,-0.14,0.03,0.69,-0.49,9.65,13.81,11.63,-123.62,11.403,1,1,ON,
2019-08-1411:38:27.4510,-0.01,0.07,0.05,0.69,-0.49,9.65,13.81,11.63,-123.62,11.548,1,1,ON,
2019-08-1411:38:27.5410,-0.01,0.07,0.05,0.73,-0.53,9.61,13.81,11.63,-123.62,11.623,1,1,ON,
2019-08-1411:38:27.6310,-0.01,0.07,0.05,0.66,-0.45,9.73,13.81,11.63,-123.62,12.082,1,1,ON,
2019-08-1411:38:27.7210,-0.01,0.07,0.05,0.66,-0.45,9.73,9.94,9.06,-123.62,12.248,1,1,ON,
2019-08-1411:38:27.8400,-0.01,0.07,0.05,0.66,-0.45,9.73,11.38,12.0,-128.56,11.732,1,1,ON,
2019-08-1411:38:27.9310,-0.01,0.07,0.05,0.66,-0.45,9.73,8.56,10.56,-124.06,11.552,1,1,ON,
2019-08-1411:38:28.0510,-0.01,0.07,0.05,0.66,-0.45,9.73,4.81,12.63,-127.25,11.212,1,1,ON,
2019-08-1411:38:28.1110,-0.01,0.07,0.05,4.95,-0.03,7.16,4.81,12.63,-125.06,11.042,1,1,ON,
2019-08-1411:38:28.2310,-0.01,0.07,0.05,7.24,0.81,5.94,4.81,12.63,-125.06,10.831,1,1,ON,
2019-08-1411:38:28.3210,-0.01,0.07,0.05,6.02,-0.22,4.83,4.81,12.63,-125.06,10.748,1,1,ON,
2019-08-1411:38:28.4410,-0.61,-1.26,1.56,6.02,-0.22,4.83,4.81,12.63,-125.06,10.666,1,1,ON,
2019-08-1411:38:28.5310,-1.45,-2.43,1.79,6.02,-0.22,4.83,4.81,12.63,-125.06,10.587,1,1,ON,
2019-08-1411:38:28.6270,-2.56,-2.77,2.37,6.02,-0.22,4.83,4.81,12.63,-125.06,10.218,1,1,ON,
2019-08-1411:38:28.7110,-2.56,-2.77,2.37,6.02,-0.22,4.83,-35.75,44.13,-125.06,10.569,1,1,ON,
2019-08-1411:38:28.8310,-5.36,-0.55,1.4,6.02,-0.22,4.83,-35.75,44.13,-78.69,12.146,1,1,ON,
2019-08-1411:38:28.9210,-5.36,-0.55,1.4,6.02,-0.22,4.83,-25.31,40.94,-78.69,12.144,1,1,ON,
2019-08-1411:38:29.0110,-5.36,-0.55,1.4,6.02,-0.22,4.83,-21.44,32.88,-37.69,12.126,1,1,ON,
2019-08-1411:38:29.1010,-5.36,-0.55,1.4,-0.84,-0.64,-12.6,-21.44,32.88,-25.75,12.146,1,1,ON,
2019-08-1411:38:29.2210,1.54,0.89,0.93,-0.84,-0.64,-12.6,-21.44,32.88,-25.75,12.181,1,1,ON,
2019-08-1411:38:29.3110,0.77,0.52,2.46,-0.84,-0.64,-12.6,-21.44,32.88,-25.75,12.165,1,1,ON,
2019-08-1411:38:29.4310,0.3,0.08,0.81,-0.84,-0.64,-12.6,-21.44,32.88,-25.75,12.121,1,1,ON,
2019-08-1411:38:29.5210,-0.19,-1.6,0.55,-0.84,-0.64,-12.6,-21.44,32.88,-25.75,12.098,1,1,ON,
2019-08-1411:38:29.6110,-1.14,-0.4,0.37,-0.84,-0.64,-12.6,-21.44,32.88,-25.75,12.082,1,1,ON,
2019-08-1411:38:29.7010,-0.75,-0.45,-0.14,-0.84,-0.64,-12.6,-21.44,32.88,-25.75,12.11,1,1,ON,
2019-08-1411:38:29.8210,-0.56,-0.57,-0.33,-0.84,-0.64,-12.6,-21.44,32.88,-25.75,12.072,1,1,ON,
2019-08-1411:38:29.9110,-0.36,0.29,-0.39,-0.84,-0.64,-12.6,-21.44,32.88,-25.75,12.027,1,1,ON,
2019-08-1411:38:30.0010,-1.0,0.35,-0.4,-0.84,-0.64,-12.6,-21.44,32.88,-25.75,12.007,1,1,ON,
2019-08-1411:38:30.0910,-1.0,0.35,-0.4,-3.56,3.41,-8.01,-21.44,32.88,-25.75,11.979,1,1,ON,
2019-08-1411:38:30.2110,-1.0,0.35,-0.4,-3.79,3.3,-7.82,-21.44,32.88,-25.75,11.932,1,1,ON,
2019-08-1411:38:30.3010,-1.88,-0.25,-0.03,-3.79,3.3,-7.82,-21.44,32.88,-25.75,11.925,1,1,ON,
2019-08-1411:38:30.4510,-1.88,-0.25,-0.03,-3.79,3.3,-7.82,-9.69,16.56,-25.75,11.785,1,1,ON,
2019-08-1411:38:30.5110,-2.59,2.97,2.65,-3.79,3.3,-7.82,-9.69,16.56,-26.69,11.724,1,1,ON,
2019-08-1411:38:30.6010,0.01,1.35,1.9,-3.79,3.3,-7.82,-9.69,16.56,-26.69,11.482,1,1,ON,
2019-08-1411:38:30.6910,0.51,1.07,0.84,-3.79,3.3,-7.82,-9.69,16.56,-26.69,11.489,1,1,ON,
2019-08-1411:38:30.8100,0.51,1.07,0.84,-3.79,3.3,-7.82,-51.44,32.38,-26.69,11.324,1,1,ON,
2019-08-1411:38:30.9010,-0.19,0.15,0.44,-3.79,3.3,-7.82,-51.44,32.38,6.81,11.401,1,1,ON,
2019-08-1411:38:30.9910,-0.47,1.04,0.87,-3.79,3.3,-7.82,-51.44,32.38,6.81,11.477,1,1,ON,
2019-08-1411:38:31.0810,-0.47,1.04,0.87,-3.79,3.3,-7.82,-39.5,35.56,6.81,11.325,1,1,ON,
2019-08-1411:38:31.2010,-1.14,3.48,7.09,-3.79,3.3,-7.82,-39.5,35.56,-3.5,11.203,0,1,ON,
2019-08-1411:38:31.2910,0.26,1.57,4.21,-3.79,3.3,-7.82,-39.5,35.56,-3.5,10.768,1,1,ON,
2019-08-1411:38:31.4110,0.48,-0.74,-2.54,-3.79,3.3,-7.82,-39.5,35.56,-3.5,9.731,0,1,OFF,
2019-08-1411:38:31.5010,2.72,-4.35,-13.92,-3.79,3.3,-7.82,-39.5,35.56,-3.5,11.093,0,1,ON,
2019-08-1411:38:31.5910,4.87,0.81,-12.99,-3.79,3.3,-7.82,-39.5,35.56,-3.5,11.707,0,1,ON,
2019-08-1411:38:31.6810,4.87,0.81,-12.99,-5.78,-0.11,-7.28,-39.5,35.56,-3.5,11.847,0,1,ON,
2019-08-1411:38:31.8010,4.87,0.81,-12.99,-6.05,-2.79,-6.55,-39.5,35.56,-3.5,11.897,0,1,ON,
2019-08-1411:38:31.8910,4.87,0.81,-12.99,-6.24,-2.02,-7.24,-39.5,35.56,-3.5,11.861,0,1,ON,
2019-08-1411:38:32.0100,4.87,0.81,-12.99,-5.97,2.57,-7.05,-39.5,35.56,-3.5,11.975,0,1,ON,
2019-08-1411:38:32.1010,4.87,0.81,-12.99,-5.97,2.57,-7.05,20.75,15.88,-3.5,11.863,0,1,ON,
2019-08-1411:38:32.1900,4.87,0.81,-12.99,-5.97,2.57,-7.05,22.25,26.19,19.06,11.759,0,1,ON,
2019-08-1411:38:32.2810,1.03,-0.75,-2.61,-5.97,2.57,-7.05,22.25,26.19,25.31,11.977,0,1,ON,
2019-08-1411:38:32.4010,3.46,-0.45,-0.39,-5.97,2.57,-7.05,22.25,26.19,25.31,11.868,0,1,ON,
2019-08-1411:38:32.4910,4.34,-1.32,4.59,-5.97,2.57,-7.05,22.25,26.19,25.31,12.022,0,1,ON,
2019-08-1411:38:32.5810,1.07,3.62,8.19,-5.97,2.57,-7.05,22.25,26.19,25.31,11.702,0,1,ON,
2019-08-1411:38:32.6710,1.07,3.62,8.19,-3.64,2.0,-14.06,22.25,26.19,25.31,11.855,0,1,ON,
2019-08-1411:38:32.7910,0.98,3.54,-1.0,-3.64,2.0,-14.06,22.25,26.19,25.31,12.144,0,1,ON,
2019-08-1411:38:32.9110,0.98,3.54,-1.0,-0.84,1.23,-9.12,22.25,26.19,25.31,12.2,0,1,ON,
2019-08-1411:38:33.0010,0.98,3.54,-1.0,-0.84,1.23,-9.12,-11.31,82.81,25.31,12.17,0,1,ON,
2019-08-1411:38:33.0910,0.98,3.54,-1.0,-0.84,1.23,-9.12,-7.19,85.69,7.37,12.201,0,1,ON,
2019-08-1411:38:33.1810,0.98,3.54,-1.0,-0.84,1.23,-9.12,-8.56,84.25,5.69,12.233,0,1,ON,
2019-08-1411:38:33.2710,0.98,3.54,-1.0,0.85,-0.07,-9.69,-8.56,84.25,7.44,12.322,0,1,ON,
2019-08-1411:38:33.4210,0.01,0.01,0.0,0.85,-0.07,-9.69,-8.56,84.25,7.44,12.34,0,1,ON,
2019-08-1411:38:33.4810,0.0,0.0,0.0,0.85,-0.07,-9.69,-8.56,84.25,7.44,12.342,0,1,ON,
2019-08-1411:38:33.5710,0.01,-0.0,-0.0,0.85,-0.07,-9.69,-8.56,84.25,7.44,12.342,0,1,ON,
2019-08-1411:38:33.6600,-0.0,-0.0,0.0,0.85,-0.07,-9.69,-8.56,84.25,7.44,12.342,0,1,ON,
2019-08-1411:38:33.7810,-0.0,-0.0,0.0,0.96,-0.11,-9.69,-8.56,84.25,7.44,12.341,0,1,ON,
2019-08-1411:38:33.8710,-0.0,-0.01,0.0,0.96,-0.11,-9.69,-8.56,84.25,7.44,12.341,0,1,ON,
2019-08-1411:38:33.9910,0.0,-0.0,0.0,0.96,-0.11,-9.69,-8.56,84.25,7.44,12.34,0,1,ON,
2019-08-1411:38:34.0840,0.0,-0.0,0.0,0.96,-0.11,-9.69,-8.94,85.0,7.44,12.339,0,1,ON,
2019-08-1411:38:34.1710,0.0,-0.0,0.0,0.96,-0.11,-9.69,-5.44,86.44,3.5,12.339,0,1,ON,
2019-08-1411:38:34.2600,0.0,-0.0,0.0,0.96,-0.11,-9.69,-5.44,86.44,7.5,12.341,0,1,ON,
2019-08-1411:38:34.3810,0.0,-0.0,0.0,1.0,-0.11,-9.69,-5.44,86.44,7.5,12.341,0,1,ON,
2019-08-1411:38:34.4700,-0.01,0.0,0.0,1.0,-0.11,-9.69,-5.44,86.44,7.5,12.343,0,1,ON,
2019-08-1411:38:34.5610,-0.0,0.0,-0.0,1.0,-0.11,-9.69,-5.44,86.44,7.5,12.34,0,1,ON,
