Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2,CAP_STATUS
2019-08-1411:35:48.5450,1.0,-0.29,-1.04,7.3,2.91,-7.61,-20.37,14.56,36.94,11.995,0,1,ON,
2019-08-1411:35:48.6870,1.0,-0.29,-1.04,7.34,2.91,-6.27,-20.37,14.56,36.94,11.994,0,1,ON,
2019-08-1411:35:48.8260,1.0,-0.29,-1.04,7.08,1.95,-5.43,-20.37,14.56,36.94,12.074,0,1,ON,
2019-08-1411:35:48.9690,1.0,-0.29,-1.04,4.51,3.56,-7.27,-20.37,14.56,36.94,12.051,0,1,ON,
2019-08-1411:35:48.9810,1.0,-0.29,-1.04,4.51,3.56,-7.27,-22.5,-3.69,36.94,12.049,0,1,ON,
2019-08-1411:35:49.1270,1.0,-0.29,-1.04,4.51,3.56,-7.27,-22.5,0.25,66.87,12.089,0,1,ON,
2019-08-1411:35:49.2720,1.0,-0.29,-1.04,4.51,3.56,-7.27,-24.25,-1.5,70.31,12.088,0,1,ON,
2019-08-1411:35:49.2850,1.0,-0.29,-1.04,4.51,3.56,-7.27,-21.12,-1.87,69.0,12.142,0,1,ON,
2019-08-1411:35:49.4210,1.0,-0.29,-1.04,3.74,3.82,-8.57,-21.12,-1.87,73.81,12.174,0,1,ON,
2019-08-1411:35:49.5640,0.05,-0.21,-0.04,3.74,3.82,-8.57,-21.12,-1.87,73.81,12.086,0,1,ON,
2019-08-1411:35:49.5770,0.01,-0.27,-0.03,3.74,3.82,-8.57,-21.12,-1.87,73.81,12.095,0,1,ON,
2019-08-1411:35:49.7170,-0.15,-0.18,-0.04,3.74,3.82,-8.57,-21.12,-1.87,73.81,12.113,0,1,ON,
2019-08-1411:35:49.8590,0.02,0.12,0.02,3.74,3.82,-8.57,-21.12,-1.87,73.81,12.121,0,1,ON,
2019-08-1411:35:49.8720,0.02,-0.07,0.02,3.74,3.82,-8.57,-21.12,-1.87,73.81,12.108,0,1,ON,
2019-08-1411:35:50.0120,0.06,-0.1,-0.25,3.74,3.82,-8.57,-21.12,-1.87,73.81,12.109,0,1,ON,
2019-08-1411:35:50.1520,0.06,-0.1,-0.25,3.74,3.82,-8.57,-15.25,-3.62,73.81,12.131,0,1,ON,
2019-08-1411:35:50.1640,0.01,0.01,0.04,3.74,3.82,-8.57,-15.25,-3.62,77.0,12.134,0,1,ON,
2019-08-1411:35:50.3080,-0.04,-0.18,-0.08,3.74,3.82,-8.57,-15.25,-3.62,77.0,12.127,0,1,ON,
2019-08-1411:35:50.4470,-0.04,-0.18,-0.08,3.17,2.64,-7.96,-15.25,-3.62,77.0,12.138,0,1,ON,
2019-08-1411:35:50.4610,-0.12,0.03,0.21,3.17,2.64,-7.96,-15.25,-3.62,77.0,12.081,0,1,ON,
2019-08-1411:35:50.6000,0.03,-0.07,0.12,3.17,2.64,-7.96,-15.25,-3.62,77.0,12.105,0,1,ON,
2019-08-1411:35:50.7400,0.04,0.1,-0.09,3.17,2.64,-7.96,-15.25,-3.62,77.0,12.107,0,1,ON,
2019-08-1411:35:50.7540,0.07,0.07,-0.12,3.17,2.64,-7.96,-15.25,-3.62,77.0,12.113,0,1,ON,
2019-08-1411:35:50.8970,-0.03,0.19,-0.21,3.17,2.64,-7.96,-15.25,-3.62,77.0,12.122,0,1,ON,
2019-08-1411:35:50.9110,0.14,0.09,-0.11,3.17,2.64,-7.96,-15.25,-3.62,77.0,12.104,0,1,ON,
2019-08-1411:35:51.0490,0.14,0.09,-0.11,3.17,2.64,-7.96,-17.31,-7.56,77.0,12.084,0,1,ON,
2019-08-1411:35:51.1910,-0.0,0.01,-0.02,3.17,2.64,-7.96,-17.31,-7.56,73.94,12.109,0,1,ON,
2019-08-1411:35:51.3330,-0.0,0.01,-0.02,3.44,3.9,-8.34,-17.31,-7.56,73.94,12.105,0,1,ON,
2019-08-1411:35:51.3450,-0.0,0.01,-0.02,3.05,3.71,-8.22,-17.31,-7.56,73.94,12.108,0,1,ON,
2019-08-1411:35:51.4880,-0.0,0.01,-0.02,3.59,4.82,-8.8,-17.31,-7.56,73.94,12.064,0,1,ON,
2019-08-1411:35:51.6280,0.08,0.17,0.27,3.59,4.82,-8.8,-17.31,-7.56,73.94,12.071,0,1,ON,
2019-08-1411:35:51.6410,0.12,0.01,0.44,3.59,4.82,-8.8,-17.31,-7.56,73.94,12.073,0,1,ON,
2019-08-1411:35:51.7850,0.32,0.02,0.52,3.59,4.82,-8.8,-17.31,-7.56,73.94,12.077,0,1,ON,
2019-08-1411:35:51.9250,0.33,0.2,0.32,3.59,4.82,-8.8,-17.31,-7.56,73.94,12.109,0,1,ON,
2019-08-1411:35:51.9380,0.31,0.34,0.55,3.59,4.82,-8.8,-17.31,-7.56,73.94,12.134,0,1,ON,
2019-08-1411:35:52.0800,0.31,0.34,0.55,3.59,4.82,-8.8,-18.37,0.63,73.94,12.207,0,1,ON,
2019-08-1411:35:52.2190,0.31,0.34,0.55,3.59,4.82,-8.8,-19.06,-2.25,72.25,12.163,0,1,ON,
2019-08-1411:35:52.2310,0.31,0.34,0.55,3.59,4.82,-8.8,-18.0,-0.81,68.31,12.142,0,1,ON,
2019-08-1411:35:52.3710,0.31,0.34,0.55,3.59,4.82,-8.8,-20.81,-4.06,73.12,12.187,0,1,ON,
2019-08-1411:35:52.5120,-0.45,0.87,-0.07,3.59,4.82,-8.8,-20.81,-4.06,68.69,12.018,0,1,ON,
2019-08-1411:35:52.5250,-0.0,0.51,0.28,3.59,4.82,-8.8,-20.81,-4.06,68.69,12.029,0,1,ON,
2019-08-1411:35:52.6660,-0.27,0.88,0.42,3.59,4.82,-8.8,-20.81,-4.06,68.69,12.001,0,1,ON,
2019-08-1411:35:52.8050,-0.4,0.07,-0.02,3.59,4.82,-8.8,-20.81,-4.06,68.69,11.945,0,1,ON,
2019-08-1411:35:52.9500,-0.4,0.07,-0.02,4.47,3.94,-6.65,-20.81,-4.06,68.69,11.909,0,1,ON,
2019-08-1411:35:52.9620,-0.32,-0.78,-0.34,4.47,3.94,-6.65,-20.81,-4.06,68.69,11.81,0,1,ON,
2019-08-1411:35:53.1040,-0.23,-2.14,1.04,4.47,3.94,-6.65,-20.81,-4.06,68.69,11.9,0,1,ON,
2019-08-1411:35:53.1160,-0.23,-2.14,1.04,4.47,3.94,-6.65,-24.12,-3.12,68.69,11.998,0,1,ON,
2019-08-1411:35:53.2560,-0.23,-2.14,1.04,4.47,3.94,-6.65,-29.31,1.44,48.69,11.933,0,1,ON,
2019-08-1411:35:53.3960,-0.23,-2.14,1.04,4.47,3.94,-6.65,-31.12,1.06,40.38,11.915,0,1,ON,
2019-08-1411:35:53.4100,-0.23,-2.14,1.04,4.47,3.94,-6.65,-30.81,3.87,34.31,11.926,0,1,ON,
2019-08-1411:35:53.5440,-0.34,0.43,0.32,4.47,3.94,-6.65,-30.81,3.87,33.81,11.951,0,1,ON,
2019-08-1411:35:53.6820,-0.34,0.43,0.32,7.57,3.98,-7.73,-30.81,3.87,33.81,11.957,0,1,ON,
2019-08-1411:35:53.8230,-0.34,0.43,0.32,11.56,4.09,-10.14,-30.81,3.87,33.81,11.932,0,1,ON,
2019-08-1411:35:53.8370,-1.07,-3.03,-1.31,11.56,4.09,-10.14,-30.81,3.87,33.81,11.8,0,1,ON,
2019-08-1411:35:53.9790,-1.07,-3.03,-1.31,11.56,4.09,-10.14,-14.56,-7.44,33.81,11.853,0,1,ON,
2019-08-1411:35:54.1210,-1.07,-3.03,-1.31,-3.84,3.21,-1.29,-14.56,-7.44,41.38,11.779,0,1,ON,
2019-08-1411:35:54.1330,-1.07,-3.03,-1.31,-3.84,3.21,-1.29,-13.19,-15.31,41.38,11.303,0,1,ON,
2019-08-1411:35:54.2740,-1.07,-3.03,-1.31,-3.84,3.21,-1.29,-38.38,-21.94,36.94,11.934,0,1,ON,
2019-08-1411:35:54.4140,-1.07,-3.03,-1.31,-3.84,3.21,-1.29,-40.81,-23.0,4.0,10.795,0,1,ON,
2019-08-1411:35:54.4270,0.33,-0.6,0.25,-3.84,3.21,-1.29,-40.81,-23.0,0.06,11.37,0,1,ON,
2019-08-1411:35:54.5680,0.05,-0.3,0.17,-3.84,3.21,-1.29,-40.81,-23.0,0.06,11.308,0,1,ON,
