Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2,CAP_STATUS
2019-08-1314:18:11.8300,-8.15,0.99,-1.04,-6.84,1.31,-11.95,32.38,-32.88,-12.81,11.121,0,0,ON,
2019-08-1314:18:11.9130,-8.15,0.99,-1.04,-6.84,1.31,-11.95,38.69,-24.87,-1.87,11.57,0,0,ON,
2019-08-1314:18:12.0030,5.64,-3.36,-3.46,-6.84,1.31,-11.95,38.69,-24.87,-1.87,11.513,0,0,ON,
2019-08-1314:18:12.1230,6.79,1.27,-1.32,-6.84,1.31,-11.95,38.69,-24.87,-1.87,11.507,0,0,ON,
2019-08-1314:18:12.2130,6.79,1.27,-1.32,-4.97,-3.17,-7.93,38.69,-24.87,-1.87,11.962,0,0,ON,
2019-08-1314:18:12.3030,-7.12,3.38,-2.86,-4.97,-3.17,-7.93,38.69,-24.87,-1.87,11.673,0,0,ON,
2019-08-1314:18:12.3930,-2.33,1.24,0.33,-4.97,-3.17,-7.93,38.69,-24.87,-1.87,11.77,0,0,ON,
2019-08-1314:18:12.5130,3.39,-0.18,1.92,-4.97,-3.17,-7.93,38.69,-24.87,-1.87,11.965,0,0,ON,
2019-08-1314:18:12.6660,1.79,-0.39,1.52,-4.97,-3.17,-7.93,38.69,-24.87,-1.87,11.914,0,0,ON,
2019-08-1314:18:12.7590,0.19,-0.25,0.24,-4.97,-3.17,-7.93,38.69,-24.87,-1.87,11.913,0,0,ON,
2019-08-1314:18:12.8390,0.25,-0.21,0.26,-4.97,-3.17,-7.93,38.69,-24.87,-1.87,11.918,0,0,ON,
2019-08-1314:18:12.9200,0.25,-0.21,0.26,-4.97,-3.17,-7.93,-9.06,12.06,52.88,11.804,0,0,ON,
2019-08-1314:18:13.0090,0.25,-0.21,0.26,2.0,-3.13,-7.89,-9.06,12.06,52.88,11.818,0,0,ON,
2019-08-1314:18:13.1130,0.25,-0.21,0.26,0.13,-2.37,-8.92,-9.06,12.06,52.88,12.042,0,0,ON,
2019-08-1314:18:13.2030,0.25,-0.21,0.26,-0.37,-4.55,-7.16,-9.06,12.06,52.88,11.686,0,0,ON,
2019-08-1314:18:13.2930,9.59,-2.62,2.58,-0.37,-4.55,-7.16,-9.06,12.06,52.88,11.384,0,0,ON,
2019-08-1314:18:13.3830,-6.2,-0.2,-3.97,-0.37,-4.55,-7.16,-9.06,12.06,52.88,11.42,0,0,ON,
2019-08-1314:18:13.5030,-6.2,-0.2,-3.97,-2.63,-2.68,-11.22,-9.06,12.06,52.88,11.991,0,0,ON,
2019-08-1314:18:13.5930,-2.22,4.17,2.61,-2.63,-2.68,-11.22,-9.06,12.06,52.88,11.653,0,0,ON,
2019-08-1314:18:13.7130,8.32,-5.97,0.41,-2.63,-2.68,-11.22,-9.06,12.06,52.88,11.861,0,0,ON,
2019-08-1314:18:13.8030,8.51,-12.27,-0.0,-2.63,-2.68,-11.22,-9.06,12.06,52.88,11.353,0,0,ON,
2019-08-1314:18:13.8930,-5.01,-2.23,3.7,-2.63,-2.68,-11.22,-9.06,12.06,52.88,11.133,0,0,ON,
2019-08-1314:18:14.0130,-7.44,6.24,11.86,-2.63,-2.68,-11.22,-9.06,12.06,52.88,11.06,0,0,ON,
2019-08-1314:18:14.1040,4.6,10.99,0.89,-2.63,-2.68,-11.22,-9.06,12.06,52.88,11.76,0,0,ON,
2019-08-1314:18:14.1950,4.6,10.99,0.89,-2.63,-2.68,-11.22,-14.75,-32.0,42.5,11.838,0,0,ON,
2019-08-1314:18:14.3130,1.99,-2.96,3.8,-2.63,-2.68,-11.22,-14.75,-32.0,42.5,11.907,0,0,ON,
2019-08-1314:18:14.4110,1.99,-2.96,3.8,2.16,-1.64,-9.3,-14.75,-32.0,42.5,11.915,0,0,ON,
2019-08-1314:18:14.5070,-1.66,0.89,0.03,2.16,-1.64,-9.3,-14.75,-32.0,42.5,12.031,0,0,ON,
2019-08-1314:18:14.6040,-2.0,1.96,0.32,2.16,-1.64,-9.3,-14.75,-32.0,42.5,11.991,0,0,ON,
2019-08-1314:18:14.7050,-2.0,1.96,0.32,2.08,1.73,-9.3,-14.75,-32.0,42.5,11.892,0,0,ON,
2019-08-1314:18:14.8060,-1.65,2.09,0.67,2.08,1.73,-9.3,-14.75,-32.0,42.5,11.753,0,0,ON,
2019-08-1314:18:14.9100,-0.7,1.38,0.25,2.08,1.73,-9.3,-14.75,-32.0,42.5,11.687,0,0,ON,
2019-08-1314:18:15.0190,-0.7,1.38,0.25,2.08,1.73,-9.3,-34.44,-28.94,27.06,11.568,0,0,ON,
2019-08-1314:18:15.1260,-0.7,1.38,0.25,2.08,1.73,-9.3,-34.94,-30.06,20.75,11.552,0,0,ON,
2019-08-1314:18:15.2400,-0.7,1.38,0.25,2.08,1.73,-9.3,-35.13,-33.38,15.25,11.545,0,0,ON,
2019-08-1314:18:15.3470,-0.7,1.38,0.25,2.08,1.73,-9.3,-33.63,-34.56,19.5,11.532,0,0,ON,
2019-08-1314:18:15.4580,-0.19,0.16,-1.6,2.08,1.73,-9.3,-33.63,-34.56,19.5,11.503,0,0,ON,
2019-08-1314:18:15.5750,3.29,-1.61,-1.56,2.08,1.73,-9.3,-33.63,-34.56,19.5,11.754,0,0,ON,
2019-08-1314:18:15.5870,2.0,-0.25,-0.36,2.08,1.73,-9.3,-33.63,-34.56,19.5,11.795,0,0,ON,
2019-08-1314:18:15.7010,2.0,-0.25,-0.36,4.84,3.64,-8.96,-33.63,-34.56,19.5,11.817,0,0,ON,
2019-08-1314:18:15.8200,2.0,-0.25,-0.36,4.84,3.64,-8.96,-14.88,-29.0,42.19,11.777,0,0,ON,
2019-08-1314:18:15.9410,-0.34,0.1,-0.17,4.84,3.64,-8.96,-14.88,-29.0,42.19,11.77,0,0,ON,
2019-08-1314:18:16.0640,-0.34,0.1,-0.17,4.84,3.64,-8.96,-16.25,-33.44,39.94,11.736,0,0,ON,
2019-08-1314:18:16.1840,-0.34,0.1,-0.17,4.84,3.64,-8.96,-12.44,-33.63,41.63,11.722,0,0,ON,
2019-08-1314:18:16.1950,0.08,-0.59,0.17,4.84,3.64,-8.96,-12.44,-33.63,41.63,11.697,0,0,ON,
2019-08-1314:18:16.3260,-1.09,0.76,0.73,4.84,3.64,-8.96,-12.44,-33.63,41.63,11.658,0,0,ON,
2019-08-1314:18:16.4560,-1.1,0.31,1.12,4.84,3.64,-8.96,-12.44,-33.63,41.63,11.619,0,0,ON,
2019-08-1314:18:16.5840,-1.12,0.46,1.7,4.84,3.64,-8.96,-12.44,-33.63,41.63,11.563,0,0,ON,
2019-08-1314:18:16.5960,-0.77,0.49,2.26,4.84,3.64,-8.96,-12.44,-33.63,41.63,11.604,0,0,ON,
2019-08-1314:18:16.7270,0.4,-0.75,1.31,4.84,3.64,-8.96,-12.44,-33.63,41.63,11.592,0,0,ON,
2019-08-1314:18:16.8590,-0.32,-0.07,0.23,4.84,3.64,-8.96,-12.44,-33.63,41.63,11.646,0,0,ON,
2019-08-1314:18:16.8730,-0.38,-0.04,0.27,4.84,3.64,-8.96,-12.44,-33.63,41.63,11.621,0,0,ON,
2019-08-1314:18:17.0160,-0.38,-0.04,0.27,4.84,3.64,-8.96,-41.63,-23.44,15.0,11.614,0,0,ON,
2019-08-1314:18:17.1620,-0.38,-0.04,0.27,4.84,3.64,-8.96,-36.88,-29.25,21.81,11.638,0,0,ON,
2019-08-1314:18:17.1770,-0.38,-0.04,0.27,5.61,4.79,-6.32,-36.88,-29.25,21.81,11.666,0,0,ON,
2019-08-1314:18:17.3190,-0.38,-0.04,0.27,5.61,4.57,-6.97,-36.88,-29.25,21.81,11.663,0,0,ON,
2019-08-1314:18:17.4670,-0.66,-0.84,0.59,5.61,4.57,-6.97,-36.88,-29.25,21.81,11.676,0,0,ON,
2019-08-1314:18:17.4800,0.85,-1.43,-2.44,5.61,4.57,-6.97,-36.88,-29.25,21.81,11.55,0,0,ON,
2019-08-1314:18:17.6280,5.32,0.62,-2.56,5.61,4.57,-6.97,-36.88,-29.25,21.81,11.914,0,0,ON,
2019-08-1314:18:17.7790,5.32,0.62,-2.56,6.91,2.19,-9.92,-36.88,-29.25,21.81,11.634,0,0,ON,
2019-08-1314:18:17.7930,-1.06,2.12,-5.22,6.91,2.19,-9.92,-36.88,-29.25,21.81,11.778,0,0,ON,
2019-08-1314:18:17.9330,0.14,-1.16,-0.58,6.91,2.19,-9.92,-36.88,-29.25,21.81,11.681,0,0,ON,
2019-08-1314:18:17.9460,-2.59,0.82,-0.61,6.91,2.19,-9.92,-36.88,-29.25,21.81,11.727,0,0,ON,
2019-08-1314:18:18.0920,-2.59,0.82,-0.61,6.91,2.19,-9.92,-29.94,-29.5,29.56,11.657,0,0,ON,
2019-08-1314:18:18.2380,-2.59,0.82,-0.61,6.91,2.19,-9.92,-31.06,-31.31,26.06,11.642,0,0,ON,
2019-08-1314:18:18.3870,-2.59,0.82,-0.61,5.26,4.03,-5.17,-31.06,-31.31,26.06,11.768,0,0,ON,
2019-08-1314:18:18.4000,-0.38,-1.58,0.99,5.26,4.03,-5.17,-31.06,-31.31,26.06,11.706,0,0,ON,
2019-08-1314:18:18.5420,-1.37,-0.78,0.61,5.26,4.03,-5.17,-31.06,-31.31,26.06,11.707,0,0,ON,
2019-08-1314:18:18.6890,-0.8,-0.45,0.51,5.26,4.03,-5.17,-31.06,-31.31,26.06,11.704,0,0,ON,
2019-08-1314:18:18.7020,-0.15,-0.65,1.06,5.26,4.03,-5.17,-31.06,-31.31,26.06,11.711,0,0,ON,
2019-08-1314:18:18.8440,-0.04,-0.07,0.89,5.26,4.03,-5.17,-31.06,-31.31,26.06,11.722,0,0,ON,
2019-08-1314:18:18.8580,-0.24,0.54,0.54,5.26,4.03,-5.17,-31.06,-31.31,26.06,11.701,0,0,ON,
2019-08-1314:18:19.0020,-0.24,0.54,0.54,5.26,4.03,-5.17,-37.69,-20.25,26.62,11.791,0,0,ON,
2019-08-1314:18:19.1490,-0.24,0.54,0.54,5.26,4.03,-5.17,-39.81,-14.94,28.87,11.727,0,0,ON,
2019-08-1314:18:19.1610,-0.24,0.54,0.54,5.26,4.03,-5.17,-39.0,-19.0,29.12,11.74,0,0,ON,
2019-08-1314:18:19.3080,-0.24,0.54,0.54,5.26,4.03,-5.17,-42.38,-14.06,32.94,11.738,0,0,ON,
2019-08-1314:18:19.4550,-0.24,0.54,0.54,5.26,4.03,-5.17,-41.56,-19.31,25.75,11.662,0,0,ON,
2019-08-1314:18:19.4690,-0.24,0.54,0.54,5.26,4.03,-5.17,-37.0,-25.81,26.19,11.632,0,0,ON,
2019-08-1314:18:19.6150,-0.41,1.11,-2.16,5.26,4.03,-5.17,-37.0,-25.81,26.19,11.571,0,0,ON,
2019-08-1314:18:19.7640,-0.61,0.48,-0.29,5.26,4.03,-5.17,-37.0,-25.81,26.19,11.542,0,0,ON,
2019-08-1314:18:19.7760,-0.61,0.48,-0.29,5.18,5.71,-5.51,-37.0,-25.81,26.19,11.535,0,0,ON,
2019-08-1314:18:19.9200,-0.61,0.48,-0.29,5.68,6.94,-6.43,-37.0,-25.81,26.19,11.491,0,0,ON,
2019-08-1314:18:19.9350,-0.34,-0.43,0.64,5.68,6.94,-6.43,-37.0,-25.81,26.19,11.498,0,0,ON,
2019-08-1314:18:20.0790,-0.24,-0.13,0.43,5.68,6.94,-6.43,-37.0,-25.81,26.19,11.498,0,0,ON,
2019-08-1314:18:20.2280,-0.24,-0.13,0.43,5.68,6.94,-6.43,-35.81,-32.94,19.69,11.504,0,0,ON,
2019-08-1314:18:20.3770,-0.24,-0.13,0.43,5.68,6.94,-6.43,-38.5,-30.62,20.25,11.499,0,0,ON,
2019-08-1314:18:20.3900,0.25,0.21,0.63,5.68,6.94,-6.43,-38.5,-30.62,20.25,11.638,0,0,ON,
2019-08-1314:18:20.5360,0.78,0.26,0.52,5.68,6.94,-6.43,-38.5,-30.62,20.25,11.569,0,0,ON,
2019-08-1314:18:20.5500,0.12,0.31,-0.06,5.68,6.94,-6.43,-38.5,-30.62,20.25,11.621,0,0,ON,
2019-08-1314:18:20.6960,0.04,-0.12,0.07,5.68,6.94,-6.43,-38.5,-30.62,20.25,11.608,0,0,ON,
2019-08-1314:18:20.8440,-0.53,0.38,0.06,5.68,6.94,-6.43,-38.5,-30.62,20.25,11.586,0,0,ON,
2019-08-1314:18:20.8580,-0.11,0.28,1.33,5.68,6.94,-6.43,-38.5,-30.62,20.25,11.573,0,0,ON,
2019-08-1314:18:21.0030,-0.11,0.28,1.33,5.68,6.94,-6.43,-48.38,-13.19,11.69,11.554,0,0,ON,
2019-08-1314:18:21.1480,-0.29,-0.36,2.63,5.68,6.94,-6.43,-48.38,-13.19,11.69,11.543,0,0,ON,
2019-08-1314:18:21.1600,-0.41,-0.31,0.98,5.68,6.94,-6.43,-48.38,-13.19,11.69,11.519,0,0,ON,
2019-08-1314:18:21.3090,-0.41,-0.31,0.98,5.68,6.94,-6.43,-52.25,10.38,15.75,11.493,0,0,ON,
2019-08-1314:18:21.4560,-0.31,-0.53,-0.03,5.68,6.94,-6.43,-52.25,10.38,15.75,11.513,0,0,ON,
2019-08-1314:18:21.4690,-0.31,-0.53,-0.03,8.25,0.12,-4.63,-52.25,10.38,15.75,11.567,0,0,ON,
2019-08-1314:18:21.6150,-0.19,-0.06,-0.14,8.25,0.12,-4.63,-52.25,10.38,15.75,11.568,0,0,ON,
2019-08-1314:18:21.7620,-0.08,0.03,-0.15,8.25,0.12,-4.63,-52.25,10.38,15.75,11.567,0,0,ON,
2019-08-1314:18:21.7750,-0.04,-0.02,-0.06,8.25,0.12,-4.63,-52.25,10.38,15.75,11.57,0,0,ON,
2019-08-1314:18:21.9240,0.05,-0.01,-0.05,8.25,0.12,-4.63,-52.25,10.38,15.75,11.568,0,0,ON,
2019-08-1314:18:21.9380,0.02,0.06,-0.28,8.25,0.12,-4.63,-52.25,10.38,15.75,11.571,0,0,ON,
2019-08-1314:18:22.0850,0.02,0.06,-0.28,8.25,0.12,-4.63,-51.69,2.31,22.75,11.569,0,0,ON,
2019-08-1314:18:22.2280,0.02,0.06,-0.28,8.25,0.12,-4.63,-54.13,1.62,18.12,11.572,0,0,ON,
2019-08-1314:18:22.2420,0.02,0.06,-0.28,8.25,0.12,-4.63,-51.19,1.12,21.87,11.573,0,0,ON,
2019-08-1314:18:22.3890,0.02,0.06,-0.28,8.06,1.08,-5.17,-51.19,1.12,21.87,11.579,0,0,ON,
2019-08-1314:18:22.5380,0.02,0.06,-0.28,8.17,1.23,-5.47,-51.19,1.12,21.87,11.582,0,0,ON,
2019-08-1314:18:22.5520,-0.05,0.14,-0.1,8.17,1.23,-5.47,-51.19,1.12,21.87,11.406,0,0,ON,
2019-08-1314:18:22.7000,0.65,0.47,-0.93,8.17,1.23,-5.47,-51.19,1.12,21.87,11.681,0,0,ON,
2019-08-1314:18:22.8480,1.08,0.18,-0.34,8.17,1.23,-5.47,-51.19,1.12,21.87,11.708,0,0,ON,
2019-08-1314:18:22.8600,1.08,0.18,-0.34,8.98,2.5,-8.27,-51.19,1.12,21.87,11.739,0,0,ON,
2019-08-1314:18:23.0080,0.7,0.29,0.12,8.98,2.5,-8.27,-51.19,1.12,21.87,11.632,0,0,ON,
2019-08-1314:18:23.0220,0.54,0.46,2.67,8.98,2.5,-8.27,-51.19,1.12,21.87,11.269,0,0,ON,
2019-08-1314:18:23.1670,0.54,0.46,2.67,8.98,2.5,-8.27,-53.75,6.44,19.81,11.677,0,0,ON,
2019-08-1314:18:23.3140,-2.36,-2.97,3.93,8.98,2.5,-8.27,-53.75,6.44,19.81,11.99,0,0,ON,
2019-08-1314:18:23.3270,1.54,-2.2,3.09,8.98,2.5,-8.27,-53.75,6.44,19.81,11.635,0,0,ON,
2019-08-1314:18:23.4730,1.54,-2.2,3.09,-3.24,-4.32,-10.61,-53.75,6.44,19.81,11.536,0,0,ON,
2019-08-1314:18:23.6190,1.85,0.39,1.05,-3.24,-4.32,-10.61,-53.75,6.44,19.81,11.785,0,0,ON,
2019-08-1314:18:23.6310,-2.25,-1.91,0.57,-3.24,-4.32,-10.61,-53.75,6.44,19.81,11.667,0,0,ON,
2019-08-1314:18:23.7780,-0.3,-0.76,0.8,-3.24,-4.32,-10.61,-53.75,6.44,19.81,11.569,0,0,ON,
2019-08-1314:18:23.9260,0.38,-0.37,0.31,-3.24,-4.32,-10.61,-53.75,6.44,19.81,11.598,0,0,ON,
2019-08-1314:18:23.9400,0.38,-0.37,0.31,-8.19,-4.17,-5.51,-53.75,6.44,19.81,11.35,0,0,ON,
2019-08-1314:18:24.0870,0.38,-0.37,0.31,-7.27,-4.17,-4.44,-53.75,6.44,19.81,11.464,0,0,ON,
2019-08-1314:18:24.1010,0.39,0.36,-0.29,-7.27,-4.17,-4.44,-53.75,6.44,19.81,11.371,0,0,ON,
2019-08-1314:18:24.2490,-0.29,-0.57,0.3,-7.27,-4.17,-4.44,-53.75,6.44,19.81,11.424,0,0,ON,
2019-08-1314:18:24.3960,-0.43,-1.11,0.3,-7.27,-4.17,-4.44,-53.75,6.44,19.81,11.305,0,0,ON,
2019-08-1314:18:24.4090,-0.43,-1.11,0.3,-7.27,-4.17,-4.44,42.94,36.94,-5.0,11.297,0,0,ON,
2019-08-1314:18:24.5590,-0.43,-1.11,0.3,-7.27,-4.17,-4.44,46.13,30.0,-10.81,11.383,0,0,ON,
2019-08-1314:18:24.7050,-0.79,-0.3,-0.48,-7.27,-4.17,-4.44,46.13,30.0,-10.81,11.318,0,0,ON,
2019-08-1314:18:24.7190,-0.79,-0.3,-0.48,-8.45,-3.4,-3.33,46.13,30.0,-10.81,11.352,0,0,ON,
2019-08-1314:18:24.8650,-0.11,-0.13,-0.12,-8.45,-3.4,-3.33,46.13,30.0,-10.81,11.306,0,0,ON,
2019-08-1314:18:25.0100,-0.11,-0.13,-0.12,-8.45,-3.48,-3.56,46.13,30.0,-10.81,11.289,0,0,ON,
2019-08-1314:18:25.0230,-0.11,-0.13,-0.12,-8.45,-3.71,-3.44,46.13,30.0,-10.81,11.317,0,0,ON,
2019-08-1314:18:25.1680,0.25,0.49,-0.1,-8.45,-3.71,-3.44,46.13,30.0,-10.81,11.344,0,0,ON,
2019-08-1314:18:25.3150,0.25,0.49,-0.1,-8.49,-4.05,-3.83,46.13,30.0,-10.81,11.327,0,0,ON,
2019-08-1314:18:25.3270,0.25,0.49,-0.1,-8.49,-4.05,-3.83,43.38,31.19,-6.0,11.344,0,0,ON,
2019-08-1314:18:25.4710,0.25,0.49,-0.1,-8.49,-4.05,-3.83,47.13,33.69,-2.94,11.325,0,0,ON,
2019-08-1314:18:25.4860,0.03,-0.17,0.09,-8.49,-4.05,-3.83,47.13,33.69,-2.94,11.38,0,0,ON,
2019-08-1314:18:25.6290,-0.21,-0.16,-0.27,-8.49,-4.05,-3.83,47.13,33.69,-2.94,11.345,0,0,ON,
2019-08-1314:18:25.7760,-0.32,-0.53,-0.09,-8.49,-4.05,-3.83,47.13,33.69,-2.94,11.171,0,0,ON,
2019-08-1314:18:25.9210,-0.06,0.51,-0.44,-8.49,-4.05,-3.83,47.13,33.69,-2.94,11.485,0,0,ON,
2019-08-1314:18:25.9350,-0.06,0.51,-0.44,-8.15,-4.09,-4.05,47.13,33.69,-2.94,11.476,0,0,ON,
2019-08-1314:18:26.0830,-0.06,0.51,-0.44,-5.77,-6.7,-5.51,47.13,33.69,-2.94,11.301,0,0,ON,
2019-08-1314:18:26.0950,-0.06,0.51,-0.44,-9.72,-1.18,-0.49,47.13,33.69,-2.94,11.111,0,0,ON,
2019-08-1314:18:26.2430,-0.06,0.51,-0.44,-9.72,-1.18,-0.49,40.38,38.38,1.69,11.22,0,0,ON,
2019-08-1314:18:26.3880,-0.06,0.51,-0.44,-9.72,-1.18,-0.49,40.38,36.81,-4.0,11.258,0,0,ON,
2019-08-1314:18:26.5370,-0.06,0.51,-0.44,-9.72,-1.18,-0.49,40.0,38.5,2.94,11.676,0,0,ON,
2019-08-1314:18:26.5510,-0.06,0.51,-0.44,-7.3,-4.9,-5.51,40.0,38.5,2.94,11.208,0,0,ON,
2019-08-1314:18:26.6970,-0.06,0.51,-0.44,-7.92,-5.78,-3.64,40.0,38.5,2.94,11.573,0,0,ON,
2019-08-1314:18:26.7090,2.14,3.04,0.12,-7.92,-5.78,-3.64,40.0,38.5,2.94,11.696,0,0,ON,
2019-08-1314:18:26.8670,1.17,-0.15,2.47,-7.92,-5.78,-3.64,40.0,38.5,2.94,11.453,0,0,ON,
2019-08-1314:18:27.0140,1.17,-0.15,2.47,-5.96,-1.79,-5.05,40.0,38.5,2.94,11.712,0,0,ON,
2019-08-1314:18:27.0270,-0.72,3.32,0.2,-5.96,-1.79,-5.05,40.0,38.5,2.94,11.815,0,0,ON,
2019-08-1314:18:27.1730,-0.72,3.32,0.2,-5.96,-1.79,-5.05,15.63,19.94,50.25,11.246,0,0,ON,
2019-08-1314:18:27.1870,2.34,1.97,0.23,-5.96,-1.79,-5.05,15.63,19.94,50.25,11.305,0,0,ON,
2019-08-1314:18:27.3220,2.34,1.97,0.23,-5.96,-1.79,-5.05,22.0,33.44,32.88,11.859,0,0,ON,
2019-08-1314:18:27.4690,2.34,1.97,0.23,-5.96,-1.79,-5.05,24.06,9.56,56.81,11.672,0,0,ON,
2019-08-1314:18:27.6160,2.34,1.97,0.23,-0.71,-2.94,-8.23,24.06,9.56,56.81,11.566,0,0,ON,
2019-08-1314:18:27.6280,2.34,1.97,0.23,-1.29,-0.99,-7.85,24.06,9.56,56.81,11.685,0,0,ON,
2019-08-1314:18:27.7720,0.51,1.44,0.63,-1.29,-0.99,-7.85,24.06,9.56,56.81,11.609,0,0,ON,
2019-08-1314:18:27.9200,-0.33,-0.7,0.68,-1.29,-0.99,-7.85,24.06,9.56,56.81,11.509,0,0,ON,
2019-08-1314:18:27.9330,-2.0,0.56,-1.17,-1.29,-0.99,-7.85,24.06,9.56,56.81,11.481,0,0,ON,
2019-08-1314:18:28.0830,-2.0,0.56,-1.17,-5.5,-5.86,-9.0,24.06,9.56,56.81,11.786,0,0,ON,
2019-08-1314:18:28.0950,-0.73,-0.18,-0.08,-5.5,-5.86,-9.0,24.06,9.56,56.81,11.672,0,0,ON,
2019-08-1314:18:28.2430,-0.73,-0.18,-0.08,-5.5,-5.86,-9.0,-1.75,18.31,68.94,11.499,0,0,ON,
2019-08-1314:18:28.3910,1.5,-1.03,-1.58,-5.5,-5.86,-9.0,-1.75,18.31,68.94,11.621,0,0,ON,
2019-08-1314:18:28.4050,1.5,-1.03,-1.58,-5.5,-5.86,-9.0,9.13,26.0,63.56,11.614,0,0,ON,
2019-08-1314:18:28.5480,1.5,-1.03,-1.58,1.32,-3.59,-8.19,9.13,26.0,63.56,11.419,0,0,ON,
2019-08-1314:18:28.6940,1.5,-1.03,-1.58,0.86,-4.86,-7.5,9.13,26.0,63.56,11.629,0,0,ON,
2019-08-1314:18:28.7070,1.25,-0.08,0.87,0.86,-4.86,-7.5,9.13,26.0,63.56,11.407,0,0,ON,
2019-08-1314:18:28.8510,0.79,-0.11,-8.44,0.86,-4.86,-7.5,9.13,26.0,63.56,11.595,0,0,ON,
2019-08-1314:18:28.8650,-0.69,-0.5,1.53,0.86,-4.86,-7.5,9.13,26.0,63.56,11.949,0,0,ON,
2019-08-1314:18:29.0110,-0.49,-0.65,1.62,0.86,-4.86,-7.5,9.13,26.0,63.56,11.87,0,0,ON,
2019-08-1314:18:29.1570,-0.63,1.84,3.01,0.86,-4.86,-7.5,9.13,26.0,63.56,11.807,0,0,ON,
2019-08-1314:18:29.1710,-0.63,1.84,3.01,0.86,-4.86,-7.5,13.06,-16.31,85.25,11.669,0,0,ON,
2019-08-1314:18:29.3050,-2.64,3.08,1.48,0.86,-4.86,-7.5,13.06,-16.31,85.25,11.543,0,0,ON,
2019-08-1314:18:29.4420,0.53,-0.11,1.56,0.86,-4.86,-7.5,13.06,-16.31,85.25,11.865,0,0,ON,
2019-08-1314:18:29.5790,0.53,-0.11,1.56,0.86,-4.86,-7.5,-5.62,-25.44,80.94,11.693,0,0,ON,
2019-08-1314:18:29.5930,0.53,-0.11,1.56,2.39,1.46,-6.97,-5.62,-25.44,80.94,11.708,0,0,ON,
2019-08-1314:18:29.7350,0.53,-0.11,1.56,6.95,-2.75,-4.4,-5.62,-25.44,80.94,11.935,0,0,ON,
2019-08-1314:18:29.8820,-0.51,0.1,1.19,6.95,-2.75,-4.4,-5.62,-25.44,80.94,11.912,0,0,ON,
2019-08-1314:18:29.8940,0.4,-0.06,-0.23,6.95,-2.75,-4.4,-5.62,-25.44,80.94,11.956,0,0,ON,
2019-08-1314:18:30.0350,-0.32,0.27,0.93,6.95,-2.75,-4.4,-5.62,-25.44,80.94,11.921,0,0,ON,
2019-08-1314:18:30.0480,-0.14,-0.03,1.61,6.95,-2.75,-4.4,-5.62,-25.44,80.94,11.982,0,0,ON,
2019-08-1314:18:30.1820,0.21,0.11,0.18,6.95,-2.75,-4.4,-5.62,-25.44,80.94,11.98,0,0,ON,
2019-08-1314:18:30.3250,0.21,0.11,0.18,2.27,-0.57,-9.46,-5.62,-25.44,80.94,11.902,0,0,ON,
2019-08-1314:18:30.4650,-0.04,-0.25,-1.04,2.27,-0.57,-9.46,-5.62,-25.44,80.94,11.892,0,0,ON,
2019-08-1314:18:30.4780,-0.04,-0.25,-1.04,2.27,-0.57,-9.46,-3.75,-18.19,85.94,11.894,0,0,ON,
