Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2,CAP_STATUS
2019-08-1311:13:54.7510,0.01,-0.01,0.01,1.57,0.39,-9.63,-34.31,-20.75,66.75,14.252,0,1,ON,
2019-08-1311:13:54.9030,0.01,0.0,0.0,1.57,0.39,-9.63,-34.31,-20.75,66.75,14.254,0,1,ON,
2019-08-1311:13:54.9170,0.01,0.0,0.0,1.61,0.16,-9.67,-34.31,-20.75,66.75,14.254,0,1,ON,
2019-08-1311:13:55.4080,0.0,0.01,0.0,1.61,0.16,-9.67,-34.31,-20.75,66.75,14.253,0,1,ON,
2019-08-1311:13:55.4460,0.0,0.01,0.0,1.61,0.16,-9.67,-36.13,-20.19,65.19,14.255,0,1,ON,
2019-08-1311:13:55.4850,0.01,0.03,0.02,1.61,0.16,-9.67,-36.13,-20.19,65.19,14.253,0,1,ON,
2019-08-1311:13:55.5240,0.01,0.03,0.02,1.61,0.16,-9.67,-36.88,-20.25,64.0,14.255,0,1,ON,
2019-08-1311:13:55.5570,0.01,0.03,0.02,1.61,0.16,-9.67,-35.31,-16.56,67.25,14.253,0,1,ON,
2019-08-1311:13:55.5910,0.01,0.03,0.02,1.53,0.35,-9.67,-35.31,-16.56,67.25,14.254,0,1,ON,
2019-08-1311:13:55.6240,-0.0,0.01,-0.02,1.53,0.35,-9.67,-35.31,-16.56,67.25,14.254,0,1,ON,
2019-08-1311:13:56.0510,-0.01,0.0,-0.01,1.53,0.35,-9.67,-35.31,-16.56,67.25,14.254,0,1,ON,
2019-08-1311:13:56.0650,0.0,-0.01,-0.02,1.53,0.35,-9.67,-35.31,-16.56,67.25,14.255,0,1,ON,
2019-08-1311:13:56.0730,0.0,-0.0,-0.01,1.53,0.35,-9.67,-35.31,-16.56,67.25,14.254,0,1,ON,
2019-08-1311:13:56.0810,0.0,-0.0,-0.01,1.57,0.31,-9.67,-35.31,-16.56,67.25,14.255,0,1,ON,
2019-08-1311:13:56.1010,0.0,0.0,-0.01,1.57,0.31,-9.67,-35.31,-16.56,67.25,14.253,0,1,ON,
2019-08-1311:13:56.2210,0.0,-0.0,-0.0,1.57,0.31,-9.67,-35.31,-16.56,67.25,14.254,0,1,ON,
2019-08-1311:13:56.3420,0.0,-0.0,-0.0,1.57,0.31,-9.67,-36.5,-20.56,63.94,14.255,0,1,ON,
2019-08-1311:13:56.4020,0.0,-0.0,-0.0,1.57,0.31,-9.67,-36.06,-18.62,68.06,14.254,0,1,ON,
2019-08-1311:13:56.4920,0.01,-0.01,0.02,1.57,0.31,-9.67,-36.06,-18.62,68.06,14.254,0,1,ON,
2019-08-1311:13:56.6120,0.01,-0.01,0.02,1.53,0.2,-9.67,-36.06,-18.62,68.06,14.253,0,1,ON,
2019-08-1311:13:56.7020,0.01,-0.01,0.0,1.53,0.2,-9.67,-36.06,-18.62,68.06,14.253,0,1,ON,
2019-08-1311:13:56.8220,0.02,-0.0,-0.01,1.53,0.2,-9.67,-36.06,-18.62,68.06,14.254,0,1,ON,
2019-08-1311:13:56.9120,0.01,0.0,0.02,1.53,0.2,-9.67,-36.06,-18.62,68.06,14.253,0,1,ON,
2019-08-1311:13:57.0020,0.01,0.0,0.02,1.61,0.23,-9.67,-36.06,-18.62,68.06,14.254,0,1,ON,
2019-08-1311:13:57.0920,0.01,-0.01,0.01,1.61,0.23,-9.67,-36.06,-18.62,68.06,14.255,0,1,ON,
2019-08-1311:13:57.2120,0.01,-0.01,0.01,1.53,0.23,-9.67,-36.06,-18.62,68.06,14.255,0,1,ON,
2019-08-1311:13:57.3010,0.01,-0.02,0.01,1.53,0.23,-9.67,-36.06,-18.62,68.06,14.256,0,1,ON,
2019-08-1311:13:57.3920,0.01,-0.02,0.01,1.53,0.23,-9.67,-35.31,-16.87,68.94,14.255,0,1,ON,
2019-08-1311:13:57.5120,0.0,-0.03,0.0,1.53,0.23,-9.67,-35.31,-16.87,68.94,14.254,0,1,ON,
2019-08-1311:13:57.6020,0.0,-0.02,0.03,1.53,0.23,-9.67,-35.31,-16.87,68.94,14.257,0,1,ON,
2019-08-1311:13:57.7220,-0.01,-0.03,0.04,1.53,0.23,-9.67,-35.31,-16.87,68.94,14.254,0,1,ON,
2019-08-1311:13:57.8420,-0.01,-0.03,0.04,1.53,0.23,-9.67,-33.13,-18.0,65.69,14.255,0,1,ON,
2019-08-1311:13:57.9020,-0.01,-0.03,0.03,1.53,0.23,-9.67,-33.13,-18.0,65.69,14.257,0,1,ON,
2019-08-1311:13:57.9920,-0.02,-0.03,0.03,1.53,0.23,-9.67,-33.13,-18.0,65.69,14.256,0,1,ON,
2019-08-1311:13:58.0820,-0.02,-0.03,0.0,1.53,0.23,-9.67,-33.13,-18.0,65.69,14.255,0,1,ON,
2019-08-1311:13:58.2020,-0.03,-0.03,0.02,1.53,0.23,-9.67,-33.13,-18.0,65.69,14.257,0,1,ON,
2019-08-1311:13:58.2920,-0.0,-0.01,0.02,1.53,0.23,-9.67,-33.13,-18.0,65.69,14.257,0,1,ON,
2019-08-1311:13:58.3820,0.01,-0.01,-0.01,1.53,0.23,-9.67,-33.13,-18.0,65.69,14.257,0,1,ON,
2019-08-1311:13:58.4720,0.01,-0.01,-0.01,1.53,0.23,-9.67,-35.69,-17.69,64.5,14.26,0,1,ON,
2019-08-1311:13:58.5930,0.01,-0.01,-0.01,1.53,0.23,-9.67,-35.31,-16.25,66.94,14.261,0,1,ON,
2019-08-1311:13:58.6820,0.01,-0.01,-0.01,1.53,0.23,-9.67,-34.25,-18.06,64.87,14.262,0,1,ON,
2019-08-1311:13:58.8180,0.01,-0.01,-0.01,1.53,0.23,-9.67,-35.63,-15.19,67.37,14.259,0,1,ON,
2019-08-1311:13:58.8920,0.02,-0.03,-0.01,1.53,0.23,-9.67,-35.63,-15.19,67.37,14.262,0,1,ON,
2019-08-1311:13:59.0120,0.04,-0.0,0.0,1.53,0.23,-9.67,-35.63,-15.19,67.37,14.26,0,1,ON,
2019-08-1311:13:59.0720,0.02,-0.01,0.01,1.53,0.23,-9.67,-35.63,-15.19,67.37,14.261,0,1,ON,
2019-08-1311:13:59.1920,0.01,-0.02,0.03,1.53,0.23,-9.67,-35.63,-15.19,67.37,14.26,0,1,ON,
2019-08-1311:13:59.2820,0.02,-0.0,0.03,1.53,0.23,-9.67,-35.63,-15.19,67.37,14.261,0,1,ON,
2019-08-1311:13:59.4020,0.02,-0.0,0.03,0.99,0.0,-9.71,-35.63,-15.19,67.37,14.26,0,1,ON,
2019-08-1311:13:59.4920,0.02,-0.0,0.03,0.99,0.0,-9.71,-34.25,-16.94,64.87,14.26,0,1,ON,
2019-08-1311:13:59.5820,0.02,-0.0,0.03,0.99,0.0,-9.71,-31.19,-15.81,68.62,14.26,0,1,ON,
2019-08-1311:13:59.7320,0.02,-0.0,0.03,0.99,0.0,-9.71,-33.88,-16.31,64.5,14.261,0,1,ON,
2019-08-1311:13:59.7910,0.02,-0.0,0.03,0.99,0.0,-9.71,-31.56,-14.0,67.44,14.26,0,1,ON,
2019-08-1311:13:59.8820,-0.01,0.02,0.02,0.99,0.0,-9.71,-31.56,-14.0,67.44,14.259,0,1,ON,
2019-08-1311:13:59.9720,-0.01,0.03,0.0,0.99,0.0,-9.71,-31.56,-14.0,67.44,14.259,0,1,ON,
2019-08-1311:14:00.0620,-0.01,0.03,0.01,0.99,0.0,-9.71,-31.56,-14.0,67.44,14.26,0,1,ON,
2019-08-1311:14:00.1820,-0.01,0.03,-0.02,0.99,0.0,-9.71,-31.56,-14.0,67.44,14.261,0,1,ON,
2019-08-1311:14:00.2720,-0.01,0.03,-0.02,1.14,0.04,-9.71,-31.56,-14.0,67.44,14.259,0,1,ON,
2019-08-1311:14:00.3920,-0.01,0.03,-0.02,1.22,0.04,-9.71,-31.56,-14.0,67.44,14.262,0,1,ON,
2019-08-1311:14:00.4820,-0.01,0.03,-0.02,1.22,0.04,-9.71,-34.94,-17.31,64.44,14.26,0,1,ON,
2019-08-1311:14:00.5720,-0.01,0.03,-0.02,1.22,0.04,-9.71,-35.69,-16.25,68.19,14.259,0,1,ON,
2019-08-1311:14:00.6620,-0.03,0.05,-0.01,1.22,0.04,-9.71,-35.69,-16.25,68.19,14.259,0,1,ON,
2019-08-1311:14:00.7820,-0.03,0.05,-0.01,1.22,0.04,-9.71,-35.69,-16.87,68.5,14.259,0,1,ON,
2019-08-1311:14:00.8720,-0.03,0.05,-0.01,1.22,0.04,-9.71,-35.75,-19.06,65.62,14.26,0,1,ON,
2019-08-1311:14:00.9620,-0.01,0.04,-0.01,1.22,0.04,-9.71,-35.75,-19.06,65.62,14.259,0,1,ON,
2019-08-1311:14:01.0520,-0.01,0.05,-0.02,1.22,0.04,-9.71,-35.75,-19.06,65.62,14.258,0,1,ON,
2019-08-1311:14:01.1720,-0.01,0.07,-0.02,1.22,0.04,-9.71,-35.75,-19.06,65.62,14.259,0,1,ON,
2019-08-1311:14:01.2620,-0.01,0.04,-0.01,1.22,0.04,-9.71,-35.75,-19.06,65.62,14.257,0,1,ON,
2019-08-1311:14:01.4120,-0.01,0.04,-0.01,1.8,0.04,-9.63,-35.75,-19.06,65.62,14.261,0,1,ON,
2019-08-1311:14:01.4720,-0.01,0.04,-0.01,1.8,0.04,-9.63,-37.94,-19.87,64.37,14.258,0,1,ON,
2019-08-1311:14:01.5620,-0.01,0.04,-0.01,1.8,0.04,-9.63,-36.81,-17.62,68.56,14.262,0,1,ON,
2019-08-1311:14:01.6520,-0.01,0.04,-0.01,1.8,0.04,-9.63,-38.31,-18.5,63.56,14.264,0,1,ON,
2019-08-1311:14:01.7720,0.0,0.02,-0.0,1.8,0.04,-9.63,-38.31,-18.5,63.56,14.267,0,1,ON,
2019-08-1311:14:01.8620,0.0,0.02,-0.0,1.8,0.04,-9.63,-38.0,-20.87,64.75,14.267,0,1,ON,
2019-08-1311:14:01.9820,0.0,0.02,-0.0,1.8,0.04,-9.63,-37.19,-18.69,67.25,14.265,0,1,ON,
2019-08-1311:14:02.0420,0.01,0.02,-0.01,1.8,0.04,-9.63,-37.19,-18.69,67.25,14.262,0,1,ON,
2019-08-1311:14:02.1620,0.0,0.01,-0.02,1.8,0.04,-9.63,-37.19,-18.69,67.25,14.262,0,1,ON,
2019-08-1311:14:02.2520,0.01,0.01,-0.02,1.8,0.04,-9.63,-37.19,-18.69,67.25,14.263,0,1,ON,
2019-08-1311:14:02.3720,0.03,-0.01,0.02,1.8,0.04,-9.63,-37.19,-18.69,67.25,14.266,0,1,ON,
2019-08-1311:14:02.4620,0.03,-0.01,0.02,1.76,0.31,-9.63,-37.19,-18.69,67.25,14.262,0,1,ON,
2019-08-1311:14:02.5520,0.01,-0.0,0.01,1.76,0.31,-9.63,-37.19,-18.69,67.25,14.261,0,1,ON,
2019-08-1311:14:02.6720,0.01,-0.0,0.01,1.76,0.31,-9.63,-37.94,-19.12,64.06,14.26,0,1,ON,
2019-08-1311:14:02.7620,0.01,-0.0,0.01,1.76,0.31,-9.63,-37.13,-17.31,67.31,14.261,0,1,ON,
2019-08-1311:14:02.8520,0.01,-0.0,0.01,1.76,0.31,-9.63,-38.31,-19.87,64.5,14.261,0,1,ON,
2019-08-1311:14:02.9720,0.01,-0.0,0.01,1.76,0.31,-9.63,-35.69,-16.87,68.19,14.264,0,1,ON,
2019-08-1311:14:03.0620,0.01,-0.0,0.01,1.76,0.16,-9.63,-35.69,-16.87,68.19,14.264,0,1,ON,
2019-08-1311:14:03.1520,0.02,-0.02,-0.05,1.76,0.16,-9.63,-35.69,-16.87,68.19,14.262,0,1,ON,
2019-08-1311:14:03.2420,-0.02,-0.03,0.0,1.76,0.16,-9.63,-35.69,-16.87,68.19,14.262,0,1,ON,
2019-08-1311:14:03.3620,-0.01,-0.02,-0.05,1.76,0.16,-9.63,-35.69,-16.87,68.19,14.261,0,1,ON,
2019-08-1311:14:03.4520,-0.02,-0.04,-0.01,1.76,0.16,-9.63,-35.69,-16.87,68.19,14.26,0,1,ON,
2019-08-1311:14:03.5420,-0.03,-0.04,-0.01,1.76,0.16,-9.63,-35.69,-16.87,68.19,14.258,0,1,ON,
2019-08-1311:14:03.6320,-0.01,-0.01,-0.05,1.76,0.16,-9.63,-35.69,-16.87,68.19,14.257,0,1,ON,
2019-08-1311:14:03.7520,-0.01,-0.01,-0.05,1.76,0.16,-9.63,-35.69,-16.56,66.94,14.258,0,1,ON,
2019-08-1311:14:03.8420,-0.01,-0.01,-0.05,1.76,0.16,-9.63,-36.13,-20.56,64.44,14.256,0,1,ON,
2019-08-1311:14:03.9620,-0.01,-0.01,-0.05,1.76,0.16,-9.63,-36.06,-16.56,67.37,14.256,0,1,ON,
2019-08-1311:14:04.0520,-0.03,-0.03,0.05,1.76,0.16,-9.63,-36.06,-16.56,67.37,14.255,0,1,ON,
2019-08-1311:14:04.1410,-0.04,-0.03,0.08,1.76,0.16,-9.63,-36.06,-16.56,67.37,14.255,0,1,ON,
2019-08-1311:14:04.2320,-0.02,-0.0,0.06,1.76,0.16,-9.63,-36.06,-16.56,67.37,14.257,0,1,ON,
2019-08-1311:14:04.3520,-0.01,0.01,0.03,1.76,0.16,-9.63,-36.06,-16.56,67.37,14.256,0,1,ON,
2019-08-1311:14:04.4420,0.0,0.02,-0.02,1.76,0.16,-9.63,-36.06,-16.56,67.37,14.255,0,1,ON,
2019-08-1311:14:04.5620,0.0,0.02,-0.05,1.76,0.16,-9.63,-36.06,-16.56,67.37,14.255,0,1,ON,
2019-08-1311:14:04.6220,0.0,0.02,-0.05,1.76,0.16,-9.63,-37.19,-19.87,63.19,14.256,0,1,ON,
2019-08-1311:14:04.7420,0.02,0.03,-0.07,1.76,0.16,-9.63,-37.19,-19.87,63.19,14.257,0,1,ON,
2019-08-1311:14:04.8320,0.01,0.02,-0.03,1.76,0.16,-9.63,-37.19,-19.87,63.19,14.256,0,1,ON,
2019-08-1311:14:04.9520,0.01,0.02,-0.03,1.76,0.16,-9.63,-34.94,-17.25,67.75,14.254,0,1,ON,
2019-08-1311:14:05.1020,0.01,0.02,-0.03,1.76,0.16,-9.63,-36.88,-20.19,64.87,14.255,0,1,ON,
2019-08-1311:14:05.1320,0.0,0.03,-0.01,1.76,0.16,-9.63,-36.88,-20.19,64.87,14.255,0,1,ON,
2019-08-1311:14:05.2230,-0.0,0.0,0.01,1.76,0.16,-9.63,-36.88,-20.19,64.87,14.254,0,1,ON,
2019-08-1311:14:05.3420,0.0,0.01,0.02,1.76,0.16,-9.63,-36.88,-20.19,64.87,14.253,0,1,ON,
2019-08-1311:14:05.4620,0.01,0.02,0.0,1.76,0.16,-9.63,-36.88,-20.19,64.87,14.254,0,1,ON,
2019-08-1311:14:05.5520,-0.01,0.01,-0.01,1.76,0.16,-9.63,-36.88,-20.19,64.87,14.255,0,1,ON,
2019-08-1311:14:05.6420,0.01,0.01,-0.03,1.76,0.16,-9.63,-36.88,-20.19,64.87,14.255,0,1,ON,
2019-08-1311:14:05.7320,0.0,0.01,-0.02,1.76,0.16,-9.63,-36.88,-20.19,64.87,14.254,0,1,ON,
2019-08-1311:14:05.8220,-0.01,-0.0,-0.02,1.76,0.16,-9.63,-36.88,-20.19,64.87,14.255,0,1,ON,
2019-08-1311:14:05.9420,0.01,-0.01,-0.03,1.76,0.16,-9.63,-36.88,-20.19,64.87,14.252,0,1,ON,
2019-08-1311:14:06.0320,0.02,0.0,-0.01,1.76,0.16,-9.63,-36.88,-20.19,64.87,14.255,0,1,ON,
2019-08-1311:14:06.1220,0.02,0.0,-0.01,1.76,0.16,-9.63,-35.38,-20.5,66.87,14.254,0,1,ON,
2019-08-1311:14:06.2120,0.02,0.0,-0.01,1.61,0.2,-9.71,-35.38,-20.5,66.87,14.255,0,1,ON,
2019-08-1311:14:06.3320,0.02,0.0,-0.01,1.53,0.31,-9.71,-35.38,-20.5,66.87,14.254,0,1,ON,
2019-08-1311:14:06.4220,-0.01,-0.0,0.01,1.53,0.31,-9.71,-35.38,-20.5,66.87,14.254,0,1,ON,
2019-08-1311:14:06.5420,-0.01,-0.0,0.01,1.68,0.31,-9.59,-35.38,-20.5,66.87,14.253,0,1,ON,
2019-08-1311:14:06.6320,0.02,0.01,-0.05,1.68,0.31,-9.59,-35.38,-20.5,66.87,14.254,0,1,ON,
2019-08-1311:14:06.7220,0.02,0.01,-0.07,1.68,0.31,-9.59,-35.38,-20.5,66.87,14.253,0,1,ON,
2019-08-1311:14:06.8120,0.01,0.01,-0.02,1.68,0.31,-9.59,-35.38,-20.5,66.87,14.256,0,1,ON,
2019-08-1311:14:06.9320,0.01,0.0,-0.0,1.68,0.31,-9.59,-35.38,-20.5,66.87,14.253,0,1,ON,
2019-08-1311:14:07.0220,0.01,0.0,-0.0,1.68,0.31,-9.59,-38.0,-20.87,65.12,14.254,0,1,ON,
2019-08-1311:14:07.1420,0.01,0.0,-0.0,1.68,0.31,-9.59,-36.88,-18.69,66.94,14.254,0,1,ON,
2019-08-1311:14:07.2020,0.01,0.0,-0.0,1.68,0.31,-9.59,-35.75,-21.19,64.44,14.255,0,1,ON,
2019-08-1311:14:07.3220,0.01,0.0,-0.0,1.68,0.31,-9.59,-35.69,-18.0,66.5,14.252,0,1,ON,
2019-08-1311:14:07.4120,0.01,-0.01,-0.06,1.68,0.31,-9.59,-35.69,-18.0,66.5,14.252,0,1,ON,
2019-08-1311:14:07.5320,0.01,-0.01,-0.06,1.61,0.16,-9.71,-35.69,-18.0,66.5,14.253,0,1,ON,
2019-08-1311:14:07.6220,-0.01,-0.02,0.04,1.61,0.16,-9.71,-35.69,-18.0,66.5,14.252,0,1,ON,
2019-08-1311:14:07.7120,0.0,-0.0,-0.01,1.61,0.16,-9.71,-35.69,-18.0,66.5,14.254,0,1,ON,
2019-08-1311:14:07.8020,-0.01,-0.02,0.02,1.61,0.16,-9.71,-35.69,-18.0,66.5,14.254,0,1,ON,
2019-08-1311:14:07.9220,-0.01,-0.02,0.02,1.61,0.2,-9.63,-35.69,-18.0,66.5,14.251,0,1,ON,
2019-08-1311:14:08.0120,-0.01,-0.01,0.01,1.61,0.2,-9.63,-35.69,-18.0,66.5,14.25,0,1,ON,
2019-08-1311:14:08.1320,-0.01,-0.01,0.01,1.61,0.2,-9.63,-35.31,-19.0,67.75,14.252,0,1,ON,
2019-08-1311:14:08.2220,0.0,-0.02,0.0,1.61,0.2,-9.63,-35.31,-19.0,67.75,14.254,0,1,ON,
2019-08-1311:14:08.3120,-0.02,-0.02,0.03,1.61,0.2,-9.63,-35.31,-19.0,67.75,14.252,0,1,ON,
2019-08-1311:14:08.4320,-0.02,-0.02,0.03,1.61,0.2,-9.63,-35.38,-20.5,65.31,14.252,0,1,ON,
2019-08-1311:14:08.5220,-0.01,-0.01,-0.0,1.61,0.2,-9.63,-35.38,-20.5,65.31,14.252,0,1,ON,
2019-08-1311:14:08.6120,-0.03,-0.02,0.03,1.61,0.2,-9.63,-35.38,-20.5,65.31,14.251,0,1,ON,
2019-08-1311:14:08.7020,-0.03,-0.02,0.03,1.61,0.2,-9.63,-34.56,-19.37,67.31,14.251,0,1,ON,
2019-08-1311:14:08.7940,0.0,-0.01,-0.02,1.61,0.2,-9.63,-34.56,-19.37,67.31,14.252,0,1,ON,
2019-08-1311:14:08.9120,-0.0,-0.01,0.02,1.61,0.2,-9.63,-34.56,-19.37,67.31,14.25,0,1,ON,
2019-08-1311:14:09.0020,-0.0,-0.01,0.02,1.61,0.2,-9.63,-35.38,-20.56,64.5,14.25,0,1,ON,
2019-08-1311:14:09.1220,-0.01,-0.01,0.01,1.61,0.2,-9.63,-35.38,-20.56,64.5,14.252,0,1,ON,
2019-08-1311:14:09.2120,-0.01,-0.01,0.01,1.61,0.2,-9.63,-35.38,-20.87,63.56,14.25,0,1,ON,
2019-08-1311:14:09.3020,-0.02,-0.01,0.03,1.61,0.2,-9.63,-35.38,-20.87,63.56,14.249,0,1,ON,
2019-08-1311:14:09.3920,-0.02,-0.01,0.03,1.61,0.2,-9.63,-34.63,-20.56,64.5,14.251,0,1,ON,
2019-08-1311:14:09.5120,-0.02,-0.01,0.03,1.61,0.2,-9.63,-34.56,-19.06,66.12,14.25,0,1,ON,
2019-08-1311:14:09.6020,0.01,0.0,-0.04,1.61,0.2,-9.63,-34.56,-19.06,66.12,14.25,0,1,ON,
2019-08-1311:14:09.6920,-0.03,-0.01,0.02,1.61,0.2,-9.63,-34.56,-19.06,66.12,14.252,0,1,ON,
2019-08-1311:14:09.7810,0.01,-0.0,-0.05,1.61,0.2,-9.63,-34.56,-19.06,66.12,14.25,0,1,ON,
2019-08-1311:14:09.9020,0.0,0.0,-0.07,1.61,0.2,-9.63,-34.56,-19.06,66.12,14.251,0,1,ON,
2019-08-1311:14:09.9920,0.0,0.0,-0.07,1.3,0.23,-9.75,-34.56,-19.06,66.12,14.254,0,1,ON,
2019-08-1311:14:10.1120,-0.02,0.01,-0.0,1.3,0.23,-9.75,-34.56,-19.06,66.12,14.252,0,1,ON,
2019-08-1311:14:10.2020,-0.02,0.01,-0.0,1.3,0.23,-9.75,-35.0,-21.19,64.0,14.251,0,1,ON,
2019-08-1311:14:10.2920,-0.02,0.01,-0.0,1.3,0.23,-9.75,-34.94,-18.37,66.94,14.253,0,1,ON,
2019-08-1311:14:10.3820,-0.02,0.01,-0.0,1.3,0.23,-9.75,-35.38,-21.56,64.44,14.252,0,1,ON,
2019-08-1311:14:10.5020,-0.02,0.01,-0.0,1.3,0.23,-9.75,-35.75,-19.37,66.94,14.252,0,1,ON,
2019-08-1311:14:10.5920,-0.02,0.01,-0.0,1.34,0.54,-9.71,-35.75,-19.37,66.94,14.251,0,1,ON,
2019-08-1311:14:10.7280,-0.02,0.01,-0.0,1.3,0.39,-9.67,-35.75,-19.37,66.94,14.252,0,1,ON,
2019-08-1311:14:10.8320,0.01,0.01,-0.01,1.3,0.39,-9.67,-35.75,-19.37,66.94,14.252,0,1,ON,
2019-08-1311:14:10.8920,0.01,0.01,-0.02,1.3,0.39,-9.67,-35.75,-19.37,66.94,14.252,0,1,ON,
2019-08-1311:14:10.9820,0.01,0.02,-0.02,1.3,0.39,-9.67,-35.75,-19.37,66.94,14.254,0,1,ON,
2019-08-1311:14:11.1020,0.01,0.02,-0.01,1.3,0.39,-9.67,-35.75,-19.37,66.94,14.252,0,1,ON,
2019-08-1311:14:11.1920,0.0,0.02,0.02,1.3,0.39,-9.67,-35.75,-19.37,66.94,14.252,0,1,ON,
2019-08-1311:14:11.2820,-0.0,0.01,0.03,1.3,0.39,-9.67,-35.75,-19.37,66.94,14.252,0,1,ON,
2019-08-1311:14:11.4020,-0.0,0.01,0.03,1.53,0.39,-9.63,-35.75,-19.37,66.94,14.252,0,1,ON,
2019-08-1311:14:11.5210,-0.0,0.01,0.03,1.53,0.39,-9.63,-35.31,-18.37,67.37,14.252,0,1,ON,
2019-08-1311:14:11.5820,0.0,0.0,-0.01,1.53,0.39,-9.63,-35.31,-18.37,67.37,14.253,0,1,ON,
2019-08-1311:14:11.7020,0.0,0.0,-0.01,1.45,0.31,-9.71,-35.31,-18.37,67.37,14.254,0,1,ON,
2019-08-1311:14:11.7920,-0.0,-0.0,0.0,1.45,0.31,-9.71,-35.31,-18.37,67.37,14.253,0,1,ON,
2019-08-1311:14:11.8830,-0.01,0.01,0.0,1.45,0.31,-9.71,-35.31,-18.37,67.37,14.252,0,1,ON,
2019-08-1311:14:11.9720,0.0,0.0,-0.02,1.45,0.31,-9.71,-35.31,-18.37,67.37,14.253,0,1,ON,
2019-08-1311:14:12.0920,0.0,0.0,0.02,1.45,0.31,-9.71,-35.31,-18.37,67.37,14.253,0,1,ON,
2019-08-1311:14:12.1820,-0.0,-0.01,0.02,1.45,0.31,-9.71,-35.31,-18.37,67.37,14.252,0,1,ON,
2019-08-1311:14:12.2720,-0.0,-0.0,0.0,1.45,0.31,-9.71,-35.31,-18.37,67.37,14.254,0,1,ON,
2019-08-1311:14:12.3620,0.01,0.0,0.0,1.45,0.31,-9.71,-35.31,-18.37,67.37,14.252,0,1,ON,
2019-08-1311:14:12.4820,0.01,0.0,0.0,1.49,0.39,-9.67,-35.31,-18.37,67.37,14.253,0,1,ON,
2019-08-1311:14:12.5720,0.01,0.0,0.0,1.49,0.39,-9.67,-36.56,-22.31,64.06,14.253,0,1,ON,
2019-08-1311:14:12.6910,0.02,0.0,-0.01,1.49,0.39,-9.67,-36.56,-22.31,64.06,14.253,0,1,ON,
2019-08-1311:14:12.7820,0.01,0.01,0.01,1.49,0.39,-9.67,-36.56,-22.31,64.06,14.252,0,1,ON,
2019-08-1311:14:12.8720,0.01,0.0,0.01,1.49,0.39,-9.67,-36.56,-22.31,64.06,14.252,0,1,ON,
2019-08-1311:14:12.9620,0.01,0.0,0.01,1.49,0.39,-9.67,-36.56,-22.31,64.06,14.252,0,1,ON,
2019-08-1311:14:13.0820,0.01,0.0,-0.02,1.49,0.39,-9.67,-36.56,-22.31,64.06,14.252,0,1,ON,
2019-08-1311:14:13.2020,0.0,-0.0,0.01,1.49,0.39,-9.67,-36.56,-22.31,64.06,14.253,0,1,ON,
2019-08-1311:14:13.2920,0.0,-0.0,0.01,1.49,0.39,-9.67,-36.56,-22.31,64.06,14.252,0,1,ON,
2019-08-1311:14:13.3820,-0.0,-0.02,0.02,1.49,0.39,-9.67,-36.56,-22.31,64.06,14.253,0,1,ON,
2019-08-1311:14:13.4720,-0.01,-0.01,0.02,1.49,0.39,-9.67,-36.56,-22.31,64.06,14.252,0,1,ON,
2019-08-1311:14:13.5620,-0.01,-0.01,0.02,1.49,0.39,-9.67,-36.19,-21.94,64.44,14.252,0,1,ON,
2019-08-1311:14:13.6820,-0.01,-0.01,0.02,1.49,0.39,-9.67,-33.5,-19.31,69.06,14.252,0,1,ON,
2019-08-1311:14:13.7720,-0.01,-0.01,0.02,1.49,0.39,-9.67,-35.75,-20.87,64.5,14.253,0,1,ON,
2019-08-1311:14:13.8620,-0.01,-0.01,0.02,1.49,0.39,-9.67,-35.69,-18.69,67.0,14.253,0,1,ON,
2019-08-1311:14:13.9520,0.01,0.0,-0.02,1.49,0.39,-9.67,-35.69,-18.69,67.0,14.251,0,1,ON,
2019-08-1311:14:14.0720,-0.01,-0.0,-0.01,1.49,0.39,-9.67,-35.69,-18.69,67.0,14.251,0,1,ON,
2019-08-1311:14:14.1620,-0.0,-0.01,0.0,1.49,0.39,-9.67,-35.69,-18.69,67.0,14.252,0,1,ON,
2019-08-1311:14:14.2820,0.0,-0.0,-0.01,1.49,0.39,-9.67,-35.69,-18.69,67.0,14.255,0,1,ON,
2019-08-1311:14:14.3720,0.0,-0.0,-0.01,1.53,0.27,-9.67,-35.69,-18.69,67.0,14.252,0,1,ON,
2019-08-1311:14:14.4620,0.0,-0.0,-0.01,1.49,0.27,-9.67,-35.69,-18.69,67.0,14.253,0,1,ON,
2019-08-1311:14:14.5520,0.0,-0.0,-0.01,1.49,0.27,-9.67,-35.75,-20.19,64.56,14.252,0,1,ON,
2019-08-1311:14:14.6720,0.0,-0.0,-0.01,1.49,0.27,-9.67,-33.81,-16.87,67.44,14.253,0,1,ON,
2019-08-1311:14:14.7620,0.0,-0.0,-0.01,1.41,0.2,-9.71,-33.81,-16.87,67.44,14.252,0,1,ON,
2019-08-1311:14:14.8520,-0.01,-0.01,-0.02,1.41,0.2,-9.71,-33.81,-16.87,67.44,14.252,0,1,ON,
2019-08-1311:14:14.9420,-0.0,-0.01,0.02,1.41,0.2,-9.71,-33.81,-16.87,67.44,14.252,0,1,ON,
2019-08-1311:14:15.0610,-0.01,-0.02,0.02,1.41,0.2,-9.71,-33.81,-16.87,67.44,14.252,0,1,ON,
