Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2,CAP_STATUS
2019-08-1510:05:11.0380,-0.05,0.16,-0.64,8.93,1.51,-5.93,-30.75,-17.25,11.25,13.935,0,1,ON,
2019-08-1510:05:11.0500,-0.05,0.16,-0.64,8.93,1.51,-5.93,-23.31,-29.87,11.25,13.881,0,1,ON,
2019-08-1510:05:11.1870,-0.06,-0.13,-0.79,8.93,1.51,-5.93,-23.31,-29.87,3.25,13.896,0,1,ON,
2019-08-1510:05:11.3300,-0.04,-0.29,1.18,8.93,1.51,-5.93,-23.31,-29.87,3.25,13.941,0,1,ON,
2019-08-1510:05:11.3430,0.63,-1.4,0.66,8.93,1.51,-5.93,-23.31,-29.87,3.25,14.067,0,1,ON,
2019-08-1510:05:11.4830,-0.4,-0.72,-1.16,8.93,1.51,-5.93,-23.31,-29.87,3.25,14.05,0,1,ON,
2019-08-1510:05:11.6220,-0.4,-0.72,-1.16,11.69,0.89,-7.43,-23.31,-29.87,3.25,13.836,0,1,ON,
2019-08-1510:05:11.6350,3.49,-0.9,5.68,11.69,0.89,-7.43,-23.31,-29.87,3.25,13.904,0,1,ON,
2019-08-1510:05:11.7740,3.01,-5.07,3.06,11.69,0.89,-7.43,-23.31,-29.87,3.25,13.824,0,1,ON,
2019-08-1510:05:11.9170,3.01,-5.07,3.06,11.69,0.89,-7.43,-21.37,19.19,3.25,13.676,0,1,ON,
2019-08-1510:05:11.9310,-0.6,1.2,-4.71,11.69,0.89,-7.43,-21.37,19.19,18.19,13.21,0,1,ON,
2019-08-1510:05:12.0730,-5.63,-3.13,-5.32,11.69,0.89,-7.43,-21.37,19.19,18.19,12.702,0,1,ON,
2019-08-1510:05:12.2130,-5.63,-3.13,-5.32,11.69,0.89,-7.43,-11.0,-20.69,18.19,14.273,0,1,ON,
2019-08-1510:05:12.2270,-0.35,0.3,1.97,11.69,0.89,-7.43,-11.0,-20.69,27.69,14.374,0,1,ON,
2019-08-1510:05:12.3720,-0.56,1.68,1.86,11.69,0.89,-7.43,-11.0,-20.69,27.69,14.294,0,1,ON,
2019-08-1510:05:12.3850,0.32,1.57,1.53,11.69,0.89,-7.43,-11.0,-20.69,27.69,14.252,0,1,ON,
2019-08-1510:05:12.5270,0.82,1.51,0.92,11.69,0.89,-7.43,-11.0,-20.69,27.69,14.168,0,1,ON,
2019-08-1510:05:12.6700,0.65,1.39,0.3,11.69,0.89,-7.43,-11.0,-20.69,27.69,14.076,0,1,ON,
2019-08-1510:05:12.8110,-1.79,0.42,-0.59,11.69,0.89,-7.43,-11.0,-20.69,27.69,13.917,0,1,ON,
2019-08-1510:05:12.8240,-1.79,0.42,-0.59,11.69,0.89,-7.43,-37.19,-9.88,27.69,13.909,0,1,ON,
2019-08-1510:05:12.9710,4.96,-5.87,-2.31,11.69,0.89,-7.43,-37.19,-9.88,0.44,14.071,0,1,ON,
2019-08-1510:05:12.9840,4.96,-5.87,-2.31,11.69,0.89,-7.43,-11.69,-3.94,0.44,14.406,0,1,ON,
2019-08-1510:05:13.1250,4.96,-5.87,-2.31,11.69,0.89,-7.43,-11.38,10.56,35.13,13.654,0,1,ON,
2019-08-1510:05:13.2740,-4.62,4.01,-0.08,11.69,0.89,-7.43,-11.38,10.56,33.25,13.06,0,1,ON,
2019-08-1510:05:13.4150,-7.64,-1.08,-3.78,11.69,0.89,-7.43,-11.38,10.56,33.25,12.857,0,1,ON,
2019-08-1510:05:13.4290,-3.39,-0.42,0.87,11.69,0.89,-7.43,-11.38,10.56,33.25,13.805,0,1,ON,
2019-08-1510:05:13.5700,-1.2,0.0,1.39,11.69,0.89,-7.43,-11.38,10.56,33.25,13.761,0,1,ON,
2019-08-1510:05:13.5820,-1.2,0.0,1.39,5.95,4.54,-7.16,-11.38,10.56,33.25,13.704,0,1,ON,
2019-08-1510:05:13.7280,1.96,-1.37,1.64,5.95,4.54,-7.16,-11.38,10.56,33.25,14.119,0,1,ON,
2019-08-1510:05:13.8690,1.96,-1.37,1.64,5.95,4.54,-7.16,-28.87,-20.69,33.25,14.202,0,1,ON,
2019-08-1510:05:14.0110,1.96,-1.37,1.64,5.95,4.54,-7.16,-27.94,-14.31,14.75,14.31,0,1,ON,
2019-08-1510:05:14.0250,1.96,-1.37,1.64,5.95,4.54,-7.16,-27.75,-15.94,21.5,14.311,0,1,ON,
2019-08-1510:05:14.1660,1.96,-1.37,1.64,5.95,4.54,-7.16,-26.87,-12.75,19.56,14.324,0,1,ON,
2019-08-1510:05:14.3130,1.96,-1.37,1.64,3.99,-0.6,-8.35,-26.87,-12.75,23.37,14.313,0,1,ON,
2019-08-1510:05:14.3260,1.96,-1.37,1.64,4.49,-0.56,-8.08,-26.87,-12.75,23.37,14.224,0,1,ON,
2019-08-1510:05:14.4730,0.06,-0.11,0.66,4.49,-0.56,-8.08,-26.87,-12.75,23.37,14.175,0,1,ON,
2019-08-1510:05:14.4870,0.54,-0.14,0.35,4.49,-0.56,-8.08,-26.87,-12.75,23.37,14.181,0,1,ON,
2019-08-1510:05:14.6280,0.54,-0.14,0.35,4.11,-3.24,-7.58,-26.87,-12.75,23.37,14.302,0,1,ON,
2019-08-1510:05:14.7720,0.54,-0.14,0.35,4.64,-2.32,-9.0,-26.87,-12.75,23.37,14.31,0,1,ON,
2019-08-1510:05:14.7860,1.68,1.18,1.98,4.64,-2.32,-9.0,-26.87,-12.75,23.37,14.009,0,1,ON,
2019-08-1510:05:14.9270,1.68,1.18,1.98,4.64,-2.32,-9.0,-34.81,8.25,23.37,13.896,0,1,ON,
2019-08-1510:05:15.0740,1.68,1.18,1.98,4.37,-3.47,-7.0,-34.81,8.25,7.87,14.153,0,1,ON,
2019-08-1510:05:15.0880,1.68,1.18,1.98,4.37,-3.47,-7.0,-30.62,-0.19,7.87,14.316,0,1,ON,
2019-08-1510:05:15.2310,0.59,0.76,-0.43,4.37,-3.47,-7.0,-30.62,-0.19,20.44,14.295,0,1,ON,
2019-08-1510:05:15.3730,0.59,0.76,-0.43,3.8,-0.64,-7.85,-30.62,-0.19,20.44,14.262,0,1,ON,
2019-08-1510:05:15.3870,0.59,0.76,-0.43,6.87,-2.94,-7.0,-30.62,-0.19,20.44,14.25,0,1,ON,
2019-08-1510:05:15.5280,0.6,2.27,-1.38,6.87,-2.94,-7.0,-30.62,-0.19,20.44,13.575,0,1,ON,
2019-08-1510:05:15.6700,0.51,-0.54,2.25,6.87,-2.94,-7.0,-30.62,-0.19,20.44,13.322,0,1,ON,
2019-08-1510:05:15.6830,0.51,-0.54,2.25,11.35,-1.48,-15.74,-30.62,-0.19,20.44,13.784,0,1,ON,
2019-08-1510:05:15.8190,0.31,-8.07,-1.04,11.35,-1.48,-15.74,-30.62,-0.19,20.44,14.334,0,1,ON,
2019-08-1510:05:15.9620,-0.3,-10.48,-0.96,11.35,-1.48,-15.74,-30.62,-0.19,20.44,14.432,0,1,ON,
2019-08-1510:05:15.9760,-1.11,-5.77,-0.62,11.35,-1.48,-15.74,-30.62,-0.19,20.44,14.202,0,1,ON,
2019-08-1510:05:16.1180,-1.11,-5.77,-0.62,11.35,-1.48,-15.74,57.31,-12.75,20.44,13.746,0,1,ON,
2019-08-1510:05:16.2570,-1.11,-5.77,-0.62,-6.96,-1.59,-0.11,57.31,-12.75,-8.31,13.405,0,1,ON,
2019-08-1510:05:16.3950,1.64,10.24,0.27,-6.96,-1.59,-0.11,57.31,-12.75,-8.31,13.863,0,1,ON,
2019-08-1510:05:16.4080,0.68,5.76,-0.87,-6.96,-1.59,-0.11,57.31,-12.75,-8.31,14.356,0,1,ON,
2019-08-1510:05:16.5500,0.68,5.76,-0.87,-6.96,-1.59,-0.11,-35.38,-4.62,-8.31,14.241,0,1,ON,
2019-08-1510:05:16.5640,-0.21,-1.45,0.8,-6.96,-1.59,-0.11,-35.38,-4.62,-6.94,13.658,0,1,ON,
2019-08-1510:05:16.7010,-0.73,-12.98,2.13,-6.96,-1.59,-0.11,-35.38,-4.62,-6.94,13.103,0,1,ON,
2019-08-1510:05:16.8450,-2.83,-8.54,2.6,-6.96,-1.59,-0.11,-35.38,-4.62,-6.94,13.606,0,1,ON,
2019-08-1510:05:16.9880,0.13,-0.55,0.94,-6.96,-1.59,-0.11,-35.38,-4.62,-6.94,13.721,0,1,ON,
2019-08-1510:05:17.0000,0.13,-0.55,0.94,-6.96,-1.59,-0.11,29.06,-7.37,-6.94,13.894,0,1,ON,
2019-08-1510:05:17.1430,0.17,2.73,-0.96,-6.96,-1.59,-0.11,29.06,-7.37,30.37,14.1,0,1,ON,
2019-08-1510:05:17.1570,0.17,2.73,-0.96,-6.96,-1.59,-0.11,0.25,-3.06,30.37,14.255,0,1,ON,
2019-08-1510:05:17.2960,-0.65,5.58,-0.63,-6.96,-1.59,-0.11,0.25,-3.06,36.69,14.131,0,1,ON,
2019-08-1510:05:17.4360,-0.65,5.58,-0.63,7.44,-3.74,-9.76,0.25,-3.06,36.69,14.088,0,1,ON,
2019-08-1510:05:17.5770,-0.65,5.58,-0.63,7.44,-3.74,-9.76,-35.44,-9.0,36.69,14.188,0,1,ON,
2019-08-1510:05:17.5910,-1.89,-1.32,-1.82,7.44,-3.74,-9.76,-35.44,-9.0,5.44,14.02,0,1,ON,
2019-08-1510:05:17.7310,0.07,-3.9,0.41,7.44,-3.74,-9.76,-35.44,-9.0,5.44,14.148,0,1,ON,
2019-08-1510:05:17.8730,1.13,0.67,1.28,7.44,-3.74,-9.76,-35.44,-9.0,5.44,14.442,0,1,ON,
2019-08-1510:05:17.8860,-1.42,2.88,-0.27,7.44,-3.74,-9.76,-35.44,-9.0,5.44,14.407,0,1,ON,
2019-08-1510:05:18.0230,3.36,0.42,3.08,7.44,-3.74,-9.76,-35.44,-9.0,5.44,14.176,0,1,ON,
2019-08-1510:05:18.1620,3.54,-4.39,9.42,7.44,-3.74,-9.76,-35.44,-9.0,5.44,14.422,0,1,ON,
2019-08-1510:05:18.1760,3.54,-4.39,9.42,7.44,-3.74,-9.76,-25.06,18.87,5.44,13.888,0,1,ON,
2019-08-1510:05:18.3190,-2.8,1.51,-0.09,7.44,-3.74,-9.76,-25.06,18.87,15.81,14.002,0,1,ON,
2019-08-1510:05:18.4610,-2.8,1.51,-0.09,7.44,-3.74,-9.76,-33.44,-9.19,15.81,14.016,0,1,ON,
2019-08-1510:05:18.4750,-0.38,2.43,1.85,7.44,-3.74,-9.76,-33.44,-9.19,20.62,14.46,0,1,ON,
2019-08-1510:05:18.6190,-4.99,-2.05,-3.71,7.44,-3.74,-9.76,-33.44,-9.19,20.62,14.4,0,1,ON,
2019-08-1510:05:18.7610,-4.99,-2.05,-3.71,5.87,6.41,-23.67,-33.44,-9.19,20.62,14.381,0,1,ON,
2019-08-1510:05:18.7740,2.46,1.7,1.2,5.87,6.41,-23.67,-33.44,-9.19,20.62,14.167,0,1,ON,
2019-08-1510:05:18.9160,-0.46,0.59,2.74,5.87,6.41,-23.67,-33.44,-9.19,20.62,14.265,0,1,ON,
2019-08-1510:05:19.0600,-0.46,0.59,2.74,5.07,-0.64,-7.39,-33.44,-9.19,20.62,14.223,0,1,ON,
2019-08-1510:05:19.0740,-0.46,0.59,2.74,3.65,-1.86,-8.38,-33.44,-9.19,20.62,14.311,0,1,ON,
2019-08-1510:05:19.2180,2.11,-1.32,-0.18,3.65,-1.86,-8.38,-33.44,-9.19,20.62,14.395,0,1,ON,
2019-08-1510:05:19.3600,2.11,-1.32,-0.18,3.65,-1.86,-8.38,-33.13,-6.62,20.62,14.248,0,1,ON,
2019-08-1510:05:19.3740,2.11,-1.32,-0.18,4.68,-3.09,-9.19,-33.13,-6.62,19.12,14.322,0,1,ON,
2019-08-1510:05:19.5140,0.24,-0.24,0.46,4.68,-3.09,-9.19,-33.13,-6.62,19.12,14.335,0,1,ON,
2019-08-1510:05:19.6560,0.08,0.08,0.09,4.68,-3.09,-9.19,-33.13,-6.62,19.12,14.365,0,1,ON,
2019-08-1510:05:19.6690,-0.98,1.14,-1.83,4.68,-3.09,-9.19,-33.13,-6.62,19.12,14.411,0,1,ON,
2019-08-1510:05:19.8100,-0.98,1.14,-1.83,5.91,-1.94,-9.65,-33.13,-6.62,19.12,14.349,0,1,ON,
2019-08-1510:05:19.9470,4.56,1.87,3.64,5.91,-1.94,-9.65,-33.13,-6.62,19.12,14.236,0,1,ON,
2019-08-1510:05:19.9610,1.71,0.09,2.07,5.91,-1.94,-9.65,-33.13,-6.62,19.12,13.773,0,1,ON,
2019-08-1510:05:20.1070,-4.55,-1.97,-5.98,5.91,-1.94,-9.65,-33.13,-6.62,19.12,13.181,0,1,ON,
2019-08-1510:05:20.1720,-5.94,-1.19,-5.04,5.91,-1.94,-9.65,-33.13,-6.62,19.12,14.349,0,1,ON,
2019-08-1510:05:20.2420,0.16,-0.44,1.11,5.91,-1.94,-9.65,-33.13,-6.62,19.12,14.022,0,1,ON,
2019-08-1510:05:20.3320,1.07,-0.98,0.95,5.91,-1.94,-9.65,-33.13,-6.62,19.12,14.172,0,1,ON,
2019-08-1510:05:20.4520,3.29,-4.29,1.0,5.91,-1.94,-9.65,-33.13,-6.62,19.12,14.268,0,1,ON,
2019-08-1510:05:20.5420,3.29,-4.29,1.0,5.91,-1.94,-9.65,-7.62,-7.0,19.12,14.411,0,1,ON,
2019-08-1510:05:20.6320,0.39,-1.1,0.17,5.91,-1.94,-9.65,-7.62,-7.0,34.88,14.4,0,1,ON,
2019-08-1510:05:20.7220,0.57,-0.7,0.5,5.91,-1.94,-9.65,-7.62,-7.0,34.88,14.274,0,1,ON,
2019-08-1510:05:20.8420,-0.36,0.11,-0.34,5.91,-1.94,-9.65,-7.62,-7.0,34.88,14.23,0,1,ON,
2019-08-1510:05:20.9320,-1.06,0.38,-0.42,5.91,-1.94,-9.65,-7.62,-7.0,34.88,14.213,0,1,ON,
2019-08-1510:05:21.0520,0.82,-0.33,-0.09,5.91,-1.94,-9.65,-7.62,-7.0,34.88,14.485,0,1,ON,
2019-08-1510:05:21.1120,0.82,-0.33,-0.09,5.91,-1.94,-9.65,11.75,-2.56,34.88,14.225,0,1,ON,
2019-08-1510:05:21.2320,-3.4,2.21,0.67,5.91,-1.94,-9.65,11.75,-2.56,35.38,13.55,0,1,ON,
2019-08-1510:05:21.3220,0.9,-0.85,-0.14,5.91,-1.94,-9.65,11.75,-2.56,35.38,14.436,0,1,ON,
2019-08-1510:05:21.4420,2.09,-2.03,-0.38,5.91,-1.94,-9.65,11.75,-2.56,35.38,14.464,0,1,ON,
2019-08-1510:05:21.5320,2.09,-2.03,-0.38,5.91,-1.94,-9.65,15.31,-0.06,35.38,14.408,0,1,ON,
2019-08-1510:05:21.6220,-3.27,2.85,-3.09,5.91,-1.94,-9.65,15.31,-0.06,35.25,14.455,0,1,ON,
2019-08-1510:05:21.7120,1.39,-1.1,-0.5,5.91,-1.94,-9.65,15.31,-0.06,35.25,14.451,0,1,ON,
2019-08-1510:05:21.8320,-3.08,5.24,-0.03,5.91,-1.94,-9.65,15.31,-0.06,35.25,14.458,0,1,ON,
2019-08-1510:05:21.9220,0.91,0.7,0.91,5.91,-1.94,-9.65,15.31,-0.06,35.25,14.444,0,1,ON,
2019-08-1510:05:22.0420,1.73,-2.11,-0.59,5.91,-1.94,-9.65,15.31,-0.06,35.25,14.45,0,1,ON,
2019-08-1510:05:22.1320,-3.75,3.92,2.91,5.91,-1.94,-9.65,15.31,-0.06,35.25,14.388,0,1,ON,
2019-08-1510:05:22.2220,0.47,1.25,1.28,5.91,-1.94,-9.65,15.31,-0.06,35.25,14.299,0,1,ON,
2019-08-1510:05:22.3120,0.47,1.25,1.28,5.91,-1.94,-9.65,-11.31,-26.69,35.25,14.292,0,1,ON,
2019-08-1510:05:22.4320,0.47,1.25,1.28,5.91,-1.94,-9.65,-14.69,-26.87,21.75,14.314,0,1,ON,
2019-08-1510:05:22.5220,0.47,1.25,1.28,5.91,-1.94,-9.65,-16.0,-28.75,23.06,14.302,0,1,ON,
2019-08-1510:05:22.6120,0.47,1.25,1.28,5.91,-1.94,-9.65,-16.56,-26.75,18.87,14.278,0,1,ON,
2019-08-1510:05:22.7020,0.47,1.25,1.28,3.99,3.12,-7.77,-16.56,-26.75,20.12,14.251,0,1,ON,
2019-08-1510:05:22.8220,0.47,1.25,1.28,4.03,5.3,-6.28,-16.56,-26.75,20.12,14.14,0,1,ON,
2019-08-1510:05:22.9120,-2.67,-1.21,2.61,4.03,5.3,-6.28,-16.56,-26.75,20.12,13.989,0,1,ON,
2019-08-1510:05:23.0320,-2.67,-1.21,2.61,2.0,10.16,-11.26,-16.56,-26.75,20.12,13.873,0,1,ON,
2019-08-1510:05:23.1220,-2.67,-1.21,2.61,-0.41,8.02,-9.69,-16.56,-26.75,20.12,13.906,0,1,ON,
2019-08-1510:05:23.2120,6.52,-0.65,-6.19,-0.41,8.02,-9.69,-16.56,-26.75,20.12,13.975,0,1,ON,
2019-08-1510:05:23.3020,4.24,-0.2,-4.67,-0.41,8.02,-9.69,-16.56,-26.75,20.12,13.591,0,1,ON,
2019-08-1510:05:23.4220,4.24,-0.2,-4.67,-0.41,8.02,-9.69,-12.56,1.0,20.12,12.423,0,1,ON,
2019-08-1510:05:23.5120,4.24,-0.2,-4.67,-0.41,8.02,-9.69,-11.5,-1.31,34.63,13.324,0,1,ON,
2019-08-1510:05:23.6020,4.24,-0.2,-4.67,-0.41,8.02,-9.69,-12.0,4.56,32.69,12.992,0,1,ON,
2019-08-1510:05:23.6920,-0.49,0.48,0.25,-0.41,8.02,-9.69,-12.0,4.56,35.75,13.158,0,1,ON,
