Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2,CAP_STATUS
2019-08-1410:13:43.1060,-0.0,-0.05,-0.05,-1.75,8.63,-2.18,7.19,-72.69,-80.12,11.139,1,1,ON,
2019-08-1410:13:43.1200,-0.0,-0.05,-0.05,-1.75,8.63,-2.18,5.56,-74.25,-80.12,11.113,1,1,ON,
2019-08-1410:13:43.2640,-0.0,-0.05,-0.05,0.47,9.9,1.19,5.56,-74.25,-80.12,11.108,1,1,ON,
2019-08-1410:13:43.4110,-0.04,-0.16,0.05,0.47,9.9,1.19,5.56,-74.25,-80.12,11.115,1,1,ON,
2019-08-1410:13:43.5570,-0.11,0.05,0.05,0.47,9.9,1.19,5.56,-74.25,-80.12,11.192,1,1,ON,
2019-08-1410:13:43.5700,-0.0,-0.23,0.02,0.47,9.9,1.19,5.56,-74.25,-80.12,11.066,1,1,ON,
2019-08-1410:13:43.7140,0.07,0.02,-0.13,0.47,9.9,1.19,5.56,-74.25,-80.12,11.137,1,1,ON,
2019-08-1410:13:43.7280,0.07,0.02,-0.13,-0.3,9.93,1.19,5.56,-74.25,-80.12,11.081,1,1,ON,
2019-08-1410:13:43.8770,0.07,0.02,-0.13,-0.22,9.48,1.38,5.56,-74.25,-80.62,11.338,1,1,ON,
2019-08-1410:13:44.0200,0.07,0.02,-0.13,-0.22,9.48,1.38,4.94,-75.0,-78.12,11.062,1,1,ON,
2019-08-1410:13:44.0330,0.07,0.02,-0.13,-0.22,9.48,1.38,6.12,-74.81,-79.37,11.198,1,1,ON,
2019-08-1410:13:44.1810,0.07,0.02,-0.13,-0.22,9.48,1.38,4.5,-76.62,-76.19,11.123,1,1,ON,
2019-08-1410:13:44.1940,0.07,0.02,-0.13,-0.22,9.48,1.38,5.0,-72.62,-76.19,11.118,1,1,ON,
2019-08-1410:13:44.3390,-0.08,0.13,-0.06,-0.22,9.48,1.38,5.0,-72.62,-76.19,11.139,1,1,ON,
2019-08-1410:13:44.4830,0.09,0.2,0.02,-0.22,9.48,1.38,5.0,-72.62,-76.19,11.155,1,1,ON,
2019-08-1410:13:44.4970,-0.14,0.09,-0.06,-0.22,9.48,1.38,5.0,-72.62,-76.19,10.964,1,1,ON,
2019-08-1410:13:44.6370,0.15,-0.02,-0.23,-0.22,9.48,1.38,5.0,-72.62,-76.19,11.114,1,1,ON,
2019-08-1410:13:44.7730,0.13,-0.03,0.13,-0.22,9.48,1.38,5.0,-72.62,-76.19,11.191,1,1,ON,
2019-08-1410:13:44.9160,0.13,-0.03,0.13,-0.07,9.71,1.38,5.0,-72.62,-76.19,10.955,1,1,ON,
2019-08-1410:13:44.9300,0.13,-0.03,0.13,0.05,9.71,0.66,5.0,-72.62,-76.19,11.151,1,1,ON,
2019-08-1410:13:45.0740,0.02,0.56,0.31,0.05,9.71,0.66,5.0,-72.62,-76.19,11.047,1,1,ON,
2019-08-1410:13:45.2170,-0.11,0.1,-0.14,0.05,9.71,0.66,5.0,-72.62,-76.19,11.163,1,1,ON,
2019-08-1410:13:45.2310,-0.11,0.1,-0.14,-0.11,9.36,1.54,5.0,-72.62,-78.19,11.146,1,1,ON,
2019-08-1410:13:45.3690,-0.11,0.1,-0.14,-0.11,9.36,1.54,5.19,-77.25,-78.19,11.198,1,1,ON,
2019-08-1410:13:45.5110,-0.14,-0.2,-0.05,-0.11,9.36,1.54,5.19,-77.25,-78.19,11.228,1,1,ON,
2019-08-1410:13:45.5250,-0.0,0.28,0.18,-0.11,9.36,1.54,5.19,-77.25,-78.19,11.109,1,1,ON,
2019-08-1410:13:45.6740,0.15,0.52,0.26,-0.11,9.36,1.54,5.19,-77.25,-78.19,11.149,1,1,ON,
2019-08-1410:13:45.8170,-0.02,-0.12,-0.06,-0.11,9.36,1.54,5.19,-77.25,-78.19,11.166,1,1,ON,
2019-08-1410:13:45.8310,0.02,0.21,0.05,-0.11,9.36,1.54,5.19,-77.25,-78.19,11.124,1,1,ON,
2019-08-1410:13:45.9740,0.02,0.21,0.05,1.16,9.63,1.46,5.19,-77.25,-78.19,11.147,1,1,ON,
2019-08-1410:13:46.1150,0.02,0.21,0.05,0.51,9.63,1.38,5.19,-77.25,-75.75,11.319,1,1,ON,
2019-08-1410:13:46.1290,0.02,0.21,0.05,0.51,9.63,1.38,5.06,-78.81,-75.75,11.187,1,1,ON,
2019-08-1410:13:46.2630,-0.02,0.1,0.09,0.51,9.63,1.38,5.06,-78.81,-77.06,11.198,1,1,ON,
2019-08-1410:13:46.4040,-0.02,0.1,0.09,0.51,9.63,1.38,4.75,-78.56,-73.44,11.176,1,1,ON,
2019-08-1410:13:46.4160,-0.02,0.1,0.09,0.51,9.63,1.38,4.5,-76.25,-73.44,11.175,1,1,ON,
2019-08-1410:13:46.5570,-0.19,0.07,0.12,0.51,9.63,1.38,4.5,-76.25,-73.44,11.187,1,1,ON,
2019-08-1410:13:46.7060,-0.08,-0.27,-0.02,0.51,9.63,1.38,4.5,-76.25,-73.44,11.262,1,1,ON,
2019-08-1410:13:46.7180,-0.2,-0.85,-0.38,0.51,9.63,1.38,4.5,-76.25,-73.44,11.162,1,1,ON,
2019-08-1410:13:46.8640,0.01,-0.23,0.09,0.51,9.63,1.38,4.5,-76.25,-73.44,11.116,1,1,ON,
2019-08-1410:13:46.8780,0.01,-0.23,0.09,1.31,9.29,2.65,4.5,-76.25,-73.44,11.263,1,1,ON,
2019-08-1410:13:47.0160,0.01,-0.23,0.09,0.78,9.59,1.31,4.5,-76.25,-73.44,10.977,1,1,ON,
2019-08-1410:13:47.1530,0.21,-0.04,-0.0,0.78,9.59,1.31,4.5,-76.25,-73.44,11.143,1,1,ON,
2019-08-1410:13:47.2970,0.21,-0.04,-0.0,1.43,8.79,2.19,4.5,-76.25,-81.81,11.159,1,1,ON,
2019-08-1410:13:47.3120,0.21,-0.04,-0.0,1.43,8.79,2.19,1.44,-77.75,-77.44,10.986,1,1,ON,
2019-08-1410:13:47.4570,0.21,-0.04,-0.0,1.43,8.79,2.19,1.12,-76.12,-77.44,8.47,1,1,ON,
2019-08-1410:13:47.4700,-0.0,0.15,0.19,1.43,8.79,2.19,1.12,-76.12,-77.44,8.454,1,1,ON,
2019-08-1410:13:47.6100,-0.0,0.15,0.19,1.35,9.55,1.23,1.12,-76.12,-77.44,8.463,1,1,ON,
2019-08-1410:13:47.6820,0.06,-0.03,0.02,1.35,9.55,1.23,1.12,-76.12,-77.44,11.07,1,1,ON,
2019-08-1410:13:47.8250,0.26,0.26,0.24,1.35,9.55,1.23,1.12,-76.12,-77.44,11.868,1,1,ON,
2019-08-1410:13:47.9770,0.16,-0.14,0.11,1.35,9.55,1.23,1.12,-76.12,-77.44,12.131,1,1,ON,
2019-08-1410:13:47.9900,0.16,-0.14,0.11,2.0,8.1,1.88,1.12,-76.12,-77.44,13.719,1,1,ON,
2019-08-1410:13:48.1330,3.35,0.91,-0.46,2.0,8.1,1.88,1.12,-76.12,-77.44,13.736,1,1,ON,
2019-08-1410:13:48.2710,3.35,0.91,-0.46,-0.03,5.49,-6.28,1.12,-76.12,-77.44,13.894,1,1,ON,
2019-08-1410:13:48.2840,1.76,1.57,0.45,-0.03,5.49,-6.28,1.12,-76.12,-31.62,13.683,1,1,ON,
2019-08-1410:13:48.4240,1.76,1.57,0.45,-0.03,5.49,-6.28,-4.56,-56.94,-32.19,14.013,1,1,ON,
2019-08-1410:13:48.5710,1.76,1.57,0.45,-0.03,5.49,-6.28,-12.75,-61.0,-32.19,13.764,1,1,ON,
2019-08-1410:13:48.5830,2.03,0.26,3.9,-0.03,5.49,-6.28,-12.75,-61.0,-32.19,13.915,1,1,ON,
2019-08-1410:13:48.7310,2.03,0.26,3.9,5.11,2.93,-8.88,-12.75,-61.0,-35.44,14.056,1,1,ON,
2019-08-1410:13:48.8740,2.03,0.26,3.9,5.11,2.93,-8.88,0.44,-40.25,-35.44,13.812,1,1,ON,
2019-08-1410:13:48.8860,1.63,-1.16,0.44,5.11,2.93,-8.88,0.44,-40.25,-35.44,13.873,1,1,ON,
2019-08-1410:13:49.0280,1.66,1.44,-4.31,5.11,2.93,-8.88,0.44,-40.25,-35.44,13.358,1,1,ON,
2019-08-1410:13:49.1650,1.66,1.44,-4.31,0.39,-6.92,-6.96,0.44,-40.25,-35.44,13.421,1,1,ON,
2019-08-1410:13:49.3130,0.95,-0.17,1.31,0.39,-6.92,-6.96,0.44,-40.25,-35.44,13.095,1,1,ON,
2019-08-1410:13:49.3260,2.11,-0.35,0.64,0.39,-6.92,-6.96,0.44,-40.25,-35.44,12.316,1,1,ON,
2019-08-1410:13:49.4740,0.63,-0.35,-0.62,0.39,-6.92,-6.96,0.44,-40.25,-35.44,12.454,1,1,ON,
2019-08-1410:13:49.4870,0.63,-0.35,-0.62,-1.21,-11.94,-0.03,0.44,-40.25,-88.56,12.533,1,1,ON,
2019-08-1410:13:49.6330,0.63,-0.35,-0.62,-1.21,-11.94,-0.03,1.94,-14.63,-88.56,11.501,1,1,ON,
2019-08-1410:13:49.7800,0.63,-0.35,-0.62,2.84,-6.38,5.1,1.94,-14.63,-86.69,12.293,1,1,ON,
2019-08-1410:13:49.7930,0.63,-0.35,-0.62,2.84,-6.38,5.1,-14.06,-7.0,-86.69,11.854,1,1,ON,
2019-08-1410:13:49.9350,0.33,-0.92,-0.0,2.84,-6.38,5.1,-14.06,-7.0,-86.69,11.57,1,1,ON,
2019-08-1410:13:50.0740,0.06,-0.12,-0.3,2.84,-6.38,5.1,-14.06,-7.0,-86.69,11.73,1,1,ON,
2019-08-1410:13:50.0870,0.35,0.08,0.09,2.84,-6.38,5.1,-14.06,-7.0,-86.69,11.653,1,1,ON,
2019-08-1410:13:50.2260,0.27,-0.14,-0.09,2.84,-6.38,5.1,-14.06,-7.0,-86.69,11.727,1,1,ON,
2019-08-1410:13:50.3620,0.05,-0.05,-0.04,2.84,-6.38,5.1,-14.06,-7.0,-86.69,11.649,1,1,ON,
2019-08-1410:13:50.4980,0.05,-0.05,-0.04,4.76,-8.53,2.92,-14.06,-7.0,-96.06,11.783,1,1,ON,
2019-08-1410:13:50.5120,0.05,-0.05,-0.04,4.76,-8.53,2.92,-17.06,-11.69,-93.12,11.869,1,1,ON,
2019-08-1410:13:50.6580,0.05,-0.05,-0.04,4.76,-8.53,2.92,-15.44,-10.19,-93.12,11.747,1,1,ON,
2019-08-1410:13:50.6700,0.05,-0.05,-0.04,4.8,-8.07,3.68,-15.44,-10.19,-94.31,11.823,1,1,ON,
2019-08-1410:13:50.8050,0.05,-0.05,-0.04,4.8,-8.07,3.68,-15.0,-9.19,-94.31,12.058,1,1,ON,
2019-08-1410:13:50.9540,0.13,0.02,-0.0,4.8,-8.07,3.68,-15.0,-9.19,-94.31,11.734,1,1,ON,
2019-08-1410:13:50.9660,-0.15,0.1,0.08,4.8,-8.07,3.68,-15.0,-9.19,-94.31,11.852,1,1,ON,
2019-08-1410:13:51.1090,-0.15,0.1,0.08,4.61,-8.38,3.37,-15.0,-9.19,-94.31,11.816,1,1,ON,
2019-08-1410:13:51.2430,0.03,0.05,-0.0,4.61,-8.38,3.37,-15.0,-9.19,-94.31,11.817,1,1,ON,
2019-08-1410:13:51.2570,0.08,0.09,-0.01,4.61,-8.38,3.37,-15.0,-9.19,-94.31,12.038,1,1,ON,
2019-08-1410:13:51.3980,0.08,0.09,-0.01,4.3,-8.45,2.95,-15.0,-9.19,-94.31,11.78,1,1,ON,
2019-08-1410:13:51.5340,-0.12,0.06,0.02,4.3,-8.45,2.95,-15.0,-9.19,-94.62,11.94,1,1,ON,
2019-08-1410:13:51.5470,-0.12,0.06,0.02,4.3,-8.45,2.95,-13.5,-12.38,-94.62,11.908,1,1,ON,
2019-08-1410:13:51.6950,0.09,0.07,-0.0,4.3,-8.45,2.95,-13.5,-12.38,-94.62,11.912,1,1,ON,
2019-08-1410:13:51.8320,0.08,0.13,0.02,4.3,-8.45,2.95,-13.5,-12.38,-100.19,11.925,1,1,ON,
2019-08-1410:13:51.8470,0.08,0.13,0.02,4.3,-8.45,2.95,-13.19,-13.06,-95.56,11.901,1,1,ON,
2019-08-1410:13:51.9880,0.08,0.13,0.02,4.3,-8.45,2.95,-12.06,-12.06,-95.56,11.979,1,1,ON,
2019-08-1410:13:52.1370,0.09,0.15,0.02,4.3,-8.45,2.95,-12.06,-12.06,-95.56,12.04,1,1,ON,
2019-08-1410:13:52.1490,0.14,0.07,-0.02,4.3,-8.45,2.95,-12.06,-12.06,-95.56,11.988,1,1,ON,
2019-08-1410:13:52.2940,0.04,0.12,0.02,4.3,-8.45,2.95,-12.06,-12.06,-95.56,12.009,1,1,ON,
2019-08-1410:13:52.4340,0.16,0.07,-0.03,4.3,-8.45,2.95,-12.06,-12.06,-95.56,12.126,1,1,ON,
2019-08-1410:13:52.5830,0.16,0.14,0.04,4.3,-8.45,2.95,-12.06,-12.06,-98.44,12.104,1,1,ON,
2019-08-1410:13:52.5970,0.16,0.14,0.04,4.3,-8.45,2.95,-9.75,-14.38,-102.12,12.052,1,1,ON,
2019-08-1410:13:52.7380,0.16,0.14,0.04,4.3,-8.45,2.95,-12.69,-16.0,-97.81,12.083,1,1,ON,
2019-08-1410:13:52.8850,0.16,0.14,0.04,4.3,-8.45,2.95,-12.56,-14.69,-100.06,12.086,1,1,ON,
2019-08-1410:13:52.8980,0.16,0.14,0.04,4.3,-8.45,2.95,-12.81,-16.19,-99.44,12.068,1,1,ON,
2019-08-1410:13:53.0490,0.16,0.14,0.04,4.3,-8.45,2.95,-13.94,-14.75,-99.44,12.065,1,1,ON,
2019-08-1410:13:53.0620,0.16,0.14,0.04,4.34,-7.53,5.21,-13.94,-14.75,-99.44,12.022,1,1,ON,
2019-08-1410:13:53.2060,-0.04,-0.1,-0.03,4.34,-7.53,5.21,-13.94,-14.75,-99.44,12.036,1,1,ON,
2019-08-1410:13:53.3540,0.17,0.1,0.01,4.34,-7.53,5.21,-13.94,-14.75,-99.44,12.114,1,1,ON,
2019-08-1410:13:53.3660,0.11,-0.02,0.01,4.34,-7.53,5.21,-13.94,-14.75,-99.44,12.067,1,1,ON,
2019-08-1410:13:53.5120,0.11,-0.02,0.01,3.99,-7.0,6.1,-13.94,-14.75,-99.44,12.113,1,1,ON,
2019-08-1410:13:53.5250,0.22,0.11,-0.05,3.99,-7.0,6.1,-13.94,-14.75,-102.69,12.101,1,1,ON,
2019-08-1410:13:53.6700,0.22,0.11,-0.05,3.99,-7.0,6.1,-14.06,-19.44,-99.62,12.084,1,1,ON,
2019-08-1410:13:53.8140,0.22,0.11,-0.05,3.99,-7.0,6.1,-13.19,-16.5,-103.06,12.088,1,1,ON,
2019-08-1410:13:53.8280,0.22,0.11,-0.05,3.99,-7.0,6.1,-14.06,-18.44,-99.5,12.088,1,1,ON,
2019-08-1410:13:53.9630,0.22,0.11,-0.05,3.99,-7.0,6.1,-14.63,-16.5,-99.5,12.088,1,1,ON,
2019-08-1410:13:54.1100,-0.01,0.11,-0.02,3.99,-7.0,6.1,-14.63,-16.5,-99.5,12.081,1,1,ON,
2019-08-1410:13:54.1250,-0.01,0.11,-0.02,4.57,-7.38,5.45,-14.63,-16.5,-99.5,12.081,1,1,ON,
2019-08-1410:13:54.2610,-0.01,0.11,-0.02,4.22,-7.3,5.25,-14.63,-16.5,-99.5,12.119,1,1,ON,
2019-08-1410:13:54.4160,0.12,0.02,-0.05,4.22,-7.3,5.25,-14.63,-16.5,-99.5,12.113,1,1,ON,
2019-08-1410:13:54.4290,0.02,0.07,-0.03,4.22,-7.3,5.25,-14.63,-16.5,-99.5,12.112,1,1,ON,
2019-08-1410:13:54.5750,0.02,0.07,-0.03,4.22,-6.92,5.91,-14.63,-16.5,-99.5,12.107,1,1,ON,
2019-08-1410:13:54.7230,0.05,0.1,-0.01,4.22,-6.92,5.91,-14.63,-16.5,-99.5,12.116,1,1,ON,
2019-08-1410:13:54.7360,0.15,0.07,-0.07,4.22,-6.92,5.91,-14.63,-16.5,-99.5,12.184,1,1,ON,
2019-08-1410:13:54.8750,0.02,-0.07,0.04,4.22,-6.92,5.91,-14.63,-16.5,-99.62,12.18,1,1,ON,
2019-08-1410:13:55.0160,0.02,-0.07,0.04,4.22,-6.92,5.91,-13.19,-16.87,-103.44,12.206,1,1,ON,
2019-08-1410:13:55.0290,0.02,-0.07,0.04,4.22,-6.92,5.91,-14.38,-18.44,-103.44,12.105,1,1,ON,
2019-08-1410:13:55.1640,-0.67,-0.2,0.29,4.22,-6.92,5.91,-14.38,-18.44,-103.44,12.162,1,1,ON,
2019-08-1410:13:55.3030,0.18,-0.33,-0.09,4.22,-6.92,5.91,-14.38,-18.44,-103.44,12.1,1,1,ON,
2019-08-1410:13:55.4440,-0.55,0.04,-0.8,4.22,-6.92,5.91,-14.38,-18.44,-103.44,12.121,1,1,ON,
2019-08-1410:13:55.4580,0.23,0.19,-0.27,4.22,-6.92,5.91,-14.38,-18.44,-103.44,12.062,1,1,ON,
2019-08-1410:13:55.6020,-0.28,-0.36,0.35,4.22,-6.92,5.91,-14.38,-18.44,-103.44,12.016,1,1,ON,
2019-08-1410:13:55.6140,-0.28,-0.36,0.35,4.84,-6.92,4.3,-14.38,-18.44,-103.44,12.388,1,1,ON,
2019-08-1410:13:55.7510,0.79,-0.17,0.09,4.84,-6.92,4.3,-14.38,-18.44,-28.31,12.305,1,1,ON,
2019-08-1410:13:55.8970,0.79,-0.17,0.09,4.84,-6.92,4.3,-9.19,30.06,-28.31,12.238,1,1,ON,
2019-08-1410:13:56.0440,0.08,0.16,-0.21,4.84,-6.92,4.3,-9.19,30.06,-28.06,12.283,1,1,ON,
2019-08-1410:13:56.0570,0.08,0.16,-0.21,4.84,-6.92,4.3,-5.62,30.69,-24.94,12.196,1,1,ON,
2019-08-1410:13:56.2030,0.08,0.16,-0.21,4.84,-6.92,4.3,-4.62,32.81,-24.94,12.181,1,1,ON,
2019-08-1410:13:56.3500,0.08,0.16,-0.21,5.26,-6.61,4.72,-4.62,32.81,-24.94,12.085,1,1,ON,
2019-08-1410:13:56.3640,-0.29,-0.0,0.08,5.26,-6.61,4.72,-4.62,32.81,-24.94,12.277,1,1,ON,
2019-08-1410:13:56.5100,0.42,0.08,-0.11,5.26,-6.61,4.72,-4.62,32.81,-24.94,12.261,1,1,ON,
2019-08-1410:13:56.5240,0.42,0.08,-0.11,5.98,-6.23,5.75,-4.62,32.81,-24.94,12.25,1,1,ON,
2019-08-1410:13:56.6680,-0.03,-0.02,0.02,5.98,-6.23,5.75,-4.62,32.81,-24.94,12.221,1,1,ON,
2019-08-1410:13:56.8150,-0.05,-0.06,-0.06,5.98,-6.23,5.75,-4.62,32.81,-24.94,12.196,1,1,ON,
2019-08-1410:13:56.8280,0.16,0.01,-0.1,5.98,-6.23,5.75,-4.62,32.81,-24.94,12.2,1,1,ON,
2019-08-1410:13:56.9700,0.0,-0.18,-0.0,5.98,-6.23,5.75,-4.62,32.81,-27.81,12.16,1,1,ON,
2019-08-1410:13:57.1090,0.0,-0.18,-0.0,5.98,-6.23,5.75,-4.87,30.94,-25.12,12.137,1,1,ON,
2019-08-1410:13:57.1220,0.0,-0.18,-0.0,5.98,-6.23,5.75,-3.56,31.5,-25.12,12.198,1,1,ON,
2019-08-1410:13:57.2630,0.0,-0.18,-0.0,5.41,-6.96,4.33,-3.56,31.5,-25.12,12.13,1,1,ON,
2019-08-1410:13:57.4020,0.0,-0.18,-0.0,5.49,-6.11,5.83,-3.56,31.5,-25.12,12.19,1,1,ON,
2019-08-1410:13:57.4140,-0.09,0.05,0.03,5.49,-6.11,5.83,-3.56,31.5,-25.12,12.121,1,1,ON,
2019-08-1410:13:57.5570,0.03,-0.07,0.02,5.49,-6.11,5.83,-3.56,31.5,-25.12,12.156,1,1,ON,
2019-08-1410:13:57.6980,0.03,-0.07,0.02,5.56,-6.0,5.75,-3.56,31.5,-25.12,12.155,1,1,ON,
2019-08-1410:13:57.7120,0.16,-0.05,-0.13,5.56,-6.0,5.75,-3.56,31.5,-25.12,12.15,1,1,ON,
2019-08-1410:13:57.8530,0.04,0.05,0.02,5.56,-6.0,5.75,-3.56,31.5,-25.12,12.153,1,1,ON,
2019-08-1410:13:57.9970,0.04,0.05,0.02,5.87,-6.42,5.33,-3.56,31.5,-25.12,12.153,1,1,ON,
2019-08-1410:13:58.0100,0.13,-0.02,-0.02,5.87,-6.42,5.33,-3.56,31.5,-25.44,12.16,1,1,ON,
2019-08-1410:13:58.1520,0.13,-0.02,-0.02,5.87,-6.42,5.33,-4.94,31.31,-27.25,12.166,1,1,ON,
2019-08-1410:13:58.2930,0.13,-0.02,-0.02,5.87,-6.42,5.33,-6.44,29.31,-27.25,12.168,1,1,ON,
2019-08-1410:13:58.4420,0.1,0.01,0.0,5.87,-6.42,5.33,-6.44,29.31,-27.25,12.172,1,1,ON,
2019-08-1410:13:58.4560,0.1,0.01,0.0,5.45,-6.31,5.79,-6.44,29.31,-27.5,12.188,1,1,ON,
2019-08-1410:13:58.6020,0.1,0.01,0.0,5.45,-6.31,5.79,-4.87,30.87,-27.5,12.237,1,1,ON,
2019-08-1410:13:58.6140,-0.22,-0.01,0.01,5.45,-6.31,5.79,-4.87,30.87,-27.5,12.16,1,1,ON,
2019-08-1410:13:58.7610,-0.09,0.1,0.04,5.45,-6.31,5.79,-4.87,30.87,-27.5,12.244,1,1,ON,
2019-08-1410:13:58.7750,0.09,0.24,-0.07,5.45,-6.31,5.79,-4.87,30.87,-27.5,12.278,1,1,ON,
2019-08-1410:13:58.9180,-0.36,0.22,0.14,5.45,-6.31,5.79,-4.87,30.87,-27.5,12.264,1,1,ON,
2019-08-1410:13:59.0550,0.33,0.05,-0.0,5.45,-6.31,5.79,-4.87,30.87,-27.5,12.337,1,1,ON,
2019-08-1410:13:59.1960,0.08,-0.1,0.22,5.45,-6.31,5.79,-4.87,30.87,-28.19,12.227,1,1,ON,
2019-08-1410:13:59.2100,0.08,-0.1,0.22,5.45,-6.31,5.79,-1.31,31.31,-24.81,12.276,1,1,ON,
2019-08-1410:13:59.3530,0.08,-0.1,0.22,5.45,-6.31,5.79,-0.88,31.25,-24.81,12.296,1,1,ON,
2019-08-1410:13:59.5040,0.06,-0.04,0.12,5.45,-6.31,5.79,-0.88,31.25,-26.94,12.185,1,1,ON,
2019-08-1410:13:59.5170,0.06,-0.04,0.12,5.45,-6.31,5.79,-3.62,32.0,-26.94,12.262,1,1,ON,
2019-08-1410:13:59.6630,0.11,0.34,-0.15,5.45,-6.31,5.79,-3.62,32.0,-26.94,12.384,1,1,ON,
2019-08-1410:13:59.6760,0.11,0.34,-0.15,6.21,-5.77,5.87,-3.62,32.0,-26.94,12.53,1,1,ON,
2019-08-1410:13:59.8180,0.29,0.57,-0.14,6.21,-5.77,5.87,-3.62,32.0,-26.94,12.329,1,1,ON,
2019-08-1410:13:59.9650,0.04,0.25,-0.34,6.21,-5.77,5.87,-3.62,32.0,-26.94,12.589,1,1,ON,
2019-08-1410:13:59.9790,0.04,0.25,-0.34,7.1,-6.34,5.48,-3.62,32.0,-26.94,12.342,1,1,ON,
2019-08-1410:14:00.1230,0.04,0.25,-0.34,3.5,-5.43,5.98,-3.62,32.0,-30.81,12.399,1,1,ON,
2019-08-1410:14:00.2710,0.04,0.25,-0.34,3.5,-5.43,5.98,-1.5,25.5,-28.25,12.397,1,1,ON,
2019-08-1410:14:00.2830,0.04,0.25,-0.34,3.5,-5.43,5.98,-1.25,27.19,-28.25,12.454,1,1,ON,
2019-08-1410:14:00.4270,0.04,0.25,-0.34,5.37,-5.46,6.71,-1.25,27.19,-28.25,12.337,1,1,ON,
2019-08-1410:14:00.5670,-0.11,-0.01,-0.0,5.37,-5.46,6.71,-1.25,27.19,-28.25,12.371,1,1,ON,
2019-08-1410:14:00.5820,0.19,0.08,-0.03,5.37,-5.46,6.71,-1.25,27.19,-28.25,12.371,1,1,ON,
2019-08-1410:14:00.7240,0.19,0.08,-0.03,5.53,-4.81,7.32,-1.25,27.19,-28.25,12.384,1,1,ON,
2019-08-1410:14:00.8660,0.19,0.08,-0.03,4.87,-5.04,7.09,-1.25,27.19,-28.25,12.429,1,1,ON,
2019-08-1410:14:00.8800,0.17,0.16,0.04,4.87,-5.04,7.09,-1.25,27.19,-28.25,12.473,1,1,ON,
2019-08-1410:14:01.0240,-0.12,0.01,0.01,4.87,-5.04,7.09,-1.25,27.19,-28.25,12.353,1,1,ON,
2019-08-1410:14:01.1670,-0.12,0.01,0.01,5.26,-5.39,6.1,-1.25,27.19,-28.25,12.397,1,1,ON,
2019-08-1410:14:01.1820,-0.0,0.1,-0.0,5.26,-5.39,6.1,-1.25,27.19,-28.19,12.388,1,1,ON,
2019-08-1410:14:01.3280,-0.0,0.1,-0.0,5.26,-5.39,6.1,-3.44,26.62,-28.19,12.342,1,1,ON,
2019-08-1410:14:01.4690,-0.15,0.05,0.03,5.26,-5.39,6.1,-3.44,26.62,-28.19,12.352,1,1,ON,
2019-08-1410:14:01.4820,-0.15,0.05,0.03,5.41,-5.2,6.94,-3.44,26.62,-30.5,12.33,1,1,ON,
2019-08-1410:14:01.6240,-0.15,0.05,0.03,5.41,-5.2,6.94,-3.25,25.25,-30.5,12.375,1,1,ON,
2019-08-1410:14:01.7680,0.1,-0.01,0.06,5.41,-5.2,6.94,-3.25,25.25,-30.5,12.402,1,1,ON,
2019-08-1410:14:01.7820,0.0,-0.11,0.02,5.41,-5.2,6.94,-3.25,25.25,-30.5,12.337,1,1,ON,
2019-08-1410:14:01.9190,-0.1,-0.03,0.02,5.41,-5.2,6.94,-3.25,25.25,-30.5,12.338,1,1,ON,
2019-08-1410:14:02.0590,0.05,-0.1,0.01,5.41,-5.2,6.94,-3.25,25.25,-30.5,12.338,1,1,ON,
2019-08-1410:14:02.1980,0.02,-0.01,0.04,5.41,-5.2,6.94,-3.25,25.25,-30.5,12.323,1,1,ON,
2019-08-1410:14:02.2110,0.02,-0.01,0.04,5.22,-5.16,6.71,-3.25,25.25,-30.5,12.321,1,1,ON,
2019-08-1410:14:02.3520,0.06,0.01,0.01,5.22,-5.16,6.71,-3.25,25.25,-31.5,12.279,1,1,ON,
2019-08-1410:14:02.3640,0.06,0.01,0.01,5.22,-5.16,6.71,-4.19,25.44,-31.5,9.218,1,1,ON,
2019-08-1410:14:02.5110,0.02,-0.01,-0.03,5.22,-5.16,6.71,-4.19,25.44,-32.69,9.179,1,1,ON,
2019-08-1410:14:02.6460,0.02,-0.01,-0.03,5.22,-5.16,6.71,-3.75,23.62,-29.75,9.191,1,1,ON,
2019-08-1410:14:02.7920,0.02,-0.01,-0.03,5.22,-5.16,6.71,-2.19,25.5,-29.75,12.366,1,1,ON,
2019-08-1410:14:02.8060,0.02,-0.01,-0.03,5.22,-5.31,6.63,-2.19,25.5,-29.75,12.427,1,1,ON,
2019-08-1410:14:02.9480,-0.51,-0.16,0.07,5.22,-5.31,6.63,-2.19,25.5,-29.75,12.151,1,1,ON,
2019-08-1410:14:02.9610,-2.05,-1.03,0.03,5.22,-5.31,6.63,-2.19,25.5,-29.75,12.142,1,1,ON,
2019-08-1410:14:03.1010,-2.05,-1.03,0.03,5.41,-6.5,3.91,-2.19,25.5,-29.75,11.647,1,1,ON,
2019-08-1410:14:03.2500,-2.19,0.98,-0.25,5.41,-6.5,3.91,-2.19,25.5,-29.75,12.516,1,1,ON,
2019-08-1410:14:03.3950,-2.08,1.13,1.2,5.41,-6.5,3.91,-2.19,25.5,-29.75,12.929,1,1,ON,
2019-08-1410:14:03.4080,-1.64,0.73,-0.43,5.41,-6.5,3.91,-2.19,25.5,21.25,13.347,1,1,ON,
