Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2,CAP_STATUS
2019-08-1310:08:54.4400,0.46,-5.66,-1.27,-4.84,0.38,-13.1,19.25,-46.13,-2.75,13.805,1,0,ON,
2019-08-1310:08:54.5810,-7.44,-1.14,1.04,-4.84,0.38,-13.1,19.25,-46.13,-2.75,13.173,1,0,ON,
2019-08-1310:08:54.5930,-0.33,2.24,9.13,-4.84,0.38,-13.1,19.25,-46.13,-2.75,13.339,1,0,ON,
2019-08-1310:08:54.7350,4.14,1.34,8.29,-4.84,0.38,-13.1,19.25,-46.13,-2.75,13.84,1,0,ON,
2019-08-1310:08:54.8850,9.5,-2.55,2.46,-4.84,0.38,-13.1,19.25,-46.13,-2.75,13.848,1,0,ON,
2019-08-1310:08:55.0230,3.79,-1.84,1.05,-4.84,0.38,-13.1,19.25,-46.13,-2.75,13.571,1,0,ON,
2019-08-1310:08:55.0360,3.79,-1.84,1.05,1.94,-5.18,-9.69,19.25,-46.13,-2.75,14.195,1,0,ON,
2019-08-1310:08:55.1780,-10.35,-5.93,0.09,1.94,-5.18,-9.69,19.25,-46.13,-2.75,13.649,1,0,ON,
2019-08-1310:08:55.3150,-10.35,-5.93,0.09,1.94,-5.18,-9.69,19.31,-41.56,17.56,12.061,1,0,ON,
2019-08-1310:08:55.3270,-10.35,-5.93,0.09,-2.5,8.54,-1.45,19.31,-41.56,17.56,12.231,1,0,ON,
2019-08-1310:08:55.4710,2.96,-0.51,8.79,-2.5,8.54,-1.45,19.31,-41.56,17.56,13.368,1,0,ON,
2019-08-1310:08:55.6120,4.59,0.52,1.65,-2.5,8.54,-1.45,19.31,-41.56,17.56,13.827,1,0,ON,
2019-08-1310:08:55.6240,4.68,-0.82,2.79,-2.5,8.54,-1.45,19.31,-41.56,17.56,13.426,1,0,ON,
2019-08-1310:08:55.7670,4.68,-0.82,2.79,8.38,-4.22,-6.66,19.31,-41.56,17.56,13.816,1,0,ON,
2019-08-1310:08:55.9100,-0.72,-2.05,0.12,8.38,-4.22,-6.66,19.31,-41.56,17.56,13.934,1,0,ON,
2019-08-1310:08:55.9240,-0.26,-1.59,-0.32,8.38,-4.22,-6.66,19.31,-41.56,17.56,13.906,1,0,ON,
2019-08-1310:08:56.0690,0.51,-0.41,0.36,8.38,-4.22,-6.66,19.31,-41.56,17.56,13.955,1,0,ON,
2019-08-1310:08:56.2180,0.51,-0.41,0.36,1.37,-4.64,-5.94,19.31,-41.56,17.56,13.557,1,0,ON,
2019-08-1310:08:56.2320,0.51,-0.41,0.36,1.37,-4.64,-5.94,-22.81,41.06,20.0,13.632,1,0,ON,
2019-08-1310:08:56.3700,0.51,-0.41,0.36,1.37,-4.64,-5.94,-19.87,44.06,22.31,13.61,1,0,ON,
2019-08-1310:08:56.5090,0.51,-0.41,0.36,1.18,-6.98,-4.98,-19.87,44.06,22.31,13.933,1,0,ON,
2019-08-1310:08:56.5220,0.51,-0.41,0.36,1.18,-6.98,-4.98,-18.69,29.44,39.75,14.095,1,0,ON,
2019-08-1310:08:56.6560,0.7,1.27,0.27,1.18,-6.98,-4.98,-18.69,29.44,39.75,13.895,1,0,ON,
2019-08-1310:08:56.8030,0.31,0.34,0.11,1.18,-6.98,-4.98,-18.69,29.44,39.75,13.893,1,0,ON,
2019-08-1310:08:56.8160,0.04,0.2,0.48,1.18,-6.98,-4.98,-18.69,29.44,39.75,13.933,1,0,ON,
2019-08-1310:08:56.9600,-0.8,-0.18,-0.01,1.18,-6.98,-4.98,-18.69,29.44,39.75,13.971,1,0,ON,
2019-08-1310:08:57.1060,-0.19,-0.14,0.08,1.18,-6.98,-4.98,-18.69,29.44,39.75,13.981,1,0,ON,
2019-08-1310:08:57.1200,-0.45,-0.1,-0.43,1.18,-6.98,-4.98,-18.69,29.44,39.75,14.003,1,0,ON,
2019-08-1310:08:57.2620,-0.45,-0.1,-0.43,1.18,-6.98,-4.98,-23.12,30.31,32.06,13.933,1,0,ON,
2019-08-1310:08:57.4080,-0.45,-0.1,-0.43,1.18,-6.98,-4.98,-24.87,37.38,29.31,13.995,1,0,ON,
2019-08-1310:08:57.4220,-0.36,0.02,-0.75,1.18,-6.98,-4.98,-24.87,37.38,29.31,13.992,1,0,ON,
2019-08-1310:08:57.5560,-0.36,0.02,-0.75,1.18,-6.98,-4.98,-29.12,32.31,29.31,14.065,1,0,ON,
2019-08-1310:08:57.7020,-0.58,-0.32,-1.45,1.18,-6.98,-4.98,-29.12,32.31,29.31,14.105,1,0,ON,
2019-08-1310:08:57.7150,-1.1,-1.29,-0.71,1.18,-6.98,-4.98,-29.12,32.31,29.31,14.185,1,0,ON,
2019-08-1310:08:57.8590,-0.16,0.82,0.61,1.18,-6.98,-4.98,-29.12,32.31,29.31,14.109,1,0,ON,
2019-08-1310:08:58.0070,-1.13,0.31,0.29,1.18,-6.98,-4.98,-29.12,32.31,29.31,14.306,1,0,ON,
2019-08-1310:08:58.0200,-1.13,0.31,0.29,-6.06,0.07,-5.13,-29.12,32.31,29.31,13.741,1,0,ON,
2019-08-1310:08:58.1570,-0.15,4.2,-1.1,-6.06,0.07,-5.13,-29.12,32.31,29.31,14.248,1,0,ON,
2019-08-1310:08:58.3010,-0.15,4.2,-1.1,-6.06,0.07,-5.13,-40.44,18.44,23.75,14.182,1,0,ON,
2019-08-1310:08:58.3130,-0.15,4.2,-1.1,-6.06,0.07,-5.13,-34.44,26.44,24.5,13.827,1,0,ON,
2019-08-1310:08:58.4540,-0.15,4.2,-1.1,-6.06,0.07,-5.13,-39.69,21.25,20.25,13.773,1,0,ON,
2019-08-1310:08:58.5980,-0.15,4.2,-1.1,-6.06,0.07,-5.13,-40.0,25.56,19.19,13.763,1,0,ON,
2019-08-1310:08:58.6110,-0.1,-0.55,0.53,-6.06,0.07,-5.13,-40.0,25.56,19.19,13.735,1,0,ON,
2019-08-1310:08:58.7560,-0.1,-0.55,0.53,6.12,-3.76,-6.2,-40.0,25.56,19.19,13.849,1,0,ON,
2019-08-1310:08:58.7700,0.13,-1.27,1.82,6.12,-3.76,-6.2,-40.0,25.56,19.19,13.957,1,0,ON,
2019-08-1310:08:58.9160,0.18,1.06,0.19,6.12,-3.76,-6.2,-40.0,25.56,19.19,13.93,1,0,ON,
2019-08-1310:08:59.0580,-0.46,-0.26,1.29,6.12,-3.76,-6.2,-40.0,25.56,19.19,13.946,1,0,ON,
2019-08-1310:08:59.2080,-0.46,-0.26,1.29,4.51,-4.99,-7.7,-40.0,25.56,19.19,13.937,1,0,ON,
2019-08-1310:08:59.2230,-0.46,-0.26,1.29,4.51,-4.99,-7.7,-25.12,36.81,20.56,13.923,1,0,ON,
2019-08-1310:08:59.3900,-0.32,0.32,-0.04,4.51,-4.99,-7.7,-25.12,36.81,20.56,13.929,1,0,ON,
2019-08-1310:08:59.4030,-0.09,0.64,0.0,4.51,-4.99,-7.7,-25.12,36.81,20.56,13.917,1,0,ON,
2019-08-1310:08:59.5680,-0.15,0.82,-0.09,4.51,-4.99,-7.7,-25.12,36.81,20.56,13.89,1,0,ON,
2019-08-1310:08:59.5830,-0.15,0.82,-0.09,4.51,-4.99,-7.7,-30.62,33.75,19.19,13.869,1,0,ON,
2019-08-1310:08:59.7390,-0.41,-0.42,-0.76,4.51,-4.99,-7.7,-30.62,33.75,19.19,13.989,1,0,ON,
2019-08-1310:08:59.7540,0.28,-1.54,-1.13,4.51,-4.99,-7.7,-30.62,33.75,19.19,13.985,1,0,ON,
2019-08-1310:08:59.8960,-0.36,-1.6,-1.07,4.51,-4.99,-7.7,-30.62,33.75,19.19,14.148,1,0,ON,
2019-08-1310:09:00.0430,0.14,-0.55,-2.17,4.51,-4.99,-7.7,-30.62,33.75,19.19,14.149,1,0,ON,
2019-08-1310:09:00.1890,-0.35,-2.34,-1.01,4.51,-4.99,-7.7,-30.62,33.75,19.19,14.306,1,0,ON,
2019-08-1310:09:00.2030,-0.35,-2.34,-1.01,4.51,-4.99,-7.7,-28.37,3.12,41.06,14.356,1,0,ON,
2019-08-1310:09:00.3430,-1.06,-5.16,-1.77,4.51,-4.99,-7.7,-28.37,3.12,41.06,14.285,1,0,ON,
2019-08-1310:09:00.3570,0.31,-5.76,-1.88,4.51,-4.99,-7.7,-28.37,3.12,41.06,14.133,1,0,ON,
2019-08-1310:09:00.4990,0.37,-4.41,-0.97,4.51,-4.99,-7.7,-28.37,3.12,41.06,13.954,1,0,ON,
2019-08-1310:09:00.6440,0.37,-4.41,-0.97,4.51,-4.99,-7.7,44.38,4.94,19.81,13.241,1,0,ON,
2019-08-1310:09:00.7800,1.63,-1.97,0.12,4.51,-4.99,-7.7,44.38,4.94,19.81,13.538,1,0,ON,
2019-08-1310:09:00.7920,1.09,-0.29,-0.3,4.51,-4.99,-7.7,44.38,4.94,19.81,13.086,1,0,ON,
2019-08-1310:09:00.9320,0.03,-0.02,0.43,4.51,-4.99,-7.7,44.38,4.94,19.81,12.964,1,0,ON,
2019-08-1310:09:01.0710,0.67,5.7,-1.63,4.51,-4.99,-7.7,44.38,4.94,19.81,13.708,1,0,ON,
2019-08-1310:09:01.0850,-0.38,10.78,-2.41,4.51,-4.99,-7.7,44.38,4.94,19.81,14.326,1,0,ON,
2019-08-1310:09:01.2250,-2.14,7.21,0.3,4.51,-4.99,-7.7,44.38,4.94,19.81,14.146,1,0,ON,
2019-08-1310:09:01.3680,0.65,-4.35,0.71,4.51,-4.99,-7.7,44.38,4.94,19.81,14.198,1,0,ON,
2019-08-1310:09:01.3810,1.32,-9.15,0.41,4.51,-4.99,-7.7,44.38,4.94,19.81,14.363,1,0,ON,
2019-08-1310:09:01.5220,-0.54,-9.73,2.65,4.51,-4.99,-7.7,44.38,4.94,19.81,14.222,1,0,ON,
2019-08-1310:09:01.6600,-0.54,-9.73,2.65,4.51,-4.99,-7.7,49.94,6.0,-2.87,14.315,1,0,ON,
2019-08-1310:09:01.6740,-0.54,-9.73,2.65,4.51,-4.99,-7.7,49.5,12.31,11.94,14.306,1,0,ON,
2019-08-1310:09:01.8170,-0.54,-9.73,2.65,-2.92,-2.08,-5.21,49.5,12.31,11.94,14.31,1,0,ON,
2019-08-1310:09:01.9570,-0.54,-9.73,2.65,10.56,2.79,-12.14,49.5,12.31,11.94,14.299,1,0,ON,
2019-08-1310:09:01.9700,-4.52,2.98,5.02,10.56,2.79,-12.14,49.5,12.31,11.94,14.261,1,0,ON,
2019-08-1310:09:02.1130,1.22,0.65,0.39,10.56,2.79,-12.14,49.5,12.31,11.94,13.74,1,0,ON,
2019-08-1310:09:02.2580,1.91,-0.64,-0.8,10.56,2.79,-12.14,49.5,12.31,11.94,13.879,1,0,ON,
2019-08-1310:09:02.2710,0.57,-3.16,-4.09,10.56,2.79,-12.14,49.5,12.31,11.94,13.828,1,0,ON,
2019-08-1310:09:02.4070,0.45,2.39,0.61,10.56,2.79,-12.14,49.5,12.31,11.94,13.565,1,0,ON,
2019-08-1310:09:02.5430,-0.28,-3.51,2.9,10.56,2.79,-12.14,49.5,12.31,11.94,13.993,1,0,ON,
2019-08-1310:09:02.5560,-0.28,-3.51,2.9,6.5,-3.19,-9.04,49.5,12.31,11.94,14.252,1,0,ON,
2019-08-1310:09:02.6930,-0.28,-3.51,2.9,6.5,-3.19,-9.04,-9.38,25.69,45.63,14.055,1,0,ON,
2019-08-1310:09:02.8320,0.17,-1.74,-1.11,6.5,-3.19,-9.04,-9.38,25.69,45.63,13.836,1,0,ON,
2019-08-1310:09:02.8450,-2.06,4.55,-4.16,6.5,-3.19,-9.04,-9.38,25.69,45.63,14.317,1,0,ON,
2019-08-1310:09:02.9900,-0.35,-0.69,1.03,6.5,-3.19,-9.04,-9.38,25.69,45.63,14.364,1,0,ON,
2019-08-1310:09:03.1240,0.37,-2.52,2.19,6.5,-3.19,-9.04,-9.38,25.69,45.63,14.321,1,0,ON,
2019-08-1310:09:03.2710,4.97,-1.73,2.81,6.5,-3.19,-9.04,-9.38,25.69,45.63,13.873,1,0,ON,
2019-08-1310:09:03.2850,-0.79,2.09,-2.44,6.5,-3.19,-9.04,-9.38,25.69,45.63,13.837,1,0,ON,
2019-08-1310:09:03.4400,-7.31,4.03,-7.05,6.5,-3.19,-9.04,-9.38,25.69,45.63,14.139,1,0,ON,
2019-08-1310:09:03.4560,1.56,1.47,4.63,6.5,-3.19,-9.04,-9.38,25.69,45.63,14.185,1,0,ON,
2019-08-1310:09:03.6100,-0.05,0.72,-0.77,6.5,-3.19,-9.04,-9.38,25.69,45.63,13.888,1,0,ON,
2019-08-1310:09:03.7500,-0.05,0.72,-0.77,6.5,-3.19,-9.04,-46.88,3.37,25.94,13.966,1,0,ON,
2019-08-1310:09:03.7630,-0.05,0.72,-0.77,6.5,-3.19,-9.04,-46.94,-12.5,18.81,13.848,1,0,ON,
2019-08-1310:09:03.9020,-0.55,-1.68,-1.63,6.5,-3.19,-9.04,-46.94,-12.5,18.81,13.858,1,0,ON,
2019-08-1310:09:04.0460,-0.55,-1.68,-1.63,3.63,8.8,-11.45,-46.94,-12.5,18.81,14.067,1,0,ON,
2019-08-1310:09:04.0590,5.69,-1.25,-0.01,3.63,8.8,-11.45,-46.94,-12.5,18.81,14.202,1,0,ON,
2019-08-1310:09:04.1930,5.15,2.56,-0.41,3.63,8.8,-11.45,-46.94,-12.5,18.81,13.18,1,0,ON,
2019-08-1310:09:04.3330,-0.04,3.98,-4.27,3.63,8.8,-11.45,-46.94,-12.5,18.81,14.294,1,0,ON,
2019-08-1310:09:04.3460,1.9,-8.04,-5.1,3.63,8.8,-11.45,-46.94,-12.5,18.81,13.91,1,0,ON,
2019-08-1310:09:04.4900,1.9,-8.04,-5.1,5.58,-0.77,-4.17,-46.94,-12.5,18.81,14.168,1,0,ON,
2019-08-1310:09:04.6300,0.64,-8.08,2.79,5.58,-0.77,-4.17,-46.94,-12.5,18.81,14.38,1,0,ON,
2019-08-1310:09:04.7770,-0.29,1.59,2.79,5.58,-0.77,-4.17,-46.94,-12.5,18.81,13.817,1,0,ON,
2019-08-1310:09:04.7910,-0.29,1.59,2.79,5.58,-0.77,-4.17,8.88,-7.31,44.88,14.44,1,0,ON,
2019-08-1310:09:04.9300,-1.71,4.79,-5.8,5.58,-0.77,-4.17,8.88,-7.31,44.88,14.176,1,0,ON,
2019-08-1310:09:04.9420,-1.71,4.79,-5.8,5.58,-0.77,-4.17,-34.19,-25.44,26.06,13.949,1,0,ON,
2019-08-1310:09:05.0920,1.32,-4.04,1.57,5.58,-0.77,-4.17,-34.19,-25.44,26.06,14.362,1,0,ON,
2019-08-1310:09:05.2360,-1.27,-5.14,0.82,5.58,-0.77,-4.17,-34.19,-25.44,26.06,13.944,1,0,ON,
2019-08-1310:09:05.2500,-1.27,-5.14,0.82,-9.4,-1.0,-3.91,-34.19,-25.44,26.06,13.76,1,0,ON,
2019-08-1310:09:05.3970,-1.09,5.17,-1.79,-9.4,-1.0,-3.91,-34.19,-25.44,26.06,14.323,1,0,ON,
2019-08-1310:09:05.5390,0.37,3.92,3.33,-9.4,-1.0,-3.91,-34.19,-25.44,26.06,14.116,1,0,ON,
2019-08-1310:09:05.5520,0.37,3.92,3.33,10.1,1.91,-12.14,-34.19,-25.44,26.06,14.342,1,0,ON,
2019-08-1310:09:05.6990,0.37,3.92,3.33,-4.42,-3.87,-5.52,-34.19,-25.44,26.06,13.745,1,0,ON,
2019-08-1310:09:05.8450,0.37,3.92,3.33,-10.36,-6.52,0.04,-34.19,-25.44,26.06,14.274,1,0,ON,
2019-08-1310:09:05.8570,-3.32,1.82,-1.25,-10.36,-6.52,0.04,-34.19,-25.44,26.06,14.436,1,0,ON,
2019-08-1310:09:06.0020,-3.32,1.82,-1.25,-10.36,-6.52,0.04,-11.25,-25.69,38.44,14.365,1,0,ON,
2019-08-1310:09:06.1430,-3.32,1.82,-1.25,-10.36,-6.52,0.04,-12.88,-12.69,44.63,14.419,1,0,ON,
2019-08-1310:09:06.1570,3.09,0.2,0.11,-10.36,-6.52,0.04,-12.88,-12.69,44.63,13.37,1,0,ON,
2019-08-1310:09:06.2970,-0.85,-3.62,-1.04,-10.36,-6.52,0.04,-12.88,-12.69,44.63,13.692,1,0,ON,
2019-08-1310:09:06.4430,-5.75,-1.35,2.27,-10.36,-6.52,0.04,-12.88,-12.69,44.63,14.429,1,0,ON,
2019-08-1310:09:06.4560,-2.99,1.46,2.46,-10.36,-6.52,0.04,-12.88,-12.69,44.63,14.385,1,0,ON,
2019-08-1310:09:06.5940,-2.99,1.46,2.46,-3.38,4.7,-10.11,-12.88,-12.69,44.63,14.209,1,0,ON,
